"dgp","dgp_label","family","p","mechanism","n","rep","seed","method","truth","estimate","bias","se","elapsed_ms","em_iter","observed_fraction","complete_rows","min_pair_count","error"
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,87,22200707,"listwise",0.707836900907317,0.589033942558747,-0.11880295834857,0.0877793895135501,0,NA,0.76,31,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,88,22200708,"pairwise",0.707836900907317,0.555228827453413,-0.152608073453904,0.0834720966966981,0,NA,0.743333333333333,30,45,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,88,22200708,"cat_fiml",0.707836900907317,0.475843303800329,-0.231993597106988,0.109911330405173,3.00000000000011,NA,0.743333333333333,30,45,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,88,22200708,"normal_fiml",0.707836900907317,0.574375343547193,-0.133461557360124,0.081292461232999,156.999999999996,54,0.743333333333333,30,45,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,88,22200708,"listwise",0.707836900907317,0.540589569160998,-0.167247331746319,0.13657184376663,0,NA,0.743333333333333,30,45,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,89,22200709,"pairwise",0.707836900907317,0.705910455766033,-0.00192644514128371,0.0495375461546504,1.00000000000477,NA,0.75,30,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,89,22200709,"cat_fiml",0.707836900907317,0.739316262395168,0.0314793614878508,0.0529693719961889,1.99999999999534,NA,0.75,30,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,89,22200709,"normal_fiml",0.707836900907317,0.743681914640888,0.0358450137335716,0.0475226456228073,152.000000000001,45,0.75,30,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,89,22200709,"listwise",0.707836900907317,0.660744470418989,-0.0470924304883273,0.0826456504409797,0,NA,0.75,30,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,90,22200710,"pairwise",0.707836900907317,0.66626466857077,-0.0415722323365471,0.0588794172479462,1.00000000000477,NA,0.748333333333333,37,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,90,22200710,"cat_fiml",0.707836900907317,0.576546687251842,-0.131290213655475,0.0897462921965466,3.99999999999778,NA,0.748333333333333,37,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,90,22200710,"normal_fiml",0.707836900907317,0.649729069487322,-0.0581078314199952,0.0665384602934787,137,46,0.748333333333333,37,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,90,22200710,"listwise",0.707836900907317,0.702664446294755,-0.00517245461256222,0.0681986925347011,0,NA,0.748333333333333,37,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,91,22200711,"pairwise",0.707836900907317,0.718400465484587,0.0105635645772703,0.0459374923088806,0.999999999997669,NA,0.723333333333333,25,43,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,91,22200711,"cat_fiml",0.707836900907317,0.715925853873955,0.00808895296663792,0.0452100342969903,2.00000000000244,NA,0.723333333333333,25,43,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,91,22200711,"normal_fiml",0.707836900907317,0.740580449661244,0.0327435487539277,0.0444415458004573,131,44,0.723333333333333,25,43,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,91,22200711,"listwise",0.707836900907317,0.752295229522952,0.0444583286156356,0.0602913278248399,0,NA,0.723333333333333,25,43,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,92,22200712,"pairwise",0.707836900907317,0.546366805621844,-0.161470095285473,0.0799214372443148,0,NA,0.748333333333333,28,43,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,92,22200712,"cat_fiml",0.707836900907317,0.516928964281893,-0.190907936625423,0.184271409542896,2.00000000000244,NA,0.748333333333333,28,43,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,92,22200712,"normal_fiml",0.707836900907317,0.582640814346469,-0.125196086560848,0.082205625951671,152.999999999999,56,0.748333333333333,28,43,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,92,22200712,"listwise",0.707836900907317,0.579857578840285,-0.127979322067032,0.12608253963509,0,NA,0.748333333333333,28,43,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,93,22200713,"pairwise",0.707836900907317,0.670311650091491,-0.0375252508158262,0.0614414643583333,0,NA,0.756666666666667,41,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,93,22200713,"cat_fiml",0.707836900907317,0.625263214397339,-0.0825736865099782,0.0804321592204053,1.00000000000477,NA,0.756666666666667,41,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,93,22200713,"normal_fiml",0.707836900907317,0.690597565291033,-0.0172393356162837,0.0600524816104972,146.000000000001,49,0.756666666666667,41,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,93,22200713,"listwise",0.707836900907317,0.694275562574023,-0.013561338333294,0.0736813180030425,0,NA,0.756666666666667,41,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,94,22200714,"pairwise",0.707836900907317,0.721705909708701,0.0138690088013843,0.0474540315338244,0,NA,0.761666666666667,36,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,94,22200714,"cat_fiml",0.707836900907317,0.663942970102205,-0.0438939308051113,0.06628068770573,10.9999999999957,NA,0.761666666666667,36,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,94,22200714,"normal_fiml",0.707836900907317,0.750369635323455,0.0425327344161384,0.0434688055973603,149.000000000001,49,0.761666666666667,36,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,94,22200714,"listwise",0.707836900907317,0.750140464051608,0.0423035631442907,0.0585922033816165,0,NA,0.761666666666667,36,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,95,22200715,"pairwise",0.707836900907317,0.642461657863415,-0.0653752430439014,0.0579529590049373,0,NA,0.74,31,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,95,22200715,"cat_fiml",0.707836900907317,0.664206035564221,-0.043630865343096,0.0561607345064547,3.00000000000011,NA,0.74,31,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,95,22200715,"normal_fiml",0.707836900907317,0.684093146433564,-0.0237437544737529,0.0550531970730256,145.999999999994,44,0.74,31,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,95,22200715,"listwise",0.707836900907317,0.678491171749599,-0.0293457291577179,0.0747025298527778,0,NA,0.74,31,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,96,22200716,"pairwise",0.707836900907317,0.702128318183597,-0.00570858272372021,0.0432897693474447,0.999999999997669,NA,0.76,40,53,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,96,22200716,"cat_fiml",0.707836900907317,0.76299113882268,0.0551542379153631,0.0743209738311348,3.00000000000011,NA,0.76,40,53,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,96,22200716,"normal_fiml",0.707836900907317,0.756507190859214,0.0486702899518976,0.0439501812942413,151.000000000003,61,0.76,40,53,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,96,22200716,"listwise",0.707836900907317,0.673617384934684,-0.0342195159726324,0.0681911565967287,0,NA,0.76,40,53,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,97,22200717,"pairwise",0.707836900907317,0.626862353980508,-0.0809745469268086,0.0628832719381617,0.999999999997669,NA,0.748333333333333,33,50,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,97,22200717,"cat_fiml",0.707836900907317,0.582724057217073,-0.125112843690244,0.0765419917810453,2.00000000000244,NA,0.748333333333333,33,50,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,97,22200717,"normal_fiml",0.707836900907317,0.61652946855071,-0.0913074323566071,0.0682202059675076,126.000000000005,47,0.748333333333333,33,50,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,97,22200717,"listwise",0.707836900907317,0.698681948424069,-0.00915495248324816,0.0716931282361018,0,NA,0.748333333333333,33,50,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,98,22200718,"pairwise",0.707836900907317,0.730780978715136,0.0229440778078189,0.0527486987853864,0,NA,0.733333333333333,28,45,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,98,22200718,"cat_fiml",0.707836900907317,0.677771794933808,-0.0300651059735089,0.0600909350287654,3.00000000000011,NA,0.733333333333333,28,45,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,98,22200718,"normal_fiml",0.707836900907317,0.732632896878538,0.0247959959712213,0.0525976638934587,163.999999999994,55,0.733333333333333,28,45,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,98,22200718,"listwise",0.707836900907317,0.775629680054459,0.067792779147142,0.0734160920448971,0,NA,0.733333333333333,28,45,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,99,22200719,"pairwise",0.707836900907317,0.710524176744862,0.00268727583754502,0.0445195771707299,0,NA,0.748333333333333,26,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,99,22200719,"cat_fiml",0.707836900907317,0.653810004691984,-0.0540268962153324,0.0585614962952778,2.00000000000244,NA,0.748333333333333,26,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,99,22200719,"normal_fiml",0.707836900907317,0.729454636745226,0.0216177358379095,0.0453257443549784,121.000000000002,44,0.748333333333333,26,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,99,22200719,"listwise",0.707836900907317,0.741379310344828,0.0335424094375107,0.0727018420187952,0,NA,0.748333333333333,26,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,100,22200720,"pairwise",0.707836900907317,0.575550158311288,-0.132286742596028,0.0636230111172772,0,NA,0.766666666666667,37,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,100,22200720,"cat_fiml",0.707836900907317,0.522776030428018,-0.185060870479299,0.0830154502391012,1.99999999999534,NA,0.766666666666667,37,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,100,22200720,"normal_fiml",0.707836900907317,0.603124024816332,-0.104712876090985,0.0724481018382467,138.000000000005,46,0.766666666666667,37,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,100,22200720,"listwise",0.707836900907317,0.567174515235457,-0.14066238567186,0.0825441323930343,0.999999999997669,NA,0.766666666666667,37,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,101,22200721,"pairwise",0.707836900907317,0.737701204812572,0.0298643039052556,0.0491952719390896,0,NA,0.745,25,45,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,101,22200721,"cat_fiml",0.707836900907317,0.634688793994311,-0.0731481069130058,0.0761250131841849,2.00000000000244,NA,0.745,25,45,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,101,22200721,"normal_fiml",0.707836900907317,0.715484631404721,0.00764773049740453,0.0536017553910644,152.000000000001,50,0.745,25,45,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,101,22200721,"listwise",0.707836900907317,0.888188976377953,0.180352075470636,0.0282793749426855,0,NA,0.745,25,45,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,102,22200722,"pairwise",0.707836900907317,0.577206646026775,-0.130630254880542,0.0703205524381944,0,NA,0.758333333333333,30,47,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,102,22200722,"cat_fiml",0.707836900907317,0.552446181722156,-0.155390719185161,0.0923814610766801,3.00000000000011,NA,0.758333333333333,30,47,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,102,22200722,"normal_fiml",0.707836900907317,0.624104281616065,-0.0837326192912518,0.0742336943962363,143.000000000001,49,0.758333333333333,30,47,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,102,22200722,"listwise",0.707836900907317,0.380314136125655,-0.327522764781662,0.143208885037063,0,NA,0.758333333333333,30,47,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,103,22200723,"pairwise",0.707836900907317,0.680474764715258,-0.0273621361920584,0.0472555022285732,0,NA,0.718333333333333,28,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,103,22200723,"cat_fiml",0.707836900907317,0.617273775725207,-0.0905631251821097,0.0643238715805439,4.00000000000489,NA,0.718333333333333,28,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,103,22200723,"normal_fiml",0.707836900907317,0.685663758045327,-0.0221731428619901,0.0581643139412968,186.999999999998,65,0.718333333333333,28,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,103,22200723,"listwise",0.707836900907317,0.735908691834943,0.0280717909276261,0.0603936587414591,0,NA,0.718333333333333,28,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,104,22200724,"pairwise",0.707836900907317,0.697767180839839,-0.0100697200674773,0.053247684651464,0,NA,0.74,25,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,104,22200724,"cat_fiml",0.707836900907317,0.706484370851578,-0.00135253005573854,0.0659005998545123,5.00000000000256,NA,0.74,25,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,104,22200724,"normal_fiml",0.707836900907317,0.735511969649579,0.0276750687422623,0.0503016074333963,139.999999999993,48,0.74,25,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,104,22200724,"listwise",0.707836900907317,0.62509505703422,-0.0827418438730964,0.0992938340795171,0,NA,0.74,25,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,105,22200725,"pairwise",0.707836900907317,0.726947189320327,0.0191102884130101,0.0521585250790435,0,NA,0.741666666666667,32,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,105,22200725,"cat_fiml",0.707836900907317,0.729747641736626,0.0219107408293089,0.058419163756036,6.00000000000023,NA,0.741666666666667,32,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,105,22200725,"normal_fiml",0.707836900907317,0.775531963625573,0.0676950627182563,0.0481616719910612,137,54,0.741666666666667,32,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,105,22200725,"listwise",0.707836900907317,0.749226804123711,0.0413899032163946,0.0738539906961341,0,NA,0.741666666666667,32,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,106,22200726,"pairwise",0.707836900907317,0.651997777563728,-0.0558391233435889,0.0579765200201476,0.999999999997669,NA,0.74,32,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,106,22200726,"cat_fiml",0.707836900907317,0.680096486369715,-0.0277404145376021,0.0590000006139849,6.00000000000023,NA,0.74,32,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,106,22200726,"normal_fiml",0.707836900907317,0.689887436650515,-0.0179494642568014,0.0557307602432851,122,40,0.74,32,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,106,22200726,"listwise",0.707836900907317,0.567829787234042,-0.140007113673274,0.116468176469254,0,NA,0.74,32,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,107,22200727,"pairwise",0.707836900907317,0.483414557481364,-0.224422343425953,0.101389662654088,0,NA,0.748333333333333,28,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,107,22200727,"cat_fiml",0.707836900907317,0.360978996534066,-0.34685790437325,0.128344804197643,0.999999999997669,NA,0.748333333333333,28,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,107,22200727,"normal_fiml",0.707836900907317,0.519343518470725,-0.188493382436592,0.102975903982789,186,55,0.748333333333333,28,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,107,22200727,"listwise",0.707836900907317,0.419313850063533,-0.288523050843784,0.189692028473265,0,NA,0.748333333333333,28,46,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,108,22200728,"pairwise",0.707836900907317,0.653184830293359,-0.0546520706139575,0.0554282759430982,0,NA,0.743333333333333,34,51,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,108,22200728,"cat_fiml",0.707836900907317,0.615411498864632,-0.0924254020426848,0.0662109803583876,4.00000000000489,NA,0.743333333333333,34,51,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,108,22200728,"normal_fiml",0.707836900907317,0.688278316761952,-0.0195585841453649,0.0573970334505901,146.000000000001,48,0.743333333333333,34,51,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,108,22200728,"listwise",0.707836900907317,0.699485420240137,-0.00835148066717961,0.0697358747391309,0,NA,0.743333333333333,34,51,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,109,22200729,"pairwise",0.707836900907317,0.683056592229451,-0.0247803086778657,0.0551427791982918,0,NA,0.768333333333333,33,54,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,109,22200729,"cat_fiml",0.707836900907317,0.660944527193046,-0.0468923737142708,0.0800440701697669,1.99999999999534,NA,0.768333333333333,33,54,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,109,22200729,"normal_fiml",0.707836900907317,0.72347160863112,0.0156347077238029,0.0518067663123276,113,42,0.768333333333333,33,54,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,109,22200729,"listwise",0.707836900907317,0.622371364653244,-0.085465536254073,0.10724439398706,0.999999999997669,NA,0.768333333333333,33,54,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,110,22200730,"pairwise",0.707836900907317,0.691030249856223,-0.0168066510510935,0.0573749938136777,0,NA,0.735,24,39,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,110,22200730,"cat_fiml",0.707836900907317,0.651043917387692,-0.0567929835196248,0.0674400482595531,3.00000000000011,NA,0.735,24,39,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,110,22200730,"normal_fiml",0.707836900907317,0.702850182989149,-0.00498671791816796,0.0574529939226931,165.999999999997,58,0.735,24,39,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,110,22200730,"listwise",0.707836900907317,0.692783505154639,-0.0150533957526777,0.0944757163353243,0,NA,0.735,24,39,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,111,22200731,"pairwise",0.707836900907317,0.622110024761152,-0.0857268761461648,0.0781742938884136,0,NA,0.738333333333333,30,43,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,111,22200731,"cat_fiml",0.707836900907317,0.533405679741998,-0.174431221165318,0.0932165025624911,3.00000000000011,NA,0.738333333333333,30,43,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,111,22200731,"normal_fiml",0.707836900907317,0.616051605063538,-0.0917852958437788,0.0768539977288954,122.999999999998,40,0.738333333333333,30,43,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,111,22200731,"listwise",0.707836900907317,0.669174892903707,-0.0386620080036102,0.0860521415475263,0,NA,0.738333333333333,30,43,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,112,22200732,"pairwise",0.707836900907317,0.679458223384497,-0.0283786775228201,0.0560765424518576,0,NA,0.743333333333333,33,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,112,22200732,"cat_fiml",0.707836900907317,0.701838869599511,-0.00599803130780607,0.0657791286492955,3.00000000000011,NA,0.743333333333333,33,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,112,22200732,"normal_fiml",0.707836900907317,0.731406838401478,0.0235699374941613,0.0553625198178873,167.000000000002,59,0.743333333333333,33,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,112,22200732,"listwise",0.707836900907317,0.704706372344856,-0.00313052856246043,0.0731398143736692,0,NA,0.743333333333333,33,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,113,22200733,"pairwise",0.707836900907317,0.75940680890065,0.0515699079933331,0.0381266169450289,0.999999999997669,NA,0.751666666666667,32,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,113,22200733,"cat_fiml",0.707836900907317,0.69125315066571,-0.0165837502416071,0.0635840779716833,3.00000000000011,NA,0.751666666666667,32,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,113,22200733,"normal_fiml",0.707836900907317,0.748865443440834,0.0410285425335171,0.0438674900730239,113,37,0.751666666666667,32,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,113,22200733,"listwise",0.707836900907317,0.782602356943263,0.0747654560359465,0.0431085925038601,0,NA,0.751666666666667,32,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,114,22200734,"pairwise",0.707836900907317,0.761195722142336,0.0533588212350194,0.0374446005413161,0,NA,0.763333333333333,31,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,114,22200734,"cat_fiml",0.707836900907317,0.704295447336308,-0.00354145357100843,0.0557738787704462,3.00000000000011,NA,0.763333333333333,31,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,114,22200734,"normal_fiml",0.707836900907317,0.781060900331467,0.0732239994241498,0.039433404493719,141.000000000005,48,0.763333333333333,31,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,114,22200734,"listwise",0.707836900907317,0.762507188039103,0.0546702871317861,0.0605202748054448,0.999999999997669,NA,0.763333333333333,31,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,115,22200735,"pairwise",0.707836900907317,0.628129908069185,-0.0797069928381313,0.0731541362795669,0,NA,0.756666666666667,34,53,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,115,22200735,"cat_fiml",0.707836900907317,0.633156861085717,-0.0746800398216001,0.0688742752990542,6.00000000000023,NA,0.756666666666667,34,53,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,115,22200735,"normal_fiml",0.707836900907317,0.647219936630865,-0.060616964276452,0.0761197527198276,133.000000000003,40,0.756666666666667,34,53,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,115,22200735,"listwise",0.707836900907317,0.629938482570061,-0.0778984183372554,0.114623778490419,0,NA,0.756666666666667,34,53,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,116,22200736,"pairwise",0.707836900907317,0.71527394961172,0.00743704870440276,0.0411772364347925,1.00000000000477,NA,0.751666666666667,31,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,116,22200736,"cat_fiml",0.707836900907317,0.668844158903165,-0.0389927420041516,0.0742169694851571,3.00000000000011,NA,0.751666666666667,31,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,116,22200736,"normal_fiml",0.707836900907317,0.747185235045139,0.0393483341378223,0.0395775241055369,140.999999999998,49,0.751666666666667,31,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,116,22200736,"listwise",0.707836900907317,0.668036529680365,-0.0398003712269517,0.080757391847576,0,NA,0.751666666666667,31,49,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,117,22200737,"pairwise",0.707836900907317,0.668118927114921,-0.0397179737923956,0.057641167083601,0,NA,0.76,37,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,117,22200737,"cat_fiml",0.707836900907317,0.657978193715912,-0.0498587071914047,0.0617378776883307,3.00000000000011,NA,0.76,37,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,117,22200737,"normal_fiml",0.707836900907317,0.686387290963727,-0.0214496099435902,0.0579485951483503,128.999999999998,42,0.76,37,52,""
"gauss_balanced","Gaussian copula, balanced ordinal margins","gaussian_copula",6,"mar_linear30",100,117,22200737,"listwise",0.707836900907317,0.625907921075207,-0.0819289798321093,0.101815739947024,0,NA,0.76,37,52,""
