"spec","mechanism","n","b","method","truth","est","observed_fraction"
"anchor_moderate","anchor",4000,34,"ipw",0.666931633438082,0.703640161015941,0.799625
"anchor_moderate","anchor",4000,35,"ipw",0.666931633438082,0.688922207732054,0.7983125
"anchor_moderate","anchor",4000,36,"ipw",0.666931633438082,0.703227895393433,0.790125
"anchor_moderate","anchor",4000,37,"ipw",0.666931633438082,0.704719034666039,0.791875
"anchor_moderate","anchor",4000,38,"ipw",0.666931633438082,0.701269375885523,0.7875625
"anchor_moderate","anchor",4000,39,"ipw",0.666931633438082,0.704068162079216,0.7955625
"anchor_moderate","anchor",4000,40,"ipw",0.666931633438082,0.697645190287024,0.787125
"anchor_moderate","anchor",4000,41,"ipw",0.666931633438082,0.71257711685962,0.7898125
"anchor_moderate","anchor",4000,42,"ipw",0.666931633438082,0.695830500313852,0.7910625
"anchor_moderate","anchor",4000,43,"ipw",0.666931633438082,0.705231446965488,0.793625
"anchor_moderate","anchor",4000,44,"ipw",0.666931633438082,0.704679424918644,0.79675
"anchor_moderate","anchor",4000,45,"ipw",0.666931633438082,0.70150808952963,0.796125
"anchor_moderate","anchor",4000,46,"ipw",0.666931633438082,0.698271949965204,0.787125
"anchor_moderate","anchor",4000,47,"ipw",0.666931633438082,0.690218555253277,0.786875
"anchor_moderate","anchor",4000,48,"ipw",0.666931633438082,0.710787422390145,0.7906875
"anchor_moderate","anchor",4000,49,"ipw",0.666931633438082,0.702913970604965,0.78925
"anchor_moderate","anchor",4000,50,"ipw",0.666931633438082,0.697109090486944,0.7959375
"anchor_moderate","anchor",4000,51,"ipw",0.666931633438082,0.704453746088761,0.7914375
"anchor_moderate","anchor",4000,52,"ipw",0.666931633438082,0.697717274096222,0.79175
"anchor_moderate","anchor",4000,53,"ipw",0.666931633438082,0.702914495175892,0.786
"anchor_moderate","anchor",4000,54,"ipw",0.666931633438082,0.696012564832176,0.795875
"anchor_moderate","anchor",4000,55,"ipw",0.666931633438082,0.679272272136777,0.803375
"anchor_moderate","anchor",4000,56,"ipw",0.666931633438082,0.694300229542232,0.7979375
"anchor_moderate","anchor",4000,57,"ipw",0.666931633438082,0.701838877586062,0.7905
"anchor_moderate","anchor",4000,58,"ipw",0.666931633438082,0.702068366976466,0.7889375
"anchor_moderate","anchor",4000,59,"ipw",0.666931633438082,0.700661985171891,0.7943125
"anchor_moderate","anchor",4000,60,"ipw",0.666931633438082,0.703303517986304,0.7958125
"anchor_moderate","anchor",4000,61,"ipw",0.666931633438082,0.694494374833903,0.7923125
"anchor_moderate","anchor",4000,62,"ipw",0.666931633438082,0.69132891335437,0.7911875
"anchor_moderate","anchor",4000,63,"ipw",0.666931633438082,0.689281359078391,0.7919375
"anchor_moderate","anchor",4000,64,"ipw",0.666931633438082,0.680776074047706,0.79675
"anchor_moderate","anchor",4000,65,"ipw",0.666931633438082,0.69141720834762,0.792375
"anchor_moderate","anchor",4000,66,"ipw",0.666931633438082,0.685010269926684,0.795375
"anchor_moderate","anchor",4000,67,"ipw",0.666931633438082,0.705445090598586,0.7890625
"anchor_moderate","anchor",4000,68,"ipw",0.666931633438082,0.707394246322181,0.7961875
"anchor_moderate","anchor",4000,69,"ipw",0.666931633438082,0.69665145082129,0.7956875
"anchor_moderate","anchor",4000,70,"ipw",0.666931633438082,0.695063462940462,0.7903125
"anchor_moderate","anchor",4000,71,"ipw",0.666931633438082,0.68995260137669,0.7940625
"anchor_moderate","anchor",4000,72,"ipw",0.666931633438082,0.695519232385309,0.7905
"anchor_moderate","anchor",4000,73,"ipw",0.666931633438082,0.700524728316126,0.7925
"anchor_moderate","anchor",4000,74,"ipw",0.666931633438082,0.693079753958495,0.7930625
"anchor_moderate","anchor",4000,75,"ipw",0.666931633438082,0.689631542414709,0.7949375
"anchor_moderate","anchor",4000,76,"ipw",0.666931633438082,0.688850842734466,0.793125
"anchor_moderate","anchor",4000,77,"ipw",0.666931633438082,0.704785373929002,0.7923125
"anchor_moderate","anchor",4000,78,"ipw",0.666931633438082,0.707578054181356,0.7925
"anchor_moderate","anchor",4000,79,"ipw",0.666931633438082,0.700570628665522,0.792875
"anchor_moderate","anchor",4000,80,"ipw",0.666931633438082,0.709373652857009,0.793625
"anchor_moderate","anchor",4000,1,"fiml",0.666931633438082,0.661586398448149,0.7875625
"anchor_moderate","anchor",4000,2,"fiml",0.666931633438082,0.685571378076827,0.795875
"anchor_moderate","anchor",4000,3,"fiml",0.666931633438082,0.648195177480915,0.7961875
"anchor_moderate","anchor",4000,4,"fiml",0.666931633438082,0.676154764232383,0.79425
"anchor_moderate","anchor",4000,5,"fiml",0.666931633438082,0.672752797003811,0.791125
"anchor_moderate","anchor",4000,6,"fiml",0.666931633438082,0.662527614225142,0.792
"anchor_moderate","anchor",4000,7,"fiml",0.666931633438082,0.675508990285357,0.7893125
"anchor_moderate","anchor",4000,8,"fiml",0.666931633438082,0.645416990629196,0.7921875
"anchor_moderate","anchor",4000,9,"fiml",0.666931633438082,0.65979746113925,0.79175
"anchor_moderate","anchor",4000,10,"fiml",0.666931633438082,0.681812926198915,0.7869375
"anchor_moderate","anchor",4000,11,"fiml",0.666931633438082,0.663814262905293,0.7963125
"anchor_moderate","anchor",4000,12,"fiml",0.666931633438082,0.669208109133582,0.794125
"anchor_moderate","anchor",4000,13,"fiml",0.666931633438082,0.658412141112082,0.789125
"anchor_moderate","anchor",4000,14,"fiml",0.666931633438082,0.661095946801692,0.787875
"anchor_moderate","anchor",4000,15,"fiml",0.666931633438082,0.659016155143778,0.7928125
"anchor_moderate","anchor",4000,16,"fiml",0.666931633438082,0.67333693610092,0.785
"anchor_moderate","anchor",4000,17,"fiml",0.666931633438082,0.667921533353313,0.7979375
"anchor_moderate","anchor",4000,18,"fiml",0.666931633438082,0.686571132822395,0.791
"anchor_moderate","anchor",4000,19,"fiml",0.666931633438082,0.652115191581594,0.7936875
"anchor_moderate","anchor",4000,20,"fiml",0.666931633438082,0.669668835940865,0.7905625
"anchor_moderate","anchor",4000,21,"fiml",0.666931633438082,0.68554275280287,0.793375
"anchor_moderate","anchor",4000,22,"fiml",0.666931633438082,0.655443861691401,0.7870625
"anchor_moderate","anchor",4000,23,"fiml",0.666931633438082,0.663578146563476,0.787375
"anchor_moderate","anchor",4000,24,"fiml",0.666931633438082,0.660391869549657,0.781375
"anchor_moderate","anchor",4000,25,"fiml",0.666931633438082,0.67853226518235,0.7895
"anchor_moderate","anchor",4000,26,"fiml",0.666931633438082,0.663697645701903,0.794
"anchor_moderate","anchor",4000,27,"fiml",0.666931633438082,0.663886500247758,0.7883125
"anchor_moderate","anchor",4000,28,"fiml",0.666931633438082,0.661019267562861,0.7959375
"anchor_moderate","anchor",4000,29,"fiml",0.666931633438082,0.683487581917723,0.79775
"anchor_moderate","anchor",4000,30,"fiml",0.666931633438082,0.655077007056034,0.7890625
"anchor_moderate","anchor",4000,31,"fiml",0.666931633438082,0.6858184570602,0.7976875
"anchor_moderate","anchor",4000,32,"fiml",0.666931633438082,0.665715769348033,0.797
"anchor_moderate","anchor",4000,33,"fiml",0.666931633438082,0.663634693306876,0.78375
"anchor_moderate","anchor",4000,34,"fiml",0.666931633438082,0.670560018675876,0.799625
"anchor_moderate","anchor",4000,35,"fiml",0.666931633438082,0.665087176163341,0.7983125
"anchor_moderate","anchor",4000,36,"fiml",0.666931633438082,0.66399494557716,0.790125
"anchor_moderate","anchor",4000,37,"fiml",0.666931633438082,0.679447514963493,0.791875
"anchor_moderate","anchor",4000,38,"fiml",0.666931633438082,0.660712312351578,0.7875625
"anchor_moderate","anchor",4000,39,"fiml",0.666931633438082,0.684042700684831,0.7955625
"anchor_moderate","anchor",4000,40,"fiml",0.666931633438082,0.660132519358251,0.787125
"anchor_moderate","anchor",4000,41,"fiml",0.666931633438082,0.676101623696169,0.7898125
"anchor_moderate","anchor",4000,42,"fiml",0.666931633438082,0.645767516480893,0.7910625
"anchor_moderate","anchor",4000,43,"fiml",0.666931633438082,0.67552656345244,0.793625
"anchor_moderate","anchor",4000,44,"fiml",0.666931633438082,0.686522109703832,0.79675
