"phase","profile","profile_label","C","R","n","rep","seed","prune_tol","coefficient","estimate","se","truth","error","observed_fraction"
"scaling","p2","P2: C = 3, R = 4",3,4,500,3,1305003,1e-09,"Brennan-Prediger",0.878174463248473,0.108695444227192,0.856,"",0.681
"scaling","p2","P2: C = 3, R = 4",3,4,500,4,1305004,1e-09,"Conger",0.855234056101422,0.0190759931214928,0.8464,"",0.6965
"scaling","p2","P2: C = 3, R = 4",3,4,500,4,1305004,1e-09,"Fleiss",0.855199320425157,0.0190895317124287,0.8464,"",0.6965
"scaling","p2","P2: C = 3, R = 4",3,4,500,4,1305004,1e-09,"Brennan-Prediger",0.864914139337435,0.0177716497712271,0.856,"",0.6965
"scaling","p2","P2: C = 3, R = 4",3,4,500,5,1305005,1e-09,"Conger",0.840758910575365,0.0194330374995545,0.8464,"",0.6985
"scaling","p2","P2: C = 3, R = 4",3,4,500,5,1305005,1e-09,"Fleiss",0.8407459787722,0.019438522456348,0.8464,"",0.6985
"scaling","p2","P2: C = 3, R = 4",3,4,500,5,1305005,1e-09,"Brennan-Prediger",0.853532304922782,0.0179917206664379,0.856,"",0.6985
"scaling","p2","P2: C = 3, R = 4",3,4,500,6,1305006,1e-09,"Conger",0.868567290903711,0.0176165859479164,0.8464,"",0.6755
"scaling","p2","P2: C = 3, R = 4",3,4,500,6,1305006,1e-09,"Fleiss",0.868560822137178,0.0176187464545718,0.8464,"",0.6755
"scaling","p2","P2: C = 3, R = 4",3,4,500,6,1305006,1e-09,"Brennan-Prediger",0.876861415137287,0.016552630252801,0.856,"",0.6755
"scaling","p2","P2: C = 3, R = 4",3,4,500,7,1305007,1e-09,"Conger",0.854877615825542,0.0188695521000377,0.8464,"",0.69
"scaling","p2","P2: C = 3, R = 4",3,4,500,7,1305007,1e-09,"Fleiss",0.854864338052664,0.0188740393287731,0.8464,"",0.69
"scaling","p2","P2: C = 3, R = 4",3,4,500,7,1305007,1e-09,"Brennan-Prediger",0.860342023417778,0.0182339168832501,0.856,"",0.69
"scaling","p2","P2: C = 3, R = 4",3,4,500,8,1305008,1e-09,"Conger",0.829802868568398,0.0207623211000283,0.8464,"",0.6935
"scaling","p2","P2: C = 3, R = 4",3,4,500,8,1305008,1e-09,"Fleiss",0.829786016798963,0.0207660181952198,0.8464,"",0.6935
"scaling","p2","P2: C = 3, R = 4",3,4,500,8,1305008,1e-09,"Brennan-Prediger",0.841415553861747,0.0192916193695546,0.856,"",0.6935
"scaling","p2","P2: C = 3, R = 4",3,4,2000,1,1405001,1e-09,"Conger",0.848316740502046,0.00933929417650154,0.8464,"",0.686625
"scaling","p2","P2: C = 3, R = 4",3,4,2000,1,1405001,1e-09,"Fleiss",0.848315159325979,0.00933951307880528,0.8464,"",0.686625
"scaling","p2","P2: C = 3, R = 4",3,4,2000,1,1405001,1e-09,"Brennan-Prediger",0.857293069797524,0.00879516611168145,0.856,"",0.686625
"scaling","p2","P2: C = 3, R = 4",3,4,2000,2,1405002,1e-09,"Conger",0.848702944191195,0.00972510473746295,0.8464,"",0.684625
"scaling","p2","P2: C = 3, R = 4",3,4,2000,2,1405002,1e-09,"Fleiss",0.848697415177559,0.00972619914634615,0.8464,"",0.684625
"scaling","p2","P2: C = 3, R = 4",3,4,2000,2,1405002,1e-09,"Brennan-Prediger",0.857310917819344,0.00918084668111488,0.856,"",0.684625
"scaling","p2","P2: C = 3, R = 4",3,4,2000,3,1405003,1e-09,"Conger",0.840708373616346,0.00999258409771481,0.8464,"",0.6845
"scaling","p2","P2: C = 3, R = 4",3,4,2000,3,1405003,1e-09,"Fleiss",0.840702425500852,0.00999386906601915,0.8464,"",0.6845
"scaling","p2","P2: C = 3, R = 4",3,4,2000,3,1405003,1e-09,"Brennan-Prediger",0.852103013879604,0.00926721591391606,0.856,"",0.6845
"scaling","p2","P2: C = 3, R = 4",3,4,2000,4,1405004,1e-09,"Conger",0.852315740511199,0.00938514420931288,0.8464,"",0.679375
"scaling","p2","P2: C = 3, R = 4",3,4,2000,4,1405004,1e-09,"Fleiss",0.852313666505091,0.00938552859129506,0.8464,"",0.679375
"scaling","p2","P2: C = 3, R = 4",3,4,2000,4,1405004,1e-09,"Brennan-Prediger",0.861430608569565,0.00883858753865888,0.856,"",0.679375
"scaling","p2","P2: C = 3, R = 4",3,4,2000,5,1405005,1e-09,"Conger",0.84538667109043,0.00970526603962093,0.8464,"",0.6865
"scaling","p2","P2: C = 3, R = 4",3,4,2000,5,1405005,1e-09,"Fleiss",0.845386044760716,0.0097054666546045,0.8464,"",0.6865
"scaling","p2","P2: C = 3, R = 4",3,4,2000,5,1405005,1e-09,"Brennan-Prediger",0.85582985774294,0.00902809053564082,0.856,"",0.6865
"scaling","p2","P2: C = 3, R = 4",3,4,2000,6,1405006,1e-09,"Conger",0.852969080176912,0.00933743146577736,0.8464,"",0.687
"scaling","p2","P2: C = 3, R = 4",3,4,2000,6,1405006,1e-09,"Fleiss",0.852967016294703,0.00933786621216989,0.8464,"",0.687
"scaling","p2","P2: C = 3, R = 4",3,4,2000,6,1405006,1e-09,"Brennan-Prediger",0.859985583579726,0.00890442689404021,0.856,"",0.687
"scaling","p2","P2: C = 3, R = 4",3,4,2000,7,1405007,1e-09,"Conger",0.85370384208435,0.00941074106149609,0.8464,"",0.689875
"scaling","p2","P2: C = 3, R = 4",3,4,2000,7,1405007,1e-09,"Fleiss",0.853701312681163,0.00941132264168321,0.8464,"",0.689875
"scaling","p2","P2: C = 3, R = 4",3,4,2000,7,1405007,1e-09,"Brennan-Prediger",0.86302719114386,0.00881631907312987,0.856,"",0.689875
"scaling","p2","P2: C = 3, R = 4",3,4,2000,8,1405008,1e-09,"Conger",0.841847850792822,0.00945360231467709,0.8464,"",0.690375
"scaling","p2","P2: C = 3, R = 4",3,4,2000,8,1405008,1e-09,"Fleiss",0.841843584760675,0.00945461672458639,0.8464,"",0.690375
"scaling","p2","P2: C = 3, R = 4",3,4,2000,8,1405008,1e-09,"Brennan-Prediger",0.853180560669664,0.00879943267561862,0.856,"",0.690375
"scaling","p2","P2: C = 3, R = 4",3,4,8000,1,1505001,1e-09,"Conger",0.848691822356199,0.00474800796231518,0.8464,"",0.687125
"scaling","p2","P2: C = 3, R = 4",3,4,8000,1,1505001,1e-09,"Fleiss",0.848690057435344,0.00474816097910542,0.8464,"",0.687125
"scaling","p2","P2: C = 3, R = 4",3,4,8000,1,1505001,1e-09,"Brennan-Prediger",0.858375192509288,0.00445008807575958,0.856,"",0.687125
"scaling","p2","P2: C = 3, R = 4",3,4,8000,2,1505002,1e-09,"Conger",0.847253432065449,0.00470328026669363,0.8464,"",0.688
"scaling","p2","P2: C = 3, R = 4",3,4,8000,2,1505002,1e-09,"Fleiss",0.847252874307076,0.00470331396788624,0.8464,"",0.688
"scaling","p2","P2: C = 3, R = 4",3,4,8000,2,1505002,1e-09,"Brennan-Prediger",0.857300722166165,0.00439492305017935,0.856,"",0.688
"scaling","p2","P2: C = 3, R = 4",3,4,8000,3,1505003,1e-09,"Conger",0.845156538561578,0.00478831241093233,0.8464,"",0.68559375
"scaling","p2","P2: C = 3, R = 4",3,4,8000,3,1505003,1e-09,"Fleiss",0.845156248867716,0.00478835463402317,0.8464,"",0.68559375
"scaling","p2","P2: C = 3, R = 4",3,4,8000,3,1505003,1e-09,"Brennan-Prediger",0.854631800415857,0.00449956573620985,0.856,"",0.68559375
"scaling","p2","P2: C = 3, R = 4",3,4,8000,4,1505004,1e-09,"Conger",0.84675424606194,0.00471472681272072,0.8464,"",0.6918125
"scaling","p2","P2: C = 3, R = 4",3,4,8000,4,1505004,1e-09,"Fleiss",0.846753687007344,0.00471479478734972,0.8464,"",0.6918125
"scaling","p2","P2: C = 3, R = 4",3,4,8000,4,1505004,1e-09,"Brennan-Prediger",0.855979427492657,0.00443284359629068,0.856,"",0.6918125
"scaling","p2","P2: C = 3, R = 4",3,4,8000,5,1505005,1e-09,"Conger",0.861040583328001,0.00453527743736274,0.8464,"",0.6850625
"scaling","p2","P2: C = 3, R = 4",3,4,8000,5,1505005,1e-09,"Fleiss",0.861038640315699,0.00453548513112168,0.8464,"",0.6850625
"scaling","p2","P2: C = 3, R = 4",3,4,8000,5,1505005,1e-09,"Brennan-Prediger",0.869158715634497,0.00427754868679825,0.856,"",0.6850625
"scaling","p2","P2: C = 3, R = 4",3,4,8000,6,1505006,1e-09,"Conger",0.850495053533401,0.00468500736668241,0.8464,"",0.68546875
"scaling","p2","P2: C = 3, R = 4",3,4,8000,6,1505006,1e-09,"Fleiss",0.850493693629993,0.00468510615702705,0.8464,"",0.68546875
"scaling","p2","P2: C = 3, R = 4",3,4,8000,6,1505006,1e-09,"Brennan-Prediger",0.860206302069647,0.00438417635891522,0.856,"",0.68546875
"scaling","p2","P2: C = 3, R = 4",3,4,8000,7,1505007,1e-09,"Conger",0.847021962027521,0.00488809265105339,0.8464,"",0.6858125
"scaling","p2","P2: C = 3, R = 4",3,4,8000,7,1505007,1e-09,"Fleiss",0.847020021408957,0.00488828228661198,0.8464,"",0.6858125
"scaling","p2","P2: C = 3, R = 4",3,4,8000,7,1505007,1e-09,"Brennan-Prediger",0.856724566881008,0.00458152383594955,0.856,"",0.6858125
"scaling","p2","P2: C = 3, R = 4",3,4,8000,8,1505008,1e-09,"Conger",0.842944882572733,0.00488095593465728,0.8464,"",0.68746875
"scaling","p2","P2: C = 3, R = 4",3,4,8000,8,1505008,1e-09,"Fleiss",0.842944340528453,0.00488101186764002,0.8464,"",0.68746875
"scaling","p2","P2: C = 3, R = 4",3,4,8000,8,1505008,1e-09,"Brennan-Prediger",0.853536919325614,0.00455094595778826,0.856,"",0.68746875
"scaling","p2","P2: C = 3, R = 4",3,4,32000,1,1605001,1e-09,"Conger",0.843494746326744,0.00239352541827234,0.8464,"",0.6865078125
"scaling","p2","P2: C = 3, R = 4",3,4,32000,1,1605001,1e-09,"Fleiss",0.843494651050459,0.00239352978417558,0.8464,"",0.6865078125
"scaling","p2","P2: C = 3, R = 4",3,4,32000,1,1605001,1e-09,"Brennan-Prediger",0.853465077914293,0.00224134082423953,0.856,"",0.6865078125
"scaling","p2","P2: C = 3, R = 4",3,4,32000,2,1605002,1e-09,"Conger",0.849146817024107,0.0023574969272801,0.8464,"",0.6872109375
"scaling","p2","P2: C = 3, R = 4",3,4,32000,2,1605002,1e-09,"Fleiss",0.849146537973444,0.00235751047200839,0.8464,"",0.6872109375
"scaling","p2","P2: C = 3, R = 4",3,4,32000,2,1605002,1e-09,"Brennan-Prediger",0.85845526940434,0.00221280373464407,0.856,"",0.6872109375
"scaling","p2","P2: C = 3, R = 4",3,4,32000,3,1605003,1e-09,"Conger",0.847189183154093,0.00235845896465947,0.8464,"",0.6874921875
"scaling","p2","P2: C = 3, R = 4",3,4,32000,3,1605003,1e-09,"Fleiss",0.847188852161651,0.00235847285128453,0.8464,"",0.6874921875
"scaling","p2","P2: C = 3, R = 4",3,4,32000,3,1605003,1e-09,"Brennan-Prediger",0.856862302107631,0.00220973842689222,0.856,"",0.6874921875
"scaling","p2","P2: C = 3, R = 4",3,4,32000,4,1605004,1e-09,"Conger",0.842772088471295,0.00238541928027594,0.8464,"",0.6869921875
"scaling","p2","P2: C = 3, R = 4",3,4,32000,4,1605004,1e-09,"Fleiss",0.84277165343643,0.00238544240621558,0.8464,"",0.6869921875
"scaling","p2","P2: C = 3, R = 4",3,4,32000,4,1605004,1e-09,"Brennan-Prediger",0.852301014175302,0.00224276168909408,0.856,"",0.6869921875
"scaling","p2","P2: C = 3, R = 4",3,4,32000,5,1605005,1e-09,"Conger",0.844525599684066,0.00236311247445467,0.8464,"",0.68775
"scaling","p2","P2: C = 3, R = 4",3,4,32000,5,1605005,1e-09,"Fleiss",0.84452505486243,0.00236314014945798,0.8464,"",0.68775
"scaling","p2","P2: C = 3, R = 4",3,4,32000,5,1605005,1e-09,"Brennan-Prediger",0.85403720617994,0.00222085253242753,0.856,"",0.68775
"scaling","p2","P2: C = 3, R = 4",3,4,32000,6,1605006,1e-09,"Conger",0.846003947345113,0.00237716022385241,0.8464,"",0.6879296875
"scaling","p2","P2: C = 3, R = 4",3,4,32000,6,1605006,1e-09,"Fleiss",0.846003651609366,0.00237717604964414,0.8464,"",0.6879296875
"scaling","p2","P2: C = 3, R = 4",3,4,32000,6,1605006,1e-09,"Brennan-Prediger",0.855010274243498,0.00223944198142566,0.856,"",0.6879296875
"scaling","p2","P2: C = 3, R = 4",3,4,32000,7,1605007,1e-09,"Conger",0.843360712277008,0.00241501442798501,0.8464,"",0.6870703125
"scaling","p2","P2: C = 3, R = 4",3,4,32000,7,1605007,1e-09,"Fleiss",0.843360527711006,0.00241502207490903,0.8464,"",0.6870703125
"scaling","p2","P2: C = 3, R = 4",3,4,32000,7,1605007,1e-09,"Brennan-Prediger",0.853830640630818,0.00225642960914176,0.856,"",0.6870703125
"scaling","p2","P2: C = 3, R = 4",3,4,32000,8,1605008,1e-09,"Conger",0.841329504141025,0.00244453808072495,0.8464,"",0.6864375
"scaling","p2","P2: C = 3, R = 4",3,4,32000,8,1605008,1e-09,"Fleiss",0.841329310337399,0.00244454351466772,0.8464,"",0.6864375
"scaling","p2","P2: C = 3, R = 4",3,4,32000,8,1605008,1e-09,"Brennan-Prediger",0.851183786638825,0.00229599997461355,0.856,"",0.6864375
"prune","p2","P2: C = 3, R = 4",3,4,2000,1,1705001,1e-12,"Conger",0.848575717593938,0.0102136707265755,0.8464,"",0.686875
"prune","p2","P2: C = 3, R = 4",3,4,2000,1,1705001,1e-12,"Fleiss",0.848568576187406,0.0102152174004795,0.8464,"",0.686875
"prune","p2","P2: C = 3, R = 4",3,4,2000,1,1705001,1e-12,"Brennan-Prediger",0.857751401231134,0.00964962426784264,0.856,"",0.686875
"prune","p2","P2: C = 3, R = 4",3,4,2000,2,1705002,1e-12,"Conger",0.849812526041635,0.00959308595933945,0.8464,"",0.6875
"prune","p2","P2: C = 3, R = 4",3,4,2000,2,1705002,1e-12,"Fleiss",0.84980054945732,0.00959573190905936,0.8464,"",0.6875
"prune","p2","P2: C = 3, R = 4",3,4,2000,2,1705002,1e-12,"Brennan-Prediger",0.85956715574215,0.00899424867833683,0.856,"",0.6875
"prune","p2","P2: C = 3, R = 4",3,4,2000,3,1705003,1e-12,"Conger",0.830711653194695,0.00999380202019524,0.8464,"",0.68925
"prune","p2","P2: C = 3, R = 4",3,4,2000,3,1705003,1e-12,"Fleiss",0.830705892390315,0.00999502114551963,0.8464,"",0.68925
"prune","p2","P2: C = 3, R = 4",3,4,2000,3,1705003,1e-12,"Brennan-Prediger",0.843004267545073,0.00927516353886763,0.856,"",0.68925
"prune","p2","P2: C = 3, R = 4",3,4,2000,4,1705004,1e-12,"Conger",0.8578704135846,0.00894028380331933,0.8464,"",0.689875
"prune","p2","P2: C = 3, R = 4",3,4,2000,4,1705004,1e-12,"Fleiss",0.857869548594437,0.00894047324383804,0.8464,"",0.689875
"prune","p2","P2: C = 3, R = 4",3,4,2000,4,1705004,1e-12,"Brennan-Prediger",0.866168089352932,0.00843929533080508,0.856,"",0.689875
"prune","p2","P2: C = 3, R = 4",3,4,2000,5,1705005,1e-12,"Conger",0.852335042305811,0.00910096953943252,0.8464,"",0.683375
"prune","p2","P2: C = 3, R = 4",3,4,2000,5,1705005,1e-12,"Fleiss",0.852324485017542,0.00910357730381509,0.8464,"",0.683375
"prune","p2","P2: C = 3, R = 4",3,4,2000,5,1705005,1e-12,"Brennan-Prediger",0.859344166078728,0.00870182981660848,0.856,"",0.683375
"prune","p2","P2: C = 3, R = 4",3,4,2000,6,1705006,1e-12,"Conger",0.836484320717235,0.0097995665494071,0.8464,"",0.683
"prune","p2","P2: C = 3, R = 4",3,4,2000,6,1705006,1e-12,"Fleiss",0.836478971036317,0.00980089255565586,0.8464,"",0.683
"prune","p2","P2: C = 3, R = 4",3,4,2000,6,1705006,1e-12,"Brennan-Prediger",0.845839134844073,0.00927260048589417,0.856,"",0.683
"prune","p2","P2: C = 3, R = 4",3,4,2000,7,1705007,1e-12,"Conger",0.843666129816964,0.0095848942766668,0.8464,"",0.683875
"prune","p2","P2: C = 3, R = 4",3,4,2000,7,1705007,1e-12,"Fleiss",0.843658380022565,0.00958642481612672,0.8464,"",0.683875
"prune","p2","P2: C = 3, R = 4",3,4,2000,7,1705007,1e-12,"Brennan-Prediger",0.853143976802659,0.0090231555795123,0.856,"",0.683875
"prune","p2","P2: C = 3, R = 4",3,4,2000,8,1705008,1e-12,"Conger",0.83136453956785,0.00971501314085952,0.8464,"",0.692125
"prune","p2","P2: C = 3, R = 4",3,4,2000,8,1705008,1e-12,"Fleiss",0.83135635344,0.00971639088382803,0.8464,"",0.692125
"prune","p2","P2: C = 3, R = 4",3,4,2000,8,1705008,1e-12,"Brennan-Prediger",0.840307212880261,0.00921758799165693,0.856,"",0.692125
"prune","p2","P2: C = 3, R = 4",3,4,2000,1,1805001,1e-09,"Conger",0.836729922009473,0.0099793007697216,0.8464,"",0.686375
"prune","p2","P2: C = 3, R = 4",3,4,2000,1,1805001,1e-09,"Fleiss",0.836722753428895,0.00998100450406872,0.8464,"",0.686375
"prune","p2","P2: C = 3, R = 4",3,4,2000,1,1805001,1e-09,"Brennan-Prediger",0.846574401728481,0.00938347134831645,0.856,"",0.686375
"prune","p2","P2: C = 3, R = 4",3,4,2000,2,1805002,1e-09,"Conger",0.82671612434362,0.0100539078485676,0.8464,"",0.6935
"prune","p2","P2: C = 3, R = 4",3,4,2000,2,1805002,1e-09,"Fleiss",0.826713711931868,0.0100542570518594,0.8464,"",0.6935
"prune","p2","P2: C = 3, R = 4",3,4,2000,2,1805002,1e-09,"Brennan-Prediger",0.839692623042236,0.0093009151385555,0.856,"",0.6935
"prune","p2","P2: C = 3, R = 4",3,4,2000,3,1805003,1e-09,"Conger",0.851618262398184,0.00935519161935055,0.8464,"",0.681875
"prune","p2","P2: C = 3, R = 4",3,4,2000,3,1805003,1e-09,"Fleiss",0.851605615281944,0.00935820031439881,0.8464,"",0.681875
"prune","p2","P2: C = 3, R = 4",3,4,2000,3,1805003,1e-09,"Brennan-Prediger",0.859967939634653,0.00884393361578391,0.856,"",0.681875
"prune","p2","P2: C = 3, R = 4",3,4,2000,4,1805004,1e-09,"Conger",0.857955203281119,0.00916690951507829,0.8464,"",0.68875
"prune","p2","P2: C = 3, R = 4",3,4,2000,4,1805004,1e-09,"Fleiss",0.8579508345029,0.00916784450932473,0.8464,"",0.68875
"prune","p2","P2: C = 3, R = 4",3,4,2000,4,1805004,1e-09,"Brennan-Prediger",0.865855127064395,0.00867818113367132,0.856,"",0.68875
"prune","p2","P2: C = 3, R = 4",3,4,2000,5,1805005,1e-09,"Conger",0.838600248060375,0.00986647835888343,0.8464,"",0.692875
"prune","p2","P2: C = 3, R = 4",3,4,2000,5,1805005,1e-09,"Fleiss",0.838593822574814,0.00986728861969106,0.8464,"",0.692875
"prune","p2","P2: C = 3, R = 4",3,4,2000,5,1805005,1e-09,"Brennan-Prediger",0.846661313427965,0.00935501835161746,0.856,"",0.692875
"prune","p2","P2: C = 3, R = 4",3,4,2000,6,1805006,1e-09,"Conger",0.843178977438174,0.00978888420123143,0.8464,"",0.68125
"prune","p2","P2: C = 3, R = 4",3,4,2000,6,1805006,1e-09,"Fleiss",0.843169432810784,0.00979020275774817,0.8464,"",0.68125
"prune","p2","P2: C = 3, R = 4",3,4,2000,6,1805006,1e-09,"Brennan-Prediger",0.85387327101652,0.00911106279216944,0.856,"",0.68125
"prune","p2","P2: C = 3, R = 4",3,4,2000,7,1805007,1e-09,"Conger",0.856595490583486,0.00904664553491083,0.8464,"",0.685625
"prune","p2","P2: C = 3, R = 4",3,4,2000,7,1805007,1e-09,"Fleiss",0.856594135472609,0.00904704295277543,0.8464,"",0.685625
"prune","p2","P2: C = 3, R = 4",3,4,2000,7,1805007,1e-09,"Brennan-Prediger",0.865216953919602,0.00851622884134707,0.856,"",0.685625
"prune","p2","P2: C = 3, R = 4",3,4,2000,8,1805008,1e-09,"Conger",0.862803589694072,0.0102121153239561,0.8464,"",0.684
"prune","p2","P2: C = 3, R = 4",3,4,2000,8,1805008,1e-09,"Fleiss",0.862802183919505,0.0102124674326611,0.8464,"",0.684
"prune","p2","P2: C = 3, R = 4",3,4,2000,8,1805008,1e-09,"Brennan-Prediger",0.871533155559192,0.00956221274587526,0.856,"",0.684
"prune","p2","P2: C = 3, R = 4",3,4,2000,1,1905001,1e-06,"Conger",0.853848262415011,0.00915766247667415,0.8464,"",0.68225
"prune","p2","P2: C = 3, R = 4",3,4,2000,1,1905001,1e-06,"Fleiss",0.853846884470613,0.00915792231103466,0.8464,"",0.68225
"prune","p2","P2: C = 3, R = 4",3,4,2000,1,1905001,1e-06,"Brennan-Prediger",0.863736024805171,0.00857753526344356,0.856,"",0.68225
"prune","p2","P2: C = 3, R = 4",3,4,2000,2,1905002,1e-06,"Conger",0.860128405046324,0.00897565966113724,0.8464,"",0.68825
"prune","p2","P2: C = 3, R = 4",3,4,2000,2,1905002,1e-06,"Fleiss",0.86012424104564,0.00897648943533272,0.8464,"",0.68825
"prune","p2","P2: C = 3, R = 4",3,4,2000,2,1905002,1e-06,"Brennan-Prediger",0.868944719897407,0.00841121764721838,0.856,"",0.68825
"prune","p2","P2: C = 3, R = 4",3,4,2000,3,1905003,1e-06,"Conger",0.84956858595288,0.00924512645690209,0.8464,"",0.69375
"prune","p2","P2: C = 3, R = 4",3,4,2000,3,1905003,1e-06,"Fleiss",0.849566639710533,0.00924556804033455,0.8464,"",0.69375
"prune","p2","P2: C = 3, R = 4",3,4,2000,3,1905003,1e-06,"Brennan-Prediger",0.857571094927844,0.00874225445626466,0.856,"",0.69375
"prune","p2","P2: C = 3, R = 4",3,4,2000,4,1905004,1e-06,"Conger",0.85911282903027,0.00896897038268122,0.8464,"",0.693125
"prune","p2","P2: C = 3, R = 4",3,4,2000,4,1905004,1e-06,"Fleiss",0.859110496362593,0.00896938970182185,0.8464,"",0.693125
"prune","p2","P2: C = 3, R = 4",3,4,2000,4,1905004,1e-06,"Brennan-Prediger",0.867001215417059,0.00846715031853505,0.856,"",0.693125
"prune","p2","P2: C = 3, R = 4",3,4,2000,5,1905005,1e-06,"Conger",0.844512470813028,0.00928753337522209,0.8464,"",0.694375
"prune","p2","P2: C = 3, R = 4",3,4,2000,5,1905005,1e-06,"Fleiss",0.844506027918741,0.00928879198531025,0.8464,"",0.694375
"prune","p2","P2: C = 3, R = 4",3,4,2000,5,1905005,1e-06,"Brennan-Prediger",0.852778578150776,0.00878290764066257,0.856,"",0.694375
"prune","p2","P2: C = 3, R = 4",3,4,2000,6,1905006,1e-06,"Conger",0.846679762854773,0.00938261331562797,0.8464,"",0.681375
"prune","p2","P2: C = 3, R = 4",3,4,2000,6,1905006,1e-06,"Fleiss",0.846676105643136,0.00938331892096165,0.8464,"",0.681375
"prune","p2","P2: C = 3, R = 4",3,4,2000,6,1905006,1e-06,"Brennan-Prediger",0.857185942051563,0.00875985204029716,0.856,"",0.681375
"prune","p2","P2: C = 3, R = 4",3,4,2000,7,1905007,1e-06,"Conger",0.844879913384035,0.00964258562368614,0.8464,"",0.684375
"prune","p2","P2: C = 3, R = 4",3,4,2000,7,1905007,1e-06,"Fleiss",0.844870041588689,0.00964423945458142,0.8464,"",0.684375
"prune","p2","P2: C = 3, R = 4",3,4,2000,7,1905007,1e-06,"Brennan-Prediger",0.857377814364442,0.00888293769677133,0.856,"",0.684375
"prune","p2","P2: C = 3, R = 4",3,4,2000,8,1905008,1e-06,"Conger",0.861272454852851,0.00905166880652154,0.8464,"",0.696625
"prune","p2","P2: C = 3, R = 4",3,4,2000,8,1905008,1e-06,"Fleiss",0.861268281578172,0.00905274625053657,0.8464,"",0.696625
"prune","p2","P2: C = 3, R = 4",3,4,2000,8,1905008,1e-06,"Brennan-Prediger",0.871165442518099,0.0084370984187983,0.856,"",0.696625
