"dgp","dgp_label","family","p","dist","mechanism","n","rep","seed","method","truth","estimate","bias","se","elapsed_ms","em_iter","observed_fraction","complete_rows","min_pair_count","error"
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,1,9181801,"fiml_sandwich",0.813977389516958,0.835953603209844,0.0219762136928857,0.0185401861494655,151,42,0.85546875,45,75,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,1,9181801,"fiml_normal",0.813977389516958,0.835953603209844,0.0219762136928857,0.0207010183330014,145,42,0.85546875,45,75,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,1,9181801,"listwise",0.813977389516958,0.851653682375007,0.0376762928580487,0.0293658366550354,12.0000000000005,2,0.85546875,45,75,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,2,9181802,"pairwise",0.813977389516958,0.800161356324658,-0.0138160331922997,NA,0,NA,0.83828125,29,61,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,2,9181802,"fiml_sandwich",0.813977389516958,0.798638750316856,-0.0153386392001015,0.0248600245865266,155.000000000001,51,0.83828125,29,61,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,2,9181802,"fiml_normal",0.813977389516958,0.798638750316856,-0.0153386392001015,0.0265794127622492,153,51,0.83828125,29,61,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,2,9181802,"listwise",0.813977389516958,0.801745368340927,-0.0122320211760307,0.055164138297827,9.99999999999979,2,0.83828125,29,61,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,3,9181803,"pairwise",0.813977389516958,0.820345661398669,0.00636827188171163,NA,0,NA,0.8578125,42,68,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,3,9181803,"fiml_sandwich",0.813977389516958,0.8219552931411,0.00797790362414219,0.0229801091345713,130.000000000001,32,0.8578125,42,68,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,3,9181803,"fiml_normal",0.813977389516958,0.8219552931411,0.00797790362414219,0.0229171365352729,126.000000000001,32,0.8578125,42,68,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,3,9181803,"listwise",0.813977389516958,0.787739201341262,-0.0262381881756958,0.055585115233993,12.9999999999999,2,0.8578125,42,68,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,4,9181804,"pairwise",0.813977389516958,0.826530728314339,0.0125533387973807,NA,0,NA,0.8578125,41,75,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,4,9181804,"fiml_sandwich",0.813977389516958,0.827505957524144,0.013528568007186,0.0206984334493621,128,31,0.8578125,41,75,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,4,9181804,"fiml_normal",0.813977389516958,0.827505957524144,0.013528568007186,0.0222255491804094,125.999999999999,31,0.8578125,41,75,""
"twofactor8","Two-factor, 8 items","twofactor",8,"normal","mcar30",160,4,9181804,"listwise",0.813977389516958,0.812840350711588,-0.00113703880536997,0.0482661128463735,12.0000000000005,2,0.8578125,41,75,""
