"reps","mean_id","mean_lin","mean_quad","mean_cor_id_lin","mean_cor_id_quad","mean_cor_lin_quad","reject_id_eq_quad"
200,0.708277044108642,0.68146567180532,0.653964836663929,0.861740541841521,0.656704809059389,0.940693135762822,0.88
