"p1_2","p1_3","p1_4","p1_5","p1_6","p2_3","p2_4","p2_5","p2_6","p3_4","p3_5","p3_6","p4_5","p4_6","p5_6","cell","b","wald_stat","wald_df","p_chi","reject_05"
0.818904264271942,0.810566645855679,0.784554986355149,0.813344283802017,0.787440948438488,0.84447400034323,0.826303525236762,0.850056496570042,0.823862847870875,0.807087394768853,0.836282045776614,0.807391871936996,0.815370783630613,0.789314231156958,0.818330456898901,"null",12,9.86672152748797,14,0.771861267414893,FALSE
0.840191553446445,0.827190495477251,0.835140481930316,0.776124636539696,0.818663086841436,0.850597068442841,0.861361807624557,0.812853950137783,0.842120162888439,0.859013637719275,0.805312797438782,0.834457754161623,0.813258131390496,0.842445249724279,0.794041289301529,"null",13,23.3056865369374,14,0.0554739019254408,FALSE
0.804968630165584,0.85074379342941,0.831105401304642,0.842252086700467,0.802765663693542,0.84232975763041,0.819935620058618,0.836527058927839,0.791507782795003,0.860504304837153,0.88289483956593,0.837249460716433,0.863130785517561,0.809371201237706,0.83704808462452,"null",14,22.7774831616521,14,0.0639882011626207,FALSE
0.862238861606781,0.834652499186816,0.854267532425474,0.848979261616461,0.872854762265458,0.823066663037265,0.834756414701803,0.82941899568403,0.858772406300923,0.817791194147562,0.826095462721932,0.85275190331799,0.835043294374706,0.853426561278555,0.856287555044578,"null",15,14.8610773497048,14,0.387716769177646,FALSE
0.840270050101961,0.837763368564392,0.830002443714872,0.83274217870569,0.82255792027289,0.847256239716593,0.831501243681297,0.837015186978315,0.848025126512417,0.834272456082201,0.834399940170301,0.832095817320249,0.818682139124128,0.82442886176699,0.819206636179943,"null",16,14.8892892781831,14,0.385764413249374,FALSE
0.861022547047955,0.822961607181767,0.823089777855195,0.825891083991229,0.809932390235955,0.861326372461049,0.869655183650415,0.866965677144703,0.856400474691261,0.839895796586253,0.839898403325771,0.818544237289972,0.853599817813107,0.840345503155206,0.82415798728527,"null",17,22.811129963879,14,0.0634132383308096,FALSE
0.831302510550507,0.842000221754075,0.844973257886986,0.829411635227048,0.837101173975946,0.858220697554168,0.852857888482937,0.831736206506568,0.845005009659509,0.880311524051817,0.845188400187985,0.866831647458981,0.848140130765153,0.861458235199583,0.840228308238159,"null",18,11.2151607360442,14,0.669056768561638,FALSE
0.869331242633215,0.871133328679815,0.874249510375753,0.831639933938717,0.858906713378306,0.876559112084326,0.868918767087375,0.834338878527647,0.861567376755033,0.873413630389347,0.846686821521943,0.868722103446983,0.841822208161974,0.863802422714551,0.831970426795116,"null",19,13.8859138662354,14,0.458244787020671,FALSE
0.820754010294605,0.844381362253358,0.868728433957007,0.837048276451606,0.866191378442896,0.820454277475855,0.844761226707493,0.815754339118825,0.839538727328159,0.863149703491024,0.828768039554583,0.857920274508753,0.855675944387131,0.879524523452559,0.858471168173637,"null",20,20.5158722809025,14,0.114697927054667,FALSE
0.816153940433877,0.818027092554632,0.799875122076176,0.817915019868685,0.81103753699406,0.835644193929074,0.820055004082334,0.849016721398105,0.831274706203734,0.832674827817,0.842803091900565,0.833159316706673,0.832570900822563,0.814924092055147,0.835760134407444,"null",21,10.5061439024399,14,0.72432191181076,FALSE
