"marg","b","kappa_F","kappa_BP","delta","se","z","rej_05"
"skewed",52,0.708206729518789,0.722333333333333,-0.0141266038145441,0.00225986336783906,-6.25108757263159,TRUE
"skewed",53,0.716536892450887,0.74,-0.0234631075491132,0.00298463564826184,-7.86129709426254,TRUE
"skewed",54,0.715815496949109,0.732833333333333,-0.0170178363842245,0.00225667366082865,-7.54111535026979,TRUE
"skewed",55,0.693942484522854,0.715833333333333,-0.0218908488104794,0.00279136159752784,-7.84235508214592,TRUE
"skewed",56,0.686808542910222,0.706333333333333,-0.0195247904231116,0.00258276307509708,-7.55965214593977,TRUE
"skewed",57,0.693669284571865,0.714833333333333,-0.0211640487614683,0.00281587446104336,-7.51597738260904,TRUE
"skewed",58,0.730257947554336,0.749,-0.0187420524456642,0.00255648795059458,-7.33117182942529,TRUE
"skewed",59,0.713113468329191,0.725666666666667,-0.0125531983374756,0.00224579543372311,-5.58964460830911,TRUE
"skewed",60,0.714427698030054,0.731666666666667,-0.017238968636613,0.00263938345946258,-6.53143770178932,TRUE
"skewed",61,0.706870076379804,0.726333333333333,-0.0194632569535296,0.00286631464699221,-6.79034207704779,TRUE
"skewed",62,0.693332675762073,0.715,-0.0216673242379273,0.00313005026809593,-6.92235663394247,TRUE
"skewed",63,0.708650702682559,0.727666666666667,-0.0190159639841075,0.00262281621794569,-7.2502083272162,TRUE
"skewed",64,0.695004927641475,0.714166666666667,-0.0191617390251915,0.0024572835034142,-7.79793580942849,TRUE
"skewed",65,0.691183594380752,0.711,-0.0198164056192476,0.00277179521560872,-7.14930363818224,TRUE
"skewed",66,0.704824289257815,0.726333333333333,-0.021509044075518,0.00277103202148195,-7.76210592615778,TRUE
"skewed",67,0.70964482210375,0.729666666666667,-0.0200218445629163,0.00271862590407011,-7.36469277841472,TRUE
"skewed",68,0.728772037271972,0.746833333333333,-0.0180612960613616,0.00225849408972102,-7.99705261287297,TRUE
"skewed",69,0.711713738563613,0.732333333333333,-0.0206195947697205,0.00275365126067265,-7.48809228830365,TRUE
"skewed",70,0.692767092414383,0.711,-0.0182329075856171,0.00263524346381124,-6.91887024330104,TRUE
"skewed",71,0.712784140353174,0.731833333333333,-0.0190491929801595,0.00265570773985732,-7.1729252034273,TRUE
"skewed",72,0.688182487487085,0.706,-0.017817512512915,0.00242442634865407,-7.34916633900074,TRUE
"skewed",73,0.722761524349844,0.7365,-0.0137384756501558,0.00227377230723849,-6.04215101328298,TRUE
"skewed",74,0.725778576186912,0.740666666666667,-0.0148880904797544,0.00238213512952569,-6.24989333947599,TRUE
"skewed",75,0.71107215935778,0.729166666666667,-0.0180945073088867,0.00248130501293148,-7.29233496671551,TRUE
"skewed",76,0.723978038406282,0.739666666666667,-0.0156886282603843,0.00245272143663813,-6.39641666029887,TRUE
"skewed",77,0.713312846099294,0.730833333333333,-0.0175204872340391,0.00253085743253724,-6.922747606717,TRUE
"skewed",78,0.721819431685421,0.74,-0.0181805683145795,0.00242663399714803,-7.49209330123402,TRUE
"skewed",79,0.709387680444378,0.731666666666667,-0.0222789862222885,0.0029301161532872,-7.60344814225008,TRUE
"skewed",80,0.722541892754198,0.736333333333333,-0.0137914405791348,0.00221134732794529,-6.23666866115934,TRUE
"skewed",81,0.712683360039237,0.731833333333333,-0.0191499732940958,0.00252005106875725,-7.5990417541576,TRUE
"skewed",82,0.68370223277279,0.706166666666667,-0.0224644338938763,0.00296521028035045,-7.57600027314803,TRUE
"skewed",83,0.700616779871072,0.723,-0.0223832201289282,0.00270066721033302,-8.2880334323636,TRUE
"skewed",84,0.723093619164029,0.740166666666667,-0.0170730475026374,0.00240480986948362,-7.09954151439982,TRUE
"skewed",85,0.698929736283758,0.719,-0.0200702637162417,0.00253688001199927,-7.91139652695859,TRUE
"skewed",86,0.704314251953439,0.719666666666667,-0.0153524147132276,0.00268214664509049,-5.72392816079958,TRUE
"skewed",87,0.68884533672969,0.708666666666667,-0.0198213299369768,0.002730438521731,-7.25939433509414,TRUE
"skewed",88,0.690450589320635,0.712833333333333,-0.0223827440126981,0.00283933642405201,-7.88308980334067,TRUE
"skewed",89,0.706792780064481,0.721333333333333,-0.0145405532688523,0.0022672945858325,-6.41317337398982,TRUE
"skewed",90,0.698216751554965,0.717833333333333,-0.0196165817783682,0.00255763334470901,-7.66981780987067,TRUE
"skewed",91,0.717412349820256,0.732666666666667,-0.0152543168464111,0.00223544313989665,-6.82384471077013,TRUE
"skewed",92,0.728206730287473,0.743833333333333,-0.0156266030458608,0.00234541873646068,-6.66260689527957,TRUE
"skewed",93,0.683528411571152,0.704166666666667,-0.0206382550955144,0.00274615121461237,-7.51533818884319,TRUE
"skewed",94,0.712765547863007,0.732666666666667,-0.0199011188036594,0.00268788377300793,-7.40401017466194,TRUE
"skewed",95,0.686507068285945,0.706666666666667,-0.0201595983807219,0.0028105599539824,-7.17280496086088,TRUE
"skewed",96,0.699172363727633,0.721666666666667,-0.0224943029390339,0.00294285245733572,-7.64370734352032,TRUE
"skewed",97,0.727774803828126,0.745166666666667,-0.0173918628385408,0.00237666638902728,-7.31775520486865,TRUE
"skewed",98,0.715282083120925,0.733,-0.0177179168790745,0.00239031088690204,-7.41239015232777,TRUE
"skewed",99,0.714943213966663,0.731166666666667,-0.0162234527000035,0.00227796676256454,-7.12190053279752,TRUE
"skewed",100,0.704624621899215,0.725166666666667,-0.0205420447674514,0.00279008885333854,-7.36250558575272,TRUE
"skewed",101,0.717332191528316,0.734833333333333,-0.0175011418050173,0.00271504189969323,-6.44599326698961,TRUE
"skewed",102,0.69716809567074,0.715666666666667,-0.0184985709959262,0.00280222531606723,-6.6013860091336,TRUE
"skewed",103,0.710788458829148,0.728,-0.0172115411708518,0.00232948848109538,-7.38854959383982,TRUE
"skewed",104,0.705044545147012,0.725833333333333,-0.0207887881863218,0.00279714195224147,-7.43215344135925,TRUE
"skewed",105,0.723260767132867,0.7375,-0.0142392328671327,0.0021818536938579,-6.52620884123318,TRUE
"skewed",106,0.713453516776606,0.730333333333333,-0.0168798165567274,0.00244628698734693,-6.90017836992793,TRUE
"skewed",107,0.690234201989221,0.712666666666667,-0.0224324646774455,0.00283489139248695,-7.91298909612418,TRUE
"skewed",108,0.705892162842113,0.725666666666667,-0.0197745038245534,0.00235910518504486,-8.38220523184403,TRUE
"skewed",109,0.71801849466932,0.733666666666667,-0.0156481719973465,0.00253385644185413,-6.17563479085502,TRUE
"skewed",110,0.699366604449068,0.716166666666667,-0.0168000622175983,0.00246209860847358,-6.82347252858968,TRUE
"skewed",111,0.725692816869714,0.743,-0.0173071831302861,0.00236405998507582,-7.32095769123685,TRUE
"skewed",112,0.724244206086904,0.739333333333333,-0.0150891272464297,0.00224204976186704,-6.73005903038674,TRUE
"skewed",113,0.75008680020957,0.766666666666667,-0.0165798664570966,0.00233938865330379,-7.08726462945,TRUE
"skewed",114,0.707181094401018,0.725833333333333,-0.0186522389323156,0.00264465213938666,-7.05281373475506,TRUE
"skewed",115,0.70198835690442,0.717666666666667,-0.0156783097622465,0.00236564668829995,-6.62749422379451,TRUE
"skewed",116,0.705986119013768,0.728,-0.0220138809862316,0.002697323360593,-8.16138002133785,TRUE
"skewed",117,0.690081993889828,0.713,-0.0229180061101721,0.00294231911631091,-7.78909601719437,TRUE
"skewed",118,0.676920756090436,0.700166666666667,-0.0232459105762309,0.00315576246245023,-7.3661788087124,TRUE
"skewed",119,0.699761895493724,0.719333333333333,-0.019571437839609,0.00271904022939429,-7.19792139448002,TRUE
"skewed",120,0.705685846554612,0.731166666666667,-0.0254808201120551,0.00320662327482964,-7.9463092256788,TRUE
"skewed",121,0.731716614329019,0.753666666666667,-0.0219500523376475,0.00288362575088167,-7.61196293622229,TRUE
"skewed",122,0.695728697961983,0.715666666666667,-0.0199379687046839,0.00242672115347183,-8.21601141777634,TRUE
"skewed",123,0.715312999426399,0.734333333333333,-0.0190203339069341,0.00244045951768435,-7.79375104118989,TRUE
"skewed",124,0.698216856014755,0.714333333333333,-0.0161164773185787,0.00254014043690907,-6.34471901017795,TRUE
"skewed",125,0.720954654692361,0.735166666666667,-0.0142120119743059,0.00209047365797736,-6.79846498905742,TRUE
"skewed",126,0.691281005582609,0.711333333333333,-0.0200523277507243,0.00270430791054486,-7.41495732513838,TRUE
"skewed",127,0.700639964833099,0.721166666666667,-0.0205267018335679,0.00295379733914093,-6.94925869204614,TRUE
"skewed",128,0.720943650918969,0.738833333333333,-0.0178896824143647,0.00231986575269917,-7.71151623474332,TRUE
"skewed",129,0.718590649518654,0.735333333333333,-0.0167426838146798,0.00233775604745822,-7.16186097898609,TRUE
"skewed",130,0.702227438138549,0.720333333333333,-0.0181058951947844,0.0024500577894256,-7.38998699252285,TRUE
"skewed",131,0.707401895539748,0.726,-0.0185981044602522,0.00244568521607264,-7.60445552764867,TRUE
"skewed",132,0.740297626035697,0.756666666666667,-0.0163690406309701,0.00243800182536408,-6.71412156491132,TRUE
"skewed",133,0.715816735099168,0.732166666666667,-0.0163499315674986,0.00220300349637957,-7.42165484274912,TRUE
"skewed",134,0.704345364131695,0.727333333333333,-0.0229879692016381,0.00280430340297306,-8.19739018868887,TRUE
"skewed",135,0.688479805184171,0.708333333333333,-0.0198535281491626,0.00269436140577861,-7.36854681283019,TRUE
"skewed",136,0.713694559694655,0.730666666666667,-0.0169721069720119,0.00230562669468299,-7.36116866236467,TRUE
"skewed",137,0.723910029025751,0.740166666666667,-0.0162566376409153,0.00221649236295393,-7.33439821973943,TRUE
"skewed",138,0.707891741794056,0.722166666666667,-0.0142749248726102,0.00212299274122077,-6.72396310898443,TRUE
"skewed",139,0.695597008946135,0.717166666666667,-0.0215696577205313,0.00298318295797897,-7.23041731746288,TRUE
"skewed",140,0.70134289288307,0.719333333333333,-0.0179904404502637,0.00257672330859302,-6.98190620245022,TRUE
"skewed",141,0.698590693401635,0.717833333333333,-0.0192426399316987,0.0028505267759121,-6.75055575492412,TRUE
"skewed",142,0.684132242579947,0.708,-0.0238677574200528,0.00334499514830139,-7.13536383817266,TRUE
"skewed",143,0.692428465030279,0.713333333333333,-0.0209048683030546,0.00303926549186016,-6.87826330376289,TRUE
"skewed",144,0.713993203475232,0.732666666666667,-0.0186734631914345,0.00252138520583204,-7.40603345662621,TRUE
"skewed",145,0.727261601580484,0.74,-0.012738398419516,0.00195125179846198,-6.52832116775325,TRUE
"skewed",146,0.707315654310095,0.731666666666667,-0.0243510123565716,0.00315473545051763,-7.71887619057757,TRUE
"skewed",147,0.714334051169627,0.729833333333333,-0.0154992821637067,0.00245147971880034,-6.3224190862535,TRUE
"skewed",148,0.70201901907996,0.724,-0.0219809809200402,0.00292215870126306,-7.52217219090093,TRUE
"skewed",149,0.706587844021884,0.726166666666667,-0.0195788226447831,0.00303984238814532,-6.44073611221947,TRUE
"skewed",150,0.715625552154417,0.735333333333333,-0.0197077811789164,0.00268455550805699,-7.34117105039126,TRUE
"skewed",151,0.691738959457603,0.710833333333333,-0.0190943738757308,0.00261294529999802,-7.30760566466708,TRUE
"skewed",152,0.701381620728604,0.719833333333333,-0.0184517126047293,0.00270108857535013,-6.8312134496876,TRUE
"skewed",153,0.694542486537226,0.711833333333333,-0.0172908467961068,0.00242868368912557,-7.11943135021106,TRUE
"skewed",154,0.707928538174559,0.728666666666667,-0.0207381284921073,0.00301949837902939,-6.86807074848423,TRUE
"skewed",155,0.717513367192421,0.7365,-0.0189866328075795,0.00259905799602804,-7.3051978203624,TRUE
"skewed",156,0.70620667526875,0.726833333333333,-0.020626658064583,0.00303751318831678,-6.7906398378514,TRUE
"skewed",157,0.708819675291984,0.728166666666667,-0.0193469913746829,0.00269409601770316,-7.18125532555336,TRUE
"skewed",158,0.725345357379061,0.741833333333333,-0.0164879759542726,0.00238869160703136,-6.90251345369934,TRUE
"skewed",159,0.731151516819332,0.750333333333333,-0.0191818165140011,0.00240957984231438,-7.96064781799351,TRUE
"skewed",160,0.724268239438404,0.743,-0.0187317605615963,0.00257711110537769,-7.26851105585184,TRUE
"skewed",161,0.727202129859537,0.738,-0.0107978701404625,0.00200544087274046,-5.38428745880057,TRUE
"skewed",162,0.700931033371873,0.7215,-0.0205689666281272,0.00282493121257691,-7.28122742831821,TRUE
"skewed",163,0.700407560121076,0.720666666666667,-0.0202591065455904,0.00269140361305194,-7.52733868950163,TRUE
"skewed",164,0.688916767992675,0.709333333333333,-0.0204165653406585,0.00264415870943363,-7.72138422244392,TRUE
"skewed",165,0.723341243347686,0.746166666666667,-0.0228254233189806,0.00298935633221096,-7.63556457724086,TRUE
"skewed",166,0.716906786278686,0.737166666666667,-0.0202598803879812,0.0025663207740662,-7.89452378389958,TRUE
"skewed",167,0.72154009295543,0.737333333333333,-0.0157932403779038,0.00247632324032969,-6.37769743492819,TRUE
"skewed",168,0.720743811984208,0.74,-0.0192561880157922,0.00268487048634132,-7.17211057805348,TRUE
"skewed",169,0.722382797512058,0.741333333333333,-0.0189505358212749,0.00258723564666023,-7.32462690274752,TRUE
"skewed",170,0.729007058963229,0.7515,-0.0224929410367707,0.00256194810044115,-8.77962400288186,TRUE
"skewed",171,0.717207510786915,0.737,-0.0197924892130854,0.00288187729691587,-6.86791531140725,TRUE
"skewed",172,0.692731228110106,0.709,-0.0162687718898937,0.00247308104361106,-6.57834159212953,TRUE
"skewed",173,0.709953848397872,0.731,-0.0210461516021276,0.00282589738048261,-7.44759938824577,TRUE
"skewed",174,0.699160835695806,0.716666666666667,-0.017505830970861,0.00256618205972499,-6.8217416237167,TRUE
"skewed",175,0.712757314189334,0.729833333333333,-0.0170760191439995,0.00239012025363053,-7.14441841077303,TRUE
"skewed",176,0.704436814509294,0.722,-0.0175631854907063,0.00243955495212442,-7.19933997609355,TRUE
"skewed",177,0.703175928163806,0.723333333333333,-0.020157405169527,0.00273765350161532,-7.36302280680641,TRUE
"skewed",178,0.718135822858843,0.734,-0.0158641771411567,0.00229738250978587,-6.90532685505444,TRUE
"skewed",179,0.696313594413316,0.717333333333333,-0.0210197389200173,0.0027759924995476,-7.57197251917751,TRUE
"skewed",180,0.688814614187748,0.706,-0.0171853858122515,0.00258393731907507,-6.65085243569417,TRUE
"skewed",181,0.710907056079177,0.732,-0.0210929439208231,0.00295365628145038,-7.14129943057066,TRUE
"skewed",182,0.697048388305249,0.720333333333333,-0.023284945028084,0.0024140657097425,-9.64553074678637,TRUE
"skewed",183,0.72365046246398,0.736833333333333,-0.0131828708693537,0.00213867859077333,-6.16402620114452,TRUE
"skewed",184,0.718301356004428,0.733,-0.0146986439955723,0.00227886700924638,-6.44997884296599,TRUE
"skewed",185,0.720136818076278,0.735833333333333,-0.0156965152570557,0.0023926268870428,-6.56036899947071,TRUE
"skewed",186,0.72084867407526,0.736,-0.0151513259247402,0.00248035842458627,-6.10852277419038,TRUE
"skewed",187,0.682497053777614,0.7005,-0.0180029462223864,0.00260872266703829,-6.90105791997634,TRUE
"skewed",188,0.713461924648167,0.7285,-0.015038075351833,0.00230037780025476,-6.5372198210953,TRUE
"skewed",189,0.695098232914301,0.7115,-0.0164017670856986,0.00252189396838348,-6.50374967834673,TRUE
"skewed",190,0.687657737317472,0.709166666666667,-0.0215089293491946,0.0027673301072687,-7.77244799696971,TRUE
"skewed",191,0.714931044372224,0.733833333333333,-0.0189022889611098,0.0024460541025053,-7.72766593418751,TRUE
"skewed",192,0.696658082449969,0.715666666666667,-0.0190085842166976,0.00263665314210524,-7.20936095580634,TRUE
"skewed",193,0.694438620455647,0.717833333333333,-0.0233947128776866,0.00335212481573285,-6.97906974343137,TRUE
"skewed",194,0.705393207908395,0.729166666666667,-0.0237734587582722,0.00317342965898223,-7.49140876369597,TRUE
"skewed",195,0.71190239232112,0.724833333333333,-0.0129309410122135,0.00209974149666375,-6.15834903142089,TRUE
"skewed",196,0.731862583658028,0.744666666666667,-0.0128040830086387,0.00205287895685896,-6.23713491039421,TRUE
"skewed",197,0.714510860738326,0.736333333333333,-0.0218224725950076,0.00275743409474931,-7.91405047053048,TRUE
"skewed",198,0.714818130706601,0.729333333333333,-0.0145152026267328,0.00202147939084758,-7.18048509049937,TRUE
"skewed",199,0.716348913125403,0.731333333333333,-0.0149844202079308,0.00225116813199553,-6.65628657182879,TRUE
"skewed",200,0.688724792755392,0.706166666666667,-0.0174418739112749,0.00274717286903839,-6.34902670590958,TRUE
