"marg","b","kappa_F","kappa_BP","delta","se","z","rej_05"
"uniform",35,0.733643924568582,0.733833333333333,-0.000189408764751153,0.000273447153342192,-0.692670457293542,FALSE
"uniform",36,0.718294972533204,0.718666666666667,-0.000371694133463163,0.000386569437227945,-0.96151971073696,FALSE
"uniform",37,0.717731060427018,0.718,-0.000268939572982019,0.000336028237832292,-0.800348133588235,FALSE
"uniform",38,0.726466381499241,0.727,-0.000533618500758726,0.000466447963455473,-1.14400435325229,FALSE
"uniform",39,0.717661498984521,0.717833333333333,-0.000171834348812405,0.000268715295571907,-0.639466199520537,FALSE
"uniform",40,0.75632512855272,0.757333333333333,-0.00100820478061325,0.000641211254317138,-1.57234417491151,FALSE
"uniform",41,0.715305696137614,0.7155,-0.000194303862386169,0.000291863455360354,-0.665735496574139,FALSE
"uniform",42,0.719474235571469,0.720166666666667,-0.000692431095197676,0.000538911950422872,-1.28486869636931,FALSE
"uniform",43,0.714920363804789,0.715333333333333,-0.000412969528543972,0.000426419422755201,-0.968458532858738,FALSE
"uniform",44,0.707385226320195,0.707833333333333,-0.000448107013137911,0.000431011045717906,-1.03966480114571,FALSE
"uniform",45,0.712212612317022,0.7125,-0.00028738768297798,0.000352367674635049,-0.815590372401867,FALSE
"uniform",46,0.717840658349562,0.718,-0.000159341650437517,0.000260544628605779,-0.611571427475524,FALSE
"uniform",47,0.723750126886425,0.724833333333333,-0.00108320644690874,0.000674223146286277,-1.60659931785967,FALSE
"uniform",48,0.727390323305364,0.728666666666667,-0.00127634336130222,0.000751842623969711,-1.69762038039711,FALSE
"uniform",49,0.743289087699825,0.743666666666667,-0.000377578966841541,0.000386851634674017,-0.976030428719037,FALSE
"uniform",50,0.71944281331598,0.719833333333333,-0.000390520017353735,0.000418641343418942,-0.932827164571116,FALSE
"uniform",51,0.71188759779264,0.712166666666667,-0.000279068874026955,0.000348729754011895,-0.800243944821056,FALSE
"uniform",52,0.744010502133246,0.744333333333333,-0.00032283120008747,0.000352997370143089,-0.914542790946598,FALSE
"uniform",53,0.744023018396637,0.745166666666667,-0.00114364827003022,0.000664949231308422,-1.71990313874017,FALSE
"uniform",54,0.71861033202146,0.718833333333333,-0.000223001311873028,0.000315109259479667,-0.707695204645098,FALSE
"uniform",55,0.70276130081129,0.703,-0.000238699188709668,0.000326541629749778,-0.730991600956295,FALSE
"uniform",56,0.729713110249727,0.730166666666667,-0.000453556416939227,0.000436325898818533,-1.03949001919746,FALSE
