"b","kappa_id","kappa_lin","kappa_quad","se_id","se_lin","se_quad","cor_id_lin","cor_id_quad","cor_lin_quad","delta_id_quad","se_id_quad"
24,0.711875196693678,0.686133252983446,0.656796207916184,0.0149363384512992,0.0190896726266629,0.0266526976645827,0.904020699239486,0.766221275902763,0.961026841933004,0.0550789887774938,0.017983457781744
25,0.716141213699068,0.673557747624209,0.628211075075165,0.0134659908253673,0.0175273019369972,0.0248286306287453,0.876552967709247,0.689061270905369,0.944937592237387,0.0879301386239023,0.0183583606630578
26,0.71177290544625,0.686269885162172,0.659738946714457,0.0129575352001827,0.0167136565446851,0.0244467797015837,0.832392202659612,0.60144856525263,0.935059408672337,0.0520339587317932,0.0196086976102357
27,0.703843009170283,0.676528476442028,0.642604164640742,0.0132363798616945,0.0165505548824816,0.0232303455271696,0.864451691368132,0.650393122865087,0.935885385083192,0.0612388445295412,0.0177447897937035
28,0.71061256214387,0.697298655550245,0.676469715268615,0.0137078281684359,0.0178637439822076,0.0258256736848029,0.878793303438043,0.699190399391289,0.949611393992974,0.0341428468752547,0.0189690204811714
29,0.701141190680424,0.670966307752435,0.637069234561647,0.0122057358582661,0.0164288807831117,0.0242075537327487,0.834247861243929,0.618772039774675,0.941845258349647,0.0640719561187766,0.0192178888180759
30,0.717440027978768,0.690540557426039,0.664218081890153,0.0137527130111553,0.0168222388657381,0.0233233169189202,0.876674119276712,0.664292044503986,0.935133947050591,0.0532219460886156,0.0175202476439495
31,0.685596946003062,0.667109857524212,0.643932787949835,0.0133168705500216,0.0166841199492699,0.023566625967634,0.848698100160348,0.637865693725163,0.941053130535492,0.0416641580532267,0.0182306716795318
32,0.704529070957522,0.675626912008711,0.641593067652276,0.0141091322710371,0.0173297399735109,0.0246155100083619,0.87118463562565,0.658338760020482,0.934867302021424,0.0629360033052457,0.0186468295680458
33,0.699072980083322,0.670432151043777,0.6433334268872,0.0131537415528177,0.0161745790748131,0.0236382476923163,0.80522500247071,0.531818626920474,0.921171523620591,0.0557395531961212,0.0200267183884133
34,0.704219622091626,0.674315873167751,0.647026568669695,0.013786253070602,0.0181037995134264,0.0259027938195571,0.86903979689013,0.679268358382201,0.945535728202211,0.0571930534219319,0.0193875909569125
35,0.711502900810746,0.685438547491646,0.663423096718682,0.0147115303589951,0.0183405554460795,0.0245305571573844,0.889117751920361,0.71477132794944,0.948650711767141,0.0480798040920647,0.0173862329230356
36,0.72735550114387,0.710146365748149,0.68807990454325,0.0130890895402488,0.0166789959804282,0.0244118817536582,0.821688076054887,0.582546351934429,0.93360125978099,0.0392755966006204,0.0198741785368608
