"rate","b","alpha_A","alpha_B","diff","se_dep","corr","chisq_dep","reject_05"
0.25,159,0.755108664313565,0.810496480325768,-0.0553878160122032,0.0221075818823532,0.344106002825267,6.27691138234844,TRUE
0.25,160,0.768145304340268,0.805804673094724,-0.0376593687544563,0.0201550451254878,0.365933793983625,3.49123049627448,FALSE
0.25,161,0.758582698215881,0.804419196518176,-0.0458364983022952,0.0209178797532312,0.407595947524323,4.80161726887211,TRUE
0.25,162,0.763666054379594,0.802459537680195,-0.0387934833006012,0.0227535607276263,0.25936681555365,2.90682452083934,FALSE
0.25,163,0.773380510822668,0.793464700979034,-0.0200841901563659,0.0238105303382822,0.284930679770627,0.711492803773319,FALSE
0.25,164,0.774479441164172,0.815213754026258,-0.0407343128620857,0.0212122077580732,0.315817574478999,3.68764448428686,FALSE
0.25,165,0.765826367821766,0.802043641203042,-0.0362172733812757,0.0223585646003713,0.38026906605419,2.62387816242899,FALSE
0.25,166,0.760017151073812,0.802654709469395,-0.0426375583955835,0.0220336930597702,0.311469546932429,3.74463993047588,FALSE
0.25,167,0.753354466755525,0.810027042853624,-0.0566725760980996,0.0213895691180637,0.389576102418852,7.02007636680896,TRUE
0.25,168,0.750791375774839,0.798773233524797,-0.0479818577499579,0.0246694430586369,0.331052015317673,3.7829920440597,FALSE
0.25,169,0.758324146308635,0.809041805728109,-0.0507176594194739,0.0220238496510624,0.33283920383681,5.30312591245533,TRUE
0.25,170,0.764487521143586,0.808217209621083,-0.0437296884774973,0.0221400038808537,0.294449995557245,3.90119250972824,TRUE
0.25,171,0.757008402394779,0.797696666164007,-0.040688263769228,0.0223009611672588,0.356048229561026,3.3288264496528,FALSE
0.25,172,0.76953753285231,0.800820839649488,-0.0312833067971777,0.0235128642023326,0.284425304741228,1.77016698464751,FALSE
0.25,173,0.764561280071184,0.810366789730061,-0.0458055096588774,0.0208355721371334,0.345904333218328,4.8330866158614,TRUE
0.25,174,0.751871010524792,0.804049094318726,-0.0521780837939331,0.0226662260173442,0.35310354749107,5.29929164773862,TRUE
0.25,175,0.757699302332043,0.808061625657599,-0.0503623233255568,0.0229414016298568,0.348842070855683,4.81916301962575,TRUE
0.25,176,0.755720910745709,0.814376054759099,-0.0586551440133892,0.024514879725867,0.278734526090842,5.7246992684944,TRUE
0.25,177,0.775217476830814,0.802532997730505,-0.0273155208996909,0.0237845852866117,0.316355315797691,1.31894840458878,FALSE
0.25,178,0.750706567990458,0.799206363638205,-0.0484997956477468,0.0244859661598995,0.349981517545562,3.92324407499652,TRUE
0.25,179,0.778481739010013,0.795361422441328,-0.0168796834313151,0.0201829452062969,0.369152002792336,0.699454570756761,FALSE
0.25,180,0.750620447091414,0.807268300859085,-0.056647853767671,0.0234090903351706,0.298624635794616,5.85595654638477,TRUE
0.25,181,0.759835562367215,0.813390917332759,-0.0535553549655444,0.0197509173317284,0.360379786212237,7.35243615238929,TRUE
0.25,182,0.74922559570877,0.805075060843671,-0.0558494651349013,0.0243313824453903,0.272252460709623,5.26871208074855,TRUE
0.25,183,0.752726594963897,0.80964496492383,-0.0569183699599327,0.0219280057966939,0.334673241872915,6.7376218684007,TRUE
0.25,184,0.769278191008064,0.802073670095117,-0.0327954790870522,0.0207301705255064,0.37421094841849,2.50277731556549,FALSE
0.25,185,0.766360105808914,0.808387491980018,-0.0420273861711047,0.02365387982081,0.307081322452592,3.1568939240076,FALSE
0.25,186,0.768255340799175,0.816327336021563,-0.0480719952223879,0.0209989706501878,0.308646168002771,5.24068772822556,TRUE
0.25,187,0.759496480279817,0.803809387387955,-0.0443129071081387,0.0218334444451198,0.357098511138071,4.11922935791727,TRUE
0.25,188,0.779442834344156,0.801008183756487,-0.0215653494123311,0.0218544662081962,0.25959464325896,0.973716639591036,FALSE
0.25,189,0.767435997571232,0.804873272748463,-0.0374372751772318,0.0225384164426494,0.316408393903386,2.75906330455755,FALSE
0.25,190,0.763813042009354,0.789976233348872,-0.0261631913395177,0.0237128520371616,0.311671924916229,1.2173454921378,FALSE
0.25,191,0.776922915432608,0.801602964422564,-0.024680048989956,0.0220423198224584,0.346842942288161,1.25365326449815,FALSE
0.25,192,0.764208337494169,0.784210412238059,-0.0200020747438899,0.0235478606428739,0.295978659926457,0.721518012625871,FALSE
0.25,193,0.761469579164989,0.796310948335897,-0.0348413691709083,0.022361329860455,0.342418412399869,2.42770084969156,FALSE
0.25,194,0.761777037404827,0.803815875741931,-0.042038838337104,0.0218707756237854,0.281975575981944,3.69464778610602,FALSE
0.25,195,0.769511395136308,0.798337180237168,-0.0288257851008605,0.0224411259853875,0.330250253536066,1.64995842591554,FALSE
0.25,196,0.772035926764872,0.817504674701821,-0.0454687479369495,0.0216097457448492,0.308918213950898,4.42717486759046,TRUE
0.25,197,0.790503433984755,0.800433267597151,-0.00992983361239563,0.0205065779481744,0.341033503032053,0.234475546309535,FALSE
0.25,198,0.764677340027734,0.81295305725699,-0.0482757172292561,0.0228541111137876,0.324595238546209,4.46199213570211,TRUE
0.25,199,0.76031706415637,0.804249936411675,-0.0439328722553052,0.0207377808264824,0.329067984970761,4.48801846275832,TRUE
0.25,200,0.768067835432559,0.812148744713344,-0.0440809092807853,0.0216542807934622,0.321478200145026,4.14394097358735,TRUE
0.25,201,0.764969090651756,0.807707330636039,-0.0427382399842832,0.0228909917886238,0.309517612443627,3.48581269813715,FALSE
0.25,202,0.759277545420436,0.805311207932194,-0.0460336625117579,0.022073789210047,0.348389320610906,4.34907880216685,TRUE
0.25,203,0.759023974674587,0.80365473859446,-0.0446307639198733,0.0223538894781854,0.331705712824168,3.98623081637731,TRUE
0.25,204,0.769371752544903,0.809134121927509,-0.0397623693826065,0.0221571935679181,0.297159443285276,3.22043848141316,FALSE
0.25,205,0.76822054732782,0.813358036912363,-0.0451374895845422,0.0211269076399212,0.310421112967242,4.56460219751301,TRUE
0.25,206,0.765318826358343,0.80390590574489,-0.0385870793865474,0.0230168465181775,0.359212902534436,2.81055555099297,FALSE
0.25,207,0.765960538406653,0.806632478683609,-0.0406719402769552,0.0229720267858853,0.388095592780439,3.13466514052098,FALSE
0.25,208,0.767841250978518,0.794089648889415,-0.0262483979108971,0.0218653018001267,0.360385712282334,1.44110176425754,FALSE
0.25,209,0.754747241597548,0.810170340365483,-0.0554230987679345,0.0210304485517396,0.367077798172188,6.94519648236501,TRUE
0.25,210,0.762759899675581,0.797648358123995,-0.0348884584484138,0.0218924050956889,0.398538250272406,2.53966602783205,FALSE
0.25,211,0.757694487576651,0.803012327267005,-0.0453178396903543,0.0230605494365085,0.321108413468969,3.86188286087591,TRUE
0.25,212,0.755987515615995,0.806753005046997,-0.0507654894310018,0.0219920469376534,0.316212384801498,5.32851076690407,TRUE
0.25,213,0.776312348313879,0.807633019931143,-0.0313206716172635,0.0209512368511964,0.323924316946994,2.23482128630785,FALSE
0.25,214,0.767702370122513,0.809106006798856,-0.0414036366763425,0.0204976857064002,0.301047255602232,4.08006722090569,TRUE
0.25,215,0.7636048760933,0.79923955191778,-0.0356346758244801,0.0229943887041667,0.343276563278947,2.4016067056323,FALSE
0.25,216,0.739299501347239,0.799936311217795,-0.0606368098705553,0.0248858726347357,0.295376100714455,5.93699853045671,TRUE
0.25,217,0.763988474261282,0.807315292551449,-0.0433268182901666,0.0222397926687457,0.388582105516819,3.79535257961898,FALSE
0.25,218,0.769958317622509,0.80345091120435,-0.0334925935818412,0.0203511980852208,0.382743784207271,2.70842987837529,FALSE
0.25,219,0.766571594438255,0.812165275774461,-0.0455936813362057,0.0229034310004295,0.285170540404396,3.96285541609087,TRUE
0.25,220,0.774097611551248,0.799321865191559,-0.0252242536403107,0.0226948167742124,0.309804191282646,1.23533085187909,FALSE
0.25,221,0.75902073123183,0.815672565014314,-0.0566518337824837,0.0244615992696034,0.29551184421683,5.36362306832094,TRUE
0.25,222,0.757387100083555,0.806534822852372,-0.0491477227688172,0.0211549494328983,0.393883501025613,5.39737777704048,TRUE
0.25,223,0.743278964276062,0.811708464343248,-0.0684295000671857,0.0220307285215567,0.351068337864577,9.64781609932274,TRUE
0.25,224,0.745983630414517,0.802551557877912,-0.0565679274633948,0.0241766890311728,0.254523629733099,5.47453057618796,TRUE
0.25,225,0.767327144753124,0.806243660233153,-0.0389165154800282,0.0206984015266032,0.353990639904047,3.53503957076396,FALSE
