"rate","reps_kept","mean_alpha_A","mean_alpha_B","mean_diff","bias_diff","mean_se_dep","mc_sd_diff","mean_corr","power_05"
0.1,300,0.76332456481773,0.803798172415277,-0.0404736075975471,-0.000135734840805347,0.0203472897244845,0.00657672854490092,0.371192791745789,0.52
0.25,300,0.762919435173503,0.803290234024004,-0.0403707988505017,-3.29260937599815e-05,0.0223905832837331,0.0119121419903877,0.327937017967928,0.373333333333333
0.4,300,0.762004935649972,0.804560649839759,-0.0425557141897866,-0.00221784143304483,0.0251948479980553,0.0177932113041301,0.276799499489031,0.36
