"cell","b","kappa_AC","kappa_IPW","delta","se","z","var_AC","var_IPW","cov_AC_IPW","reject_05"
"null",171,0.82562170278729,0.825739586193928,-0.000117883406637764,0.000809677771326436,-0.145592988732597,0.000248247016295873,0.000247494283676384,0.000247542860939439,FALSE
"null",172,0.816038120941875,0.815618263759254,0.000419857182620165,0.000263172800781412,1.59536692763662,0.000267585445714986,0.00026944266300051,0.000268479424396212,FALSE
"null",173,0.836126118726684,0.836034460929331,9.16577973526511e-05,0.000370988362231171,0.247063807612211,0.000236170110795974,0.000236309567539548,0.000236171022985305,FALSE
"null",174,0.840023366543579,0.839115799398521,0.000907567145058019,0.000627088398374471,1.44727146509264,0.000217148978042299,0.000220475860705275,0.000218615799444099,FALSE
"null",175,0.815548066655226,0.81579728728773,-0.000249220632503988,0.0004232521770278,-0.588823037495254,0.000262716490289481,0.000262845594031703,0.000262691470957913,FALSE
"null",176,0.826744904951768,0.826970402089982,-0.000225497138213959,0.000461307427499364,-0.488821824171193,0.000257439141009578,0.00025803382834406,0.000257630082405486,FALSE
"null",177,0.840141094714454,0.840018940298973,0.000122154415480802,0.000299904584125227,0.407310931365409,0.000209400642303072,0.000210031946063301,0.000209671322803397,FALSE
"null",178,0.815721199367807,0.815418543170712,0.00030265619709513,0.000401099951336003,0.754565529332598,0.000282701344428574,0.000283180332966723,0.000282860398112168,FALSE
"null",179,0.838855612759063,0.839265257731364,-0.000409644972301004,0.000418452354297261,-0.978952485496115,0.000222209903807936,0.000222128864333659,0.000222081832884389,FALSE
"null",180,0.811720048280849,0.810227620449354,0.00149242783149539,0.000942965038387783,1.5826968877309,0.000277127820584783,0.000285138958310586,0.000280688797915874,FALSE
"null",181,0.847979927978588,0.848048036483604,-6.8108505015485e-05,0.000335968678912283,-0.202722781290179,0.000225296402059058,0.000225003869037653,0.00022509369807175,FALSE
"null",182,0.810247852730636,0.809833523601068,0.000414329129567959,0.000390166838153301,1.06192810114007,0.000277851375631511,0.00027810226108237,0.000277900703276144,FALSE
"null",183,0.849302301149147,0.848852160605678,0.000450140543469701,0.000411280382365433,1.09448581252713,0.00021073356307876,0.000211925133422996,0.000211244772474419,FALSE
"null",184,0.852202811166345,0.851614398103278,0.000588413063066562,0.000446954281144284,1.31649497026881,0.000208996708419784,0.000210887899126407,0.000209842419708379,FALSE
"null",185,0.849971353659441,0.850412555995263,-0.000441202335822455,0.000556363984131735,-0.793010238631815,0.000220582167934723,0.00022035624665925,0.000220314436855567,FALSE
"null",186,0.845516593893355,0.846021270493474,-0.000504676600118992,0.000545953699314302,-0.924394505894634,0.000210089645239694,0.000210089082680013,0.000209940331238956,FALSE
"null",187,0.857749031703431,0.857601169507486,0.000147862195944204,0.000603024037130771,0.245201164198598,0.000195252592659972,0.000196138169125137,0.000195513561897876,FALSE
"null",188,0.844711031439836,0.844917043074739,-0.000206011634902858,0.000468008128746362,-0.440188155395281,0.000205273637716765,0.000205449258765672,0.000205251932436932,FALSE
"null",189,0.826244425135494,0.826569917575283,-0.00032549243978941,0.000487752151660651,-0.667331632840993,0.000240812421108773,0.00024040588711227,0.000240490203029797,FALSE
"null",190,0.822784613569078,0.822713208463532,7.14051055451526e-05,0.000544672837171824,0.131097239796129,0.000250482421093169,0.00025088248993001,0.000250534121261813,FALSE
"null",191,0.834530129577353,0.834596156466663,-6.60268893095672e-05,0.000540198888545297,-0.1222269995545,0.000236672293929729,0.00023670470013767,0.000236542589614107,FALSE
"null",192,0.848629660167005,0.848712320718776,-8.26605517709744e-05,0.000431402108241239,-0.191609058444264,0.00023259166566789,0.00023270946165973,0.000232557509774312,FALSE
"null",193,0.845746304087478,0.845545576842613,0.000200727244865195,0.000732884738657459,0.273886512131361,0.000204214997949866,0.00020623121995973,0.000204954548934719,FALSE
"null",194,0.832149303301971,0.831405820776145,0.000743482525826122,0.000733629139373965,1.01343101837608,0.000235090750705573,0.000237740132501071,0.000236146335746252,FALSE
"null",195,0.846977703665525,0.84674789445607,0.000229809209455145,0.000440518327850825,0.521679110552164,0.00021265812947322,0.000213010380186541,0.000212737226631294,FALSE
"null",196,0.824914888150929,0.82434489834966,0.000569989801268767,0.00043335499623672,1.31529532650735,0.000252336884852938,0.000253416455779047,0.000252782772039611,FALSE
"null",197,0.822281065521076,0.822896904813778,-0.00061583929270137,0.000661512551502627,-0.930956323205796,0.000277604753573289,0.000276291498947,0.000276729326832247,FALSE
"null",198,0.837094446746696,0.83789596378209,-0.000801517035393218,0.000490704564743626,-1.63340040623421,0.000234812071224273,0.000234185591051096,0.000234378435652754,FALSE
"null",199,0.837278422387736,0.837206387278353,7.20351093829175e-05,0.000472839464359729,0.152345806161633,0.000229192120196112,0.000230410250635724,0.00022968939683639,FALSE
"null",200,0.850275441655461,0.849863196438246,0.000412245217215723,0.000561969555483077,0.733572153853337,0.000211531693753065,0.000212005243564297,0.000211610563768036,FALSE
"nonexch",1,0.772268582847435,0.69888431536298,0.0733842674844548,0.0101026673148101,7.26385074334541,0.000275003186072438,0.000535865073578648,0.000354402186388677,TRUE
"nonexch",2,0.797717597594784,0.711986039136612,0.0857315584581724,0.0113282641363725,7.56793427714203,0.000281565785335327,0.000641345251779205,0.000397290734385554,TRUE
"nonexch",3,0.759061752649509,0.672635682693286,0.086426069956223,0.0103971584792566,8.31247019352949,0.000305101087341849,0.00060907459829316,0.000403037390596115,TRUE
"nonexch",4,0.737516549628,0.645584844255413,0.0919317053725872,0.0107238773922787,8.57261809415862,0.00030365879636008,0.000593032821932693,0.000390845035984073,TRUE
"nonexch",5,0.750289701446033,0.652814264979958,0.097475436466075,0.0102979375493379,9.46552996646815,0.000334420484218569,0.000664337909936044,0.000446355438192275,TRUE
"nonexch",6,0.790809382003358,0.711720521035706,0.0790888609676522,0.0117449032689315,6.73388781130822,0.000299091738904165,0.000651524437444618,0.000406336711776112,TRUE
"nonexch",7,0.744894514683365,0.633810808472308,0.111083706211057,0.0123658858425167,8.98307712247567,0.000303623335364833,0.000663603030797882,0.000407155616746281,TRUE
"nonexch",8,0.782293967658826,0.685485948148303,0.0968080195105231,0.0106749207990386,9.06873421667371,0.000263439726055505,0.000568957807367341,0.00035922179967855,TRUE
"nonexch",9,0.720711840045089,0.638376772886285,0.0823350671588041,0.00979613707376835,8.40485045674557,0.000308432926207699,0.000586284261928694,0.000399376443284167,TRUE
"nonexch",10,0.769635570909232,0.676397153767524,0.0932384171417079,0.00973608471238652,9.57658236304039,0.00027770088557763,0.000569416811143999,0.000376163175597431,TRUE
"nonexch",11,0.76194851345692,0.649593132040132,0.112355381416789,0.0139211751069532,8.07082595783677,0.000332351821646922,0.000784488759002659,0.000461520732145564,TRUE
"nonexch",12,0.785016187036626,0.681724282964244,0.103291904072381,0.0133726897569,7.72409335370137,0.000309624607729686,0.000769302168797413,0.000450048972596401,TRUE
"nonexch",13,0.815604691393406,0.744695564964214,0.0709091264291917,0.0106001788075973,6.68942738761826,0.000227083255807748,0.000499139247294087,0.0003069293561744,TRUE
"nonexch",14,0.754993014117295,0.632046713731766,0.122946300385528,0.012399170812466,9.91568728627556,0.00030329618232538,0.00069331783026403,0.000421437287876351,TRUE
"nonexch",15,0.790286002156434,0.713221751905646,0.0770642502507879,0.0108783828957944,7.08416416198967,0.000265540940496456,0.000547176677350589,0.000347189201709766,TRUE
"nonexch",16,0.763543198981527,0.650855848811215,0.112687350170313,0.0135698566065621,8.30424030537061,0.000292766294432462,0.000720703896409947,0.000414664591259876,TRUE
"nonexch",17,0.779853128531973,0.692708886142551,0.0871442423894219,0.0107697556928507,8.09157095803673,0.000266109287045482,0.000584277514279673,0.000367199581820732,TRUE
"nonexch",18,0.779407156675281,0.687803670319433,0.0916034863558485,0.0115785131483512,7.91150687330633,0.00026690105124049,0.000606092717823854,0.000369465901168901,TRUE
"nonexch",19,0.817085270290417,0.728561406236639,0.0885238640537782,0.0114405914686993,7.73769995161293,0.000241643369971833,0.000595014034964059,0.000352885135891108,TRUE
"nonexch",20,0.785189745809107,0.698941033045331,0.0862487127637757,0.011453335882984,7.53044472326299,0.00028263966277289,0.000614808682854147,0.000383134721389294,TRUE
"nonexch",21,0.733866048525036,0.61778670366354,0.116079344861497,0.0121539251172787,9.55077012087824,0.000327959153823987,0.00071080127518625,0.00044552126662691,TRUE
"nonexch",22,0.750435534595195,0.655898881398168,0.0945366531970274,0.0109624567443145,8.62367399954008,0.000316568475522532,0.000642375515190819,0.000419384266421193,TRUE
"nonexch",23,0.769999907581692,0.680699275954003,0.0893006316276885,0.0108274218405224,8.24763576620566,0.000293520575727001,0.000625441105839924,0.000400864308927152,TRUE
"nonexch",24,0.741163857301153,0.638754465137703,0.10240939216345,0.0119797153496817,8.54856640363919,0.000338453244348876,0.000719915804344451,0.000457427734416963,TRUE
"nonexch",25,0.786150751975615,0.700566813408573,0.0855839385670422,0.0113981122818061,7.50860637718517,0.000272110340832274,0.000591977241093848,0.000367085309168731,TRUE
"nonexch",26,0.757909178230762,0.658918164050385,0.0989910141803774,0.0113126285995732,8.75048741404909,0.000302594574468825,0.000636513816360429,0.000405566412498686,TRUE
"nonexch",27,0.777340553815097,0.682433982211342,0.0949065716037547,0.0108605608747337,8.73864367581123,0.000315054683221508,0.000672837807394162,0.000434970354050937,TRUE
"nonexch",28,0.791335824088084,0.704829469188633,0.086506354899451,0.0112905234834002,7.66185509703216,0.000322739789709589,0.000710267452864397,0.000452765661022387,TRUE
"nonexch",29,0.748609627797161,0.659872843532402,0.0887367842647587,0.0118000213821742,7.52005283641347,0.000299669700733471,0.000636286841421536,0.000398358018767619,TRUE
"nonexch",30,0.793766498661276,0.711941613091223,0.0818248855700527,0.0107312236500296,7.62493525794956,0.000260094089633508,0.000564430397602784,0.000354682663104668,TRUE
"nonexch",31,0.782595920320039,0.686360660344258,0.0962352599757812,0.0119805245175861,8.03264162888016,0.000304275086775598,0.000681629711179278,0.000421185915119198,TRUE
"nonexch",32,0.719248073930981,0.609893640174544,0.109354433756437,0.0113342605758831,9.64813125870073,0.000313311216952838,0.00062390474911821,0.000404375251634515,TRUE
"nonexch",33,0.771814577971025,0.683031132337263,0.0887834456337618,0.0102912924977316,8.62704520868795,0.000296310675509585,0.000613587085837591,0.000401993530036655,TRUE
"nonexch",34,0.775591951782465,0.696435258334788,0.0791566934476777,0.0108712769154365,7.28126917043941,0.000322135923349684,0.000663684661348995,0.000433817961463288,TRUE
"nonexch",35,0.796827839161618,0.71455339783095,0.0822744413306686,0.0118869744219477,6.92139466362105,0.000259482596722908,0.000607543560867115,0.000362862998340992,TRUE
"nonexch",36,0.755181872750274,0.678193604036527,0.0769882687137468,0.00956132386902453,8.05205113521599,0.000282661131445441,0.000521447796559391,0.000356345006938227,TRUE
"nonexch",37,0.787990800785477,0.699633476966138,0.0883573238193387,0.0111646197188846,7.91404687701857,0.000309075022107829,0.000679096040975113,0.000431761164807817,TRUE
"nonexch",38,0.787930143013471,0.688606311843221,0.0993238311702503,0.0123547698140356,8.03931053878587,0.000257272293196777,0.000636564644205047,0.000370598300122009,TRUE
"nonexch",39,0.769113341537999,0.661936151793539,0.10717718974446,0.0147982686868082,7.2425492476699,0.000306930918954574,0.000748977203419337,0.000418459683123471,TRUE
"nonexch",40,0.753096486079112,0.657830588606243,0.0952658974728692,0.0105366409985888,9.04139160531598,0.000296305207265681,0.000594748406002559,0.000390016404867549,TRUE
"nonexch",41,0.768275474256394,0.668212574589984,0.10006289966641,0.0128839384410982,7.76648383752138,0.00031815975107464,0.000745660089809389,0.00044891198556501,TRUE
"nonexch",42,0.78819611822943,0.688427227229968,0.0997688909994615,0.01093686546262,9.12225640339563,0.000301045779135243,0.000677280426372736,0.000429355589680265,TRUE
"nonexch",43,0.752299109353952,0.679437247543375,0.0728618618105771,0.00985424123293684,7.39395962492205,0.000294749294784013,0.000562307462214679,0.00037997534336089,TRUE
"nonexch",44,0.789050769470615,0.710866020999103,0.0781847484715126,0.0115891598917264,6.74636895184521,0.000274723903280416,0.00061269885125244,0.000376557063768429,TRUE
"nonexch",45,0.752509252666186,0.641973127221413,0.110536125444773,0.0118265532753779,9.34643618229002,0.000289107865985155,0.000641670741013572,0.000395455622311687,TRUE
"nonexch",46,0.787829317146341,0.702626332676179,0.0852029844701618,0.0123842933475131,6.8799229862616,0.000284331297382604,0.000654256364008049,0.000392608469836698,TRUE
"nonexch",47,0.767485036763288,0.688521465809547,0.078963570953741,0.0106244664353981,7.43223873254035,0.000285288873378144,0.000573721795645046,0.000373065690993144,TRUE
"nonexch",48,0.742747413733365,0.630775404361501,0.111972009371864,0.011287332440848,9.92014809155846,0.00032713145316444,0.000688816966502653,0.000444272273018437,TRUE
"nonexch",49,0.755016735319019,0.672131966023233,0.0828847692957865,0.00969846155824361,8.54617701972898,0.000286968434100445,0.00055887974923093,0.000375894013367323,TRUE
"nonexch",50,0.776295242665901,0.70971365086285,0.0665815918030507,0.0124481522875451,5.34871282621343,0.000279429344999417,0.000604267929448615,0.000364370389537058,TRUE
"nonexch",51,0.777600039644038,0.680048903036499,0.0975511366075391,0.0109536994287986,8.90577080753792,0.000263361737416745,0.000591996693490102,0.000367687449865193,TRUE
"nonexch",52,0.785997598387542,0.707357545539341,0.0786400528482007,0.0105494280211786,7.45443759513086,0.000251995255735147,0.000552562238713937,0.000346633531437528,TRUE
"nonexch",53,0.762322457363832,0.676802447818516,0.0855200095453159,0.0105774682632148,8.0851114290485,0.000307497575294039,0.000617202101080179,0.000406408420757451,TRUE
"nonexch",54,0.758063555755534,0.669600251808964,0.0884633039465701,0.0115547430356238,7.65601655301498,0.000304958891074333,0.000647971669478898,0.000409709236966968,TRUE
"nonexch",55,0.771525819659402,0.682836275155713,0.0886895445036889,0.010084090067178,8.79499725933214,0.000308870272326606,0.00060684997030776,0.000407015685075704,TRUE
"nonexch",56,0.763152250609375,0.698813759582107,0.0643384910272682,0.0107072811930963,6.00885414952506,0.000319810869184283,0.000615084883620255,0.000410124941128253,TRUE
"nonexch",57,0.798978176024941,0.71642266169276,0.0825555143321802,0.0122011917973033,6.76618445998256,0.000275915323881549,0.000657953940033217,0.000392500091320092,TRUE
"nonexch",58,0.766664594457428,0.688740254707837,0.0779243397495903,0.00990662192677301,7.86588408496714,0.000319145201303915,0.000637106301843704,0.000429055172573799,TRUE
"nonexch",59,0.77375081813804,0.701075658741422,0.0726751593966184,0.0105938505048783,6.86012695413745,0.000277844629119855,0.000561682710913621,0.000363648835756883,TRUE
"nonexch",60,0.790540472277736,0.695701999506693,0.094838472771043,0.010401609995741,9.11767243819707,0.00027432169214111,0.000610860820584249,0.00038849451111093,TRUE
"nonexch",61,0.771662501754895,0.67455587568706,0.0971066260678349,0.012838519143906,7.56369367676862,0.000314135690721965,0.00072051485547167,0.000434911486192597,TRUE
"nonexch",62,0.754738510846876,0.647564160044353,0.107174350802523,0.0121431589044683,8.8259036751208,0.000332054448770342,0.000741618674778071,0.000463108407684622,TRUE
"nonexch",63,0.770981865955729,0.686731027933655,0.0842508380220734,0.0108172138874183,7.7885894555591,0.000285616184731236,0.00060447456336243,0.000386539315903756,TRUE
"nonexch",64,0.777369372120477,0.689676511990451,0.0876928601300262,0.0121739798053103,7.20330257914298,0.000327497289835776,0.000715493684061798,0.000447392594798736,TRUE
"nonexch",65,0.754605759099576,0.668631219220527,0.0859745398790489,0.0109670583502506,7.83934370852365,0.000290935590632589,0.000586287698721469,0.000378473460248128,TRUE
"nonexch",66,0.763286266287423,0.66288782829266,0.100398437994764,0.011411301638086,8.79815828018054,0.000313268466403035,0.000690897397808358,0.000436974029568005,TRUE
"nonexch",67,0.800655315750068,0.701737088816851,0.0989182269332176,0.0134489954878024,7.35506432602583,0.000281509950988284,0.000732368401546149,0.000416501436451753,TRUE
"nonexch",68,0.775610845971766,0.698917466157858,0.0766933798139082,0.0124503685289811,6.15992849009942,0.000288212373889151,0.000647131901465811,0.000390166299423759,TRUE
"nonexch",69,0.768362049848452,0.695230005915661,0.0731320439327909,0.0102289702613696,7.14950205779551,0.000305137582721664,0.000594217075610963,0.000397361412862322,TRUE
"nonexch",70,0.780399333836539,0.687750614194202,0.092648719642337,0.0113812030078771,8.14050321202539,0.000290043995508325,0.000620642126475957,0.000390577170038885,TRUE
"nonexch",71,0.749204520894827,0.66587951790707,0.0833250029877577,0.00981414301679638,8.49029842393283,0.000320786224703567,0.000589794734259813,0.000407131777904624,TRUE
"nonexch",72,0.741619558182891,0.625863071204979,0.115756486977913,0.0113620348670589,10.1880066671434,0.00031538082381165,0.00062690576290084,0.000406595375196114,TRUE
"nonexch",73,0.745567623807238,0.647230815150137,0.0983368086571009,0.0101846748298613,9.65537047572485,0.000314938444346951,0.000626341085734844,0.000418775964345893,TRUE
"nonexch",74,0.749294313723588,0.661062522398955,0.0882317913246328,0.0109872114958722,8.03040802097791,0.000349682243963087,0.000709351308305282,0.000469157367906672,TRUE
"nonexch",75,0.756699894907856,0.682745455849957,0.0739544390578993,0.0102657346663526,7.20400842818348,0.000315022996234736,0.000600429998615785,0.000405033843305284,TRUE
"nonexch",76,0.747054177585765,0.657563592099532,0.0894905854862328,0.0122834625158818,7.28545272723607,0.000330447712576339,0.000694299419554787,0.000436931840376027,TRUE
"nonexch",77,0.790986145024775,0.699673164243918,0.0913129807808575,0.0115974483552235,7.87354062583343,0.000289768282626478,0.000661679190219468,0.000408473332246935,TRUE
"nonexch",78,0.800625378360616,0.72278899251575,0.0778363858448662,0.0113779300826579,6.84099702488972,0.000257877649644669,0.000590094471017174,0.000359257413847995,TRUE
"nonexch",79,0.7829121267,0.69610777762742,0.0868043490725807,0.0104750299976818,8.2867876361014,0.000272828491252266,0.000572432090008558,0.000367767163904246,TRUE
"nonexch",80,0.77558777171763,0.682704332243783,0.0928834394738474,0.0114199806171358,8.13341480934518,0.00027288625462062,0.000629067230137437,0.00038576876373115,TRUE
"nonexch",81,0.797815555176343,0.719482045933753,0.0783335092425905,0.0123933676501911,6.32059916671498,0.000276016083733305,0.00063058688869178,0.00037650370535614,TRUE
"nonexch",82,0.774229901181869,0.699677846498167,0.0745520546837022,0.00974195221373129,7.652681212973,0.000272266533752812,0.000554361891270989,0.000365861396044588,TRUE
"nonexch",83,0.793195712349149,0.703291731031498,0.0899039813176509,0.0110624818860508,8.12692687262296,0.000253829637490188,0.000586672098496461,0.000359061615253724,TRUE
"nonexch",84,0.751255866740479,0.659352777930967,0.0919030888095111,0.0114810487403652,8.00476427614118,0.000302575297496026,0.000607660716401773,0.000389210766859578,TRUE
"nonexch",85,0.770507974669998,0.687009824962507,0.083498149707491,0.011437373596688,7.30046535610853,0.000321246621109964,0.000704934434187366,0.000447683770253557,TRUE
"nonexch",86,0.785624337591247,0.696301072125406,0.0893232654658408,0.0120981549217166,7.3832138903679,0.000296442370343367,0.000658540542917903,0.000404308780375708,TRUE
"nonexch",87,0.784041355119124,0.699453206699605,0.0845881484195193,0.0103492642182979,8.17334900677904,0.000251326239309345,0.000523945265131121,0.000334082117290162,TRUE
"nonexch",88,0.758901843740147,0.634265844472786,0.12463599926736,0.0128300541403034,9.71437827965496,0.000271176031354967,0.000670402434311465,0.000388484088211658,TRUE
"nonexch",89,0.757539247544627,0.664276848421826,0.0932623991228003,0.011292784365334,8.25858318955351,0.000285870134823828,0.00061977793711572,0.000389060546608808,TRUE
"nonexch",90,0.758640386205674,0.658255102095954,0.10038528410972,0.0111389792446913,9.01207210324611,0.000265520317199333,0.000572737251008842,0.000357090354797256,TRUE
"nonexch",91,0.761285322424124,0.684849494387353,0.0764358280367714,0.0105774022418795,7.22633273169249,0.000300389641384532,0.000591241156960937,0.000389874680079476,TRUE
"nonexch",92,0.775703003056293,0.677370182847239,0.0983328202090537,0.0111637972870185,8.80818754416091,0.000319781976533695,0.000691402039956521,0.000443276823312287,TRUE
"nonexch",93,0.764689229787554,0.679729744309012,0.0849594854785427,0.0113668879083743,7.47429605740642,0.000264446907863401,0.000562193971415204,0.00034871736927853,TRUE
"nonexch",94,0.747010686444964,0.636432744229282,0.110577942215683,0.0108693508808958,10.1733712921198,0.000300066791338196,0.000646577806127342,0.000414250904446754,TRUE
"nonexch",95,0.793935348250964,0.72094211777929,0.0729932304716735,0.0095485198439473,7.64445502178467,0.000261514079442111,0.000522494992691185,0.00034641742046152,TRUE
"nonexch",96,0.756171268660069,0.660168766002241,0.0960025026578273,0.0108975223251799,8.80957155150791,0.000339523954942485,0.000686837943035569,0.00045380295257513,TRUE
"nonexch",97,0.775737018741987,0.698948180142995,0.0767888385989912,0.00938276651831764,8.18402956623498,0.000277428709827118,0.000550097391024737,0.000369744896657296,TRUE
"nonexch",98,0.762504569906832,0.669921136551701,0.0925834333551308,0.0116291356906542,7.96133399918411,0.000316905118447447,0.0006801686071097,0.00043091846432275,TRUE
"nonexch",99,0.778299437427708,0.694376279427173,0.0839231580005352,0.0111607530715395,7.51948882504562,0.000272797967847102,0.000590072624458595,0.000369154091590909,TRUE
"nonexch",100,0.760103230585347,0.676822129865275,0.083281100720072,0.0114205939238254,7.29218649008549,0.000289274145343907,0.000589858894913408,0.000374351537342199,TRUE
"nonexch",101,0.779355426633362,0.695029014548572,0.0843264120847893,0.00941274118033009,8.95875180983486,0.000260770788499418,0.000523275309194157,0.000347723200582847,TRUE
"nonexch",102,0.767030538923017,0.69730035188746,0.0697301870355563,0.00831794931711215,8.38309833075125,0.00030717492154597,0.000534904296831244,0.000386445468767584,TRUE
"nonexch",103,0.80034998126151,0.727695458212863,0.0726545230486468,0.0108865780103675,6.67377048871155,0.000293451967095823,0.000610179342733099,0.000392556864526553,TRUE
"nonexch",104,0.754733900079774,0.652472682755143,0.102261217324631,0.0112294178412618,9.10654664116944,0.000301826971879946,0.000645126235454341,0.000410426691140319,TRUE
"nonexch",105,0.790492360153053,0.693766286564625,0.0967260735884273,0.0132752191384315,7.28621294908855,0.000297803126063638,0.000761582051954735,0.000441576867422498,TRUE
"nonexch",106,0.791874593877838,0.710538986906529,0.0813356069713089,0.0103006754189051,7.89614308417403,0.000282587369092825,0.000592130615183784,0.000384307035095487,TRUE
"nonexch",107,0.752699364531356,0.658078460540052,0.0946209039913043,0.0114427465097187,8.26907280616065,0.000310936303606609,0.000654399474197514,0.000417199665059222,TRUE
"nonexch",108,0.769112089295129,0.675177848850283,0.093934240444846,0.0114049103458754,8.23629801516302,0.000279083366704203,0.000608605885543151,0.000378808636124949,TRUE
"nonexch",109,0.792438051094598,0.696530791972646,0.0959072591219527,0.0130928226784477,7.32517818940809,0.000271262804911961,0.000688961087895595,0.000394400943559141,TRUE
"nonexch",110,0.770176346383816,0.663331168403786,0.106845177980029,0.0130411199688068,8.19294494917564,0.000323529908824299,0.000755839985846504,0.000454649542314995,TRUE
"nonexch",111,0.740628083018873,0.655592032553559,0.0850360504653135,0.00931934518000499,9.1246808464356,0.000296650041834315,0.00054553125588393,0.000377665551567081,TRUE
"nonexch",112,0.750389174465149,0.654665080489392,0.0957240939757567,0.011200309004305,8.54655830825414,0.000276784356745826,0.000590213208756305,0.000370775321855107,TRUE
"nonexch",113,0.791991092434909,0.697074737787033,0.0949163546478756,0.0119075240851211,7.97112430504988,0.000277928092809146,0.000626797891205901,0.000381468427088654,TRUE
"nonexch",114,0.763855931024627,0.66353333805974,0.100322592964888,0.0101268366679875,9.90660719176232,0.00027723388605897,0.000564076497613836,0.000369378781386354,TRUE
"nonexch",115,0.773554333107047,0.675170789168989,0.0983835439380583,0.0129428139734915,7.60140292053647,0.000298016406990594,0.000691773083752257,0.000411136528595222,TRUE
"nonexch",116,0.760167919450845,0.663860740587854,0.0963071788629917,0.0115578035391326,8.3326540840492,0.000274451708749545,0.000624353924940113,0.000382611405520236,TRUE
"nonexch",117,0.735203428487431,0.610976631412785,0.124226797074646,0.0117849442039528,10.5411442705838,0.000302352465337932,0.000645816995960897,0.000404642275704274,TRUE
"nonexch",118,0.755463890780464,0.638260489412652,0.117203401367813,0.011985789074561,9.77853027770769,0.000298043507132889,0.000669613849414788,0.000411999108403906,TRUE
"nonexch",119,0.796215820431813,0.716544696094059,0.0796711243377537,0.0113482451416063,7.02056779207682,0.000291907374768811,0.000625300271877451,0.000394212489426135,TRUE
"nonexch",120,0.767482155840159,0.667606079240082,0.0998760766000769,0.0115017508416752,8.68355418013298,0.000326546610318114,0.000694342162480955,0.000444299250187546,TRUE
"nonexch",121,0.801274910790242,0.712044540764209,0.0892303700260334,0.0108452496394857,8.22759945526391,0.000261117584000064,0.000589753651751216,0.000366625898004258,TRUE
"nonexch",122,0.784353050658093,0.711481915386265,0.0728711352718284,0.00996668456397013,7.31147201500284,0.000274258553692288,0.000538113041619735,0.000356518397057171,TRUE
"nonexch",123,0.761027912940278,0.674194758436507,0.0868331545037709,0.0104323812563683,8.32342610664891,0.000302759150294979,0.000609463726274121,0.000401694148945438,TRUE
"nonexch",124,0.792869154233146,0.720679004694342,0.0721901495388035,0.0108967803358041,6.62490637730894,0.000295442252430377,0.000609765529591203,0.000393233980167406,TRUE
"nonexch",125,0.773572359318206,0.684434198776058,0.0891381605421477,0.0110029301183392,8.10131115834098,0.000295829076003701,0.000613798678051188,0.000394281641432916,TRUE
"nonexch",126,0.74257433787858,0.649307837059457,0.0932665008191228,0.0114504687339461,8.14521247873675,0.000323336981205693,0.000662115442616211,0.000427169594797413,TRUE
"nonexch",127,0.774912541013539,0.70860557038453,0.066306970629009,0.00889626217533989,7.45335167985601,0.00026425831357691,0.000479240719390769,0.000332177776137648,TRUE
"nonexch",128,0.769180113454322,0.657176885525487,0.112003227928835,0.0120420791730724,9.30098750548732,0.00026768138068549,0.000612733760246278,0.000367701735060612,TRUE
"nonexch",129,0.74845396818373,0.668553971884237,0.0798999962994933,0.0105317035170451,7.58661655924693,0.000265819709170705,0.00054012534769203,0.000347514138945898,TRUE
"nonexch",130,0.781647958856077,0.712139479927379,0.0695084789286978,0.0100652363983408,6.90579696073066,0.000276360623060128,0.000559690639097335,0.000367371139201489,TRUE
"nonexch",131,0.760152750280401,0.652325965777986,0.107826784502415,0.0118921021769965,9.06709199917491,0.00027829559034876,0.000613227967216277,0.000375050731688456,TRUE
"nonexch",132,0.782390337725905,0.692783230622348,0.0896071071035568,0.0107583925375643,8.32904235374214,0.000284036220052013,0.000612259289121254,0.000390276249590473,TRUE
"nonexch",133,0.784040264483343,0.701108119093842,0.0829321453895013,0.0113167913284454,7.32823845404366,0.000294122887547287,0.000641228974450478,0.000403641048013094,TRUE
"nonexch",134,0.780462685187508,0.711057219715561,0.0694054654719464,0.00970056750666819,7.15478402930931,0.000258402643289463,0.000526463595302541,0.000345382614320289,TRUE
"nonexch",135,0.782043676014008,0.702566517007075,0.0794771590069332,0.00990036403823336,8.0277006683802,0.000277444316892365,0.000580101309978895,0.000379764209390858,TRUE
"nonexch",136,0.763082559881589,0.662248397925745,0.100834161955843,0.0128514534149544,7.84612904860311,0.000298014034659975,0.000694002736552478,0.000413428458167855,TRUE
"nonexch",137,0.763279183648975,0.684306741848828,0.0789724418001468,0.00962525218107554,8.20471404950996,0.000271061456080422,0.000529889916380536,0.00035415294645583,TRUE
"nonexch",138,0.762650639479411,0.676712447497378,0.085938191982033,0.011130941561312,7.72065790738943,0.000282540315467306,0.000587747011703345,0.000373194733564654,TRUE
"nonexch",139,0.790765185770017,0.703072326916979,0.0876928588530382,0.0118190834489275,7.41959892507534,0.000267434303147011,0.00062750594751118,0.000377624758542739,TRUE
"nonexch",140,0.800784312068831,0.725629039604477,0.0751552724643544,0.0110347780884001,6.81076428200748,0.00028082415480601,0.000596684568342633,0.000377871197844204,TRUE
"nonexch",141,0.780668171263751,0.698786004810755,0.0818821664529957,0.0112318909481167,7.2901497024172,0.00030035531722263,0.00063937599672548,0.000406787969838861,TRUE
