"cell","b","kappa_AC","kappa_IPW","delta","se","z","var_AC","var_IPW","cov_AC_IPW","reject_05"
"null",117,0.855194149589721,0.854400023259091,0.000794126330630363,0.000544458567501105,1.45856154725447,0.000182955539017376,0.000184426982767549,0.0001835430433266,FALSE
"null",118,0.829423933963852,0.829180636079698,0.000243297884153559,0.000599803854723671,0.40562907730169,0.00023611659385287,0.000236831688068022,0.000236294258628375,FALSE
"null",119,0.818638111042024,0.818321517637774,0.000316593404250054,0.00041399788690477,0.764722270968689,0.00024764407432722,0.000248755492643005,0.000248114086359932,FALSE
"null",120,0.854963561255802,0.855021349853388,-5.77885975858727e-05,0.000459845462403285,-0.125669604923038,0.000216976074366568,0.000216727876144267,0.000216746246330771,FALSE
"null",121,0.819800324668595,0.820243429336312,-0.000443104667716798,0.000526464632494079,-0.841660845511368,0.000250977528959044,0.000249632212952746,0.000250166288451261,FALSE
"null",122,0.8338087577354,0.833524981925747,0.000283775809652775,0.000339510196776465,0.835838841799544,0.000244840938099557,0.000245949819922218,0.00024533774542403,FALSE
"null",123,0.817700368219849,0.81722171806982,0.000478650150028903,0.000457072097442249,1.04720929741151,0.000226689939383937,0.000227864244623131,0.000227172634552404,FALSE
"null",124,0.826034917246992,0.826399618886801,-0.000364701639809284,0.000597026239550992,-0.6108636700517,0.000255267904309537,0.000255094402745263,0.000255002933362044,FALSE
"null",125,0.82917817014324,0.829551368205292,-0.000373198062051827,0.000351866311207068,-1.06062458998016,0.000251566626259954,0.000250945775699627,0.000251194296029309,FALSE
"null",126,0.803060280488759,0.802623483139194,0.00043679734956481,0.000646473245036644,0.675661913185674,0.000285609531273727,0.000286855275729351,0.000286023439673265,FALSE
"null",127,0.864833567068342,0.865346568128643,-0.000513001060300722,0.000507724542594569,-1.01039248108667,0.000208364419421179,0.000206689360932719,0.000207397998071373,FALSE
"null",128,0.852490571330771,0.852321036452806,0.000169534877965227,0.000536639252818084,0.315919637027928,0.000215894986076469,0.00021651041875633,0.000216058711572567,FALSE
"null",129,0.825910708036193,0.825942127015728,-3.14189795351805e-05,0.000677761099742967,-0.0463570121494075,0.000231971343302025,0.00023286776066344,0.00023218987192857,FALSE
"null",130,0.838876709487898,0.839272897283073,-0.000396187795175029,0.000325596914735078,-1.21680451271286,0.000230396538682408,0.000229244627274984,0.000229767576303254,FALSE
"null",131,0.84565670486,0.844735158678449,0.000921546181551158,0.000533557057670156,1.72717456981116,0.000220611735934647,0.000222619064013224,0.000221473058407041,FALSE
"null",132,0.831854761777704,0.831717598960475,0.000137162817228642,0.000454029960083377,0.302100806747321,0.00022425434822991,0.000224745924485968,0.000224397064755612,FALSE
