"b","kappa_id","kappa_lin","kappa_quad","se_id","se_lin","se_quad","cor_id_lin","cor_id_quad","cor_lin_quad","delta_id_quad","se_id_quad","reject_id_eq_quad"
65,0.731480422350901,0.717293934289524,0.703919773719266,0.0131756647320485,0.0165406172195482,0.0230521928705798,0.861298337145284,0.663968906522423,0.944837395813751,0.0275606486316349,0.017368646700321,FALSE
66,0.73035436403722,0.714844353878157,0.696304505349303,0.0134100967835747,0.015966595747778,0.0218209008939311,0.860272822228303,0.644200267269278,0.9368660398832,0.0340498586879165,0.0167023992572368,TRUE
67,0.718360363461856,0.684177281819139,0.651241237069738,0.0132424181260805,0.0170197773424943,0.0243197987829238,0.862410581614962,0.658424986389921,0.941375344354746,0.0671191263921174,0.0185126670102033,TRUE
68,0.705663783334377,0.675108233708554,0.641089264457424,0.0130971513451073,0.0164363692980182,0.0237445219776239,0.854892146287935,0.633859532591123,0.935242334109351,0.0645745188769538,0.0184687662222965,TRUE
69,0.715054428346435,0.681402451635218,0.644433802706683,0.013288609897858,0.0166353306162077,0.0234266185214121,0.862671041860533,0.653933818366596,0.939037214799321,0.0706206256397519,0.0178394227277781,TRUE
70,0.709458631212062,0.684420538561347,0.660251551114844,0.0140418633723262,0.0180791916132628,0.0256251201050521,0.867642026156136,0.670050334415032,0.943808805872386,0.0492070800972182,0.0192774412411225,TRUE
71,0.707428135595983,0.674611230630226,0.644514191136805,0.0135550154403191,0.0168574761693787,0.0231386184481196,0.874323331959872,0.672173964150491,0.939497043568977,0.0629139444591786,0.0172478115008802,TRUE
72,0.699100970675342,0.662913898284423,0.632815450716904,0.0136059928495407,0.0172789995760468,0.023836057082185,0.872516726549369,0.675202445691451,0.941908076169742,0.0662855199584377,0.0177574349785923,TRUE
73,0.706529111776906,0.676835651683362,0.650222892630821,0.0132918648099093,0.0169644115360218,0.0240464285153409,0.855950489710238,0.650327551924375,0.941479917989977,0.0563062191460851,0.0184170184574857,TRUE
74,0.70007713843382,0.666136502324208,0.627689719535296,0.014111362858403,0.0176206956881297,0.0252331966891274,0.876584558388084,0.670115353005418,0.936789622865096,0.0723874188985243,0.0189373283113257,TRUE
75,0.718374738823962,0.686817135350277,0.652184186084396,0.0135725178544519,0.0165827118357366,0.0229214279668273,0.875282294918061,0.667398599185181,0.936179806337072,0.066190552739566,0.017156564436025,TRUE
76,0.681230553988686,0.658914288265109,0.635179475677903,0.0140035920598154,0.017841106412127,0.0258636072226991,0.845792803986189,0.626323027029861,0.938518672215702,0.0460510783107821,0.0202814978823516,TRUE
