"model_family","dgp","dgp_name","n","rep","seed","method","coefficient","estimate","truth","error"
"guess","A","Exchangeable + MCAR",1000,18,210218,"fiml","Brennan-Prediger",0.847485134857769,0.847107967078189,""
"guess","A","Exchangeable + MCAR",1000,18,210218,"gwet","Conger",0.852771983891896,0.84370021628009,""
"guess","A","Exchangeable + MCAR",1000,18,210218,"gwet","Fleiss",0.852749308908144,0.84371493031845,""
"guess","A","Exchangeable + MCAR",1000,18,210218,"gwet","Brennan-Prediger",0.856136749716874,0.847107967078189,""
"guess","A","Exchangeable + MCAR",1000,19,210219,"available","Conger",0.846771104654296,0.84370021628009,""
"guess","A","Exchangeable + MCAR",1000,19,210219,"available","Fleiss",0.846772019799958,0.84371493031845,""
"guess","A","Exchangeable + MCAR",1000,19,210219,"available","Brennan-Prediger",0.850474235560589,0.847107967078189,""
"guess","A","Exchangeable + MCAR",1000,19,210219,"ipw","Conger",0.85158578369284,0.84370021628009,""
"guess","A","Exchangeable + MCAR",1000,19,210219,"ipw","Fleiss",0.851575680065433,0.84371493031845,""
"guess","A","Exchangeable + MCAR",1000,19,210219,"ipw","Brennan-Prediger",0.855210283998995,0.847107967078189,""
"guess","A","Exchangeable + MCAR",1000,19,210219,"fiml","Conger",0.841837474010417,0.84370021628009,""
"guess","A","Exchangeable + MCAR",1000,19,210219,"fiml","Fleiss",0.841824277331509,0.84371493031845,""
"guess","A","Exchangeable + MCAR",1000,19,210219,"fiml","Brennan-Prediger",0.845714455300195,0.847107967078189,""
"guess","A","Exchangeable + MCAR",1000,19,210219,"gwet","Conger",0.846731178429481,0.84370021628009,""
"guess","A","Exchangeable + MCAR",1000,19,210219,"gwet","Fleiss",0.846720744314038,0.84371493031845,""
"guess","A","Exchangeable + MCAR",1000,19,210219,"gwet","Brennan-Prediger",0.850474235560589,0.847107967078189,""
"guess","A","Exchangeable + MCAR",1000,20,210220,"available","Conger",0.826766438617113,0.84370021628009,""
"guess","A","Exchangeable + MCAR",1000,20,210220,"available","Fleiss",0.826746458179176,0.84371493031845,""
"guess","A","Exchangeable + MCAR",1000,20,210220,"available","Brennan-Prediger",0.82982542587639,0.847107967078189,""
"guess","A","Exchangeable + MCAR",1000,20,210220,"ipw","Conger",0.832105547499238,0.84370021628009,""
"guess","A","Exchangeable + MCAR",1000,20,210220,"ipw","Fleiss",0.83208571112499,0.84371493031845,""
"guess","A","Exchangeable + MCAR",1000,20,210220,"ipw","Brennan-Prediger",0.835001834321251,0.847107967078189,""
"guess","A","Exchangeable + MCAR",1000,20,210220,"fiml","Conger",0.819521119191216,0.84370021628009,""
"guess","A","Exchangeable + MCAR",1000,20,210220,"fiml","Fleiss",0.819510799171813,0.84371493031845,""
"guess","A","Exchangeable + MCAR",1000,20,210220,"fiml","Brennan-Prediger",0.823005341559244,0.847107967078189,""
"guess","A","Exchangeable + MCAR",1000,20,210220,"gwet","Conger",0.826838275234755,0.84370021628009,""
"guess","A","Exchangeable + MCAR",1000,20,210220,"gwet","Fleiss",0.826817816543436,0.84371493031845,""
"guess","A","Exchangeable + MCAR",1000,20,210220,"gwet","Brennan-Prediger",0.82982542587639,0.847107967078189,""
"guess","A","Exchangeable + MCAR",1000,21,210221,"available","Conger",0.840225441712857,0.84370021628009,""
"guess","A","Exchangeable + MCAR",1000,21,210221,"available","Fleiss",0.840207346469204,0.84371493031845,""
"guess","A","Exchangeable + MCAR",1000,21,210221,"available","Brennan-Prediger",0.843496235050938,0.847107967078189,""
"guess","A","Exchangeable + MCAR",1000,21,210221,"ipw","Conger",0.842237688575051,0.84370021628009,""
"guess","A","Exchangeable + MCAR",1000,21,210221,"ipw","Fleiss",0.84219897634899,0.84371493031845,""
"guess","A","Exchangeable + MCAR",1000,21,210221,"ipw","Brennan-Prediger",0.845483886804819,0.847107967078189,""
"guess","A","Exchangeable + MCAR",1000,21,210221,"fiml","Conger",0.82079111780477,0.84370021628009,""
"guess","A","Exchangeable + MCAR",1000,21,210221,"fiml","Fleiss",0.820777507229579,0.84371493031845,""
"guess","A","Exchangeable + MCAR",1000,21,210221,"fiml","Brennan-Prediger",0.824216682105434,0.847107967078189,""
