"target","R","n","coefficient","method","source","reps","valid_reps","coverage","miss_below","miss_above","mean_length","median_length","mean_estimate","bias","zero_disagreement_rate","mean_loss_units","mean_chance_disagreement"
0.95,5,40,"Conger","anscombe_plug","Anscombe Poisson variance-stabilizing interval",500,500,0.25,0.352,0.398,0.0211583523034916,0.0212072242075462,0.94871442639333,-0.00128557360666959,0.02,79.972,0.2463230625
0.95,5,40,"Conger","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.876,0.024,0.1,0.15602497484723,0.157346094735394,0.94871442639333,-0.00128557360666959,0.02,79.972,0.2463230625
0.95,5,40,"Conger","garwood_chance","Garwood exact Poisson count interval",500,500,0.506,0.228,0.266,0.0546633115494158,0.050820448599911,0.94871442639333,-0.00128557360666959,0.02,79.972,0.2463230625
0.95,5,40,"Conger","garwood_plug","Garwood exact Poisson count interval",500,500,0.26,0.35,0.39,0.0217982212147752,0.0218342094695879,0.94871442639333,-0.00128557360666959,0.02,79.972,0.2463230625
0.95,5,40,"Conger","jeffreys_chance","Jeffreys Poisson count interval",500,500,0.506,0.228,0.266,0.0539276098045024,0.0501065209251689,0.94871442639333,-0.00128557360666959,0.02,79.972,0.2463230625
0.95,5,40,"Conger","jeffreys_plug","Jeffreys Poisson count interval",500,500,0.252,0.352,0.396,0.0211494839139364,0.0212006060272404,0.94871442639333,-0.00128557360666959,0.02,79.972,0.2463230625
0.95,5,40,"Conger","moss_fisher","Moss 2024 Fisher transform",500,500,0.876,0.024,0.1,0.150565896519225,0.151357244228365,0.94871442639333,-0.00128557360666959,0.02,79.972,0.2463230625
0.95,2,10,"Fleiss","anscombe_chance","Anscombe Poisson variance-stabilizing interval",500,500,0.86,0.136,0.004,0.553593142109997,0.296452833669123,0.938719521330695,-0.011280478669305,0.664,2.13,0.227689375
0.95,2,10,"Fleiss","anscombe_plug","Anscombe Poisson variance-stabilizing interval",500,500,0.784,0.148,0.068,0.14506480844722,0.0880414105646652,0.938719521330695,-0.011280478669305,0.664,2.13,0.227689375
0.95,2,10,"Fleiss","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.31,0.026,0.664,0.308757453326886,0,0.938719521330695,-0.011280478669305,0.664,2.13,0.227689375
0.95,2,10,"Fleiss","garwood_chance","Garwood exact Poisson count interval",500,500,0.868,0.132,0,0.646993288819226,0.421410334287753,0.938719521330695,-0.011280478669305,0.664,2.13,0.227689375
0.95,2,10,"Fleiss","garwood_plug","Garwood exact Poisson count interval",500,500,0.856,0.142,0.002,0.178792516269229,0.123787901144763,0.938719521330695,-0.011280478669305,0.664,2.13,0.227689375
0.95,2,10,"Fleiss","jeffreys_chance","Jeffreys Poisson count interval",500,500,0.86,0.136,0.004,0.552731954311801,0.294331840724905,0.938719521330695,-0.011280478669305,0.664,2.13,0.227689375
0.95,2,10,"Fleiss","jeffreys_plug","Jeffreys Poisson count interval",500,500,0.772,0.16,0.068,0.144241771269811,0.087203196496488,0.938719521330695,-0.011280478669305,0.664,2.13,0.227689375
0.95,2,10,"Fleiss","moss_fisher","Moss 2024 Fisher transform",500,500,0.3,0.036,0.664,0.263924804240649,0,0.938719521330695,-0.011280478669305,0.664,2.13,0.227689375
0.95,2,20,"Fleiss","anscombe_chance","Anscombe Poisson variance-stabilizing interval",500,500,0.722,0.16,0.118,0.195658653242332,0.119995438633874,0.940712075831742,-0.00928792416825763,0.41,4.466,0.23926171875
0.95,2,20,"Fleiss","anscombe_plug","Anscombe Poisson variance-stabilizing interval",500,500,0.358,0.236,0.406,0.0938891694599446,0.0648540688729793,0.940712075831742,-0.00928792416825763,0.41,4.466,0.23926171875
0.95,2,20,"Fleiss","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.568,0.022,0.41,0.296591294353302,0.121435599767736,0.940712075831742,-0.00928792416825763,0.41,4.466,0.23926171875
0.95,2,20,"Fleiss","garwood_chance","Garwood exact Poisson count interval",500,500,0.842,0.146,0.012,0.21975770206623,0.146972777461973,0.940712075831742,-0.00928792416825763,0.41,4.466,0.23926171875
0.95,2,20,"Fleiss","garwood_plug","Garwood exact Poisson count interval",500,500,0.548,0.226,0.226,0.107989962079112,0.0785883120748569,0.940712075831742,-0.00928792416825763,0.41,4.466,0.23926171875
0.95,2,20,"Fleiss","jeffreys_chance","Jeffreys Poisson count interval",500,500,0.716,0.16,0.124,0.195854144942396,0.119767345654797,0.940712075831742,-0.00928792416825763,0.41,4.466,0.23926171875
0.95,2,20,"Fleiss","jeffreys_plug","Jeffreys Poisson count interval",500,500,0.35,0.246,0.404,0.0935089241262135,0.0644277001942038,0.940712075831742,-0.00928792416825763,0.41,4.466,0.23926171875
0.95,2,20,"Fleiss","moss_fisher","Moss 2024 Fisher transform",500,500,0.55,0.04,0.41,0.272319265932938,0.105612319326799,0.940712075831742,-0.00928792416825763,0.41,4.466,0.23926171875
0.95,2,40,"Fleiss","anscombe_chance","Anscombe Poisson variance-stabilizing interval",500,500,0.564,0.166,0.27,0.107203623000824,0.0938967074759228,0.946700296245124,-0.00329970375487576,0.166,8.382,0.2452061328125
0.95,2,40,"Fleiss","anscombe_plug","Anscombe Poisson variance-stabilizing interval",500,500,0.444,0.244,0.312,0.0653073894276755,0.0620989424907063,0.946700296245124,-0.00329970375487576,0.166,8.382,0.2452061328125
0.95,2,40,"Fleiss","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.762,0.022,0.216,0.229373519157503,0.197685652033942,0.946700296245124,-0.00329970375487576,0.166,8.382,0.2452061328125
0.95,2,40,"Fleiss","garwood_chance","Garwood exact Poisson count interval",500,500,0.626,0.164,0.21,0.11556694463722,0.102152014048762,0.946700296245124,-0.00329970375487576,0.166,8.382,0.2452061328125
0.95,2,40,"Fleiss","garwood_plug","Garwood exact Poisson count interval",500,500,0.47,0.232,0.298,0.0717596259984065,0.0685525806516875,0.946700296245124,-0.00329970375487576,0.166,8.382,0.2452061328125
0.95,2,40,"Fleiss","jeffreys_chance","Jeffreys Poisson count interval",500,500,0.564,0.166,0.27,0.10730491208306,0.0940416491397614,0.946700296245124,-0.00329970375487576,0.166,8.382,0.2452061328125
0.95,2,40,"Fleiss","jeffreys_plug","Jeffreys Poisson count interval",500,500,0.444,0.244,0.312,0.0651216547940218,0.0619004923832802,0.946700296245124,-0.00329970375487576,0.166,8.382,0.2452061328125
0.95,2,40,"Fleiss","moss_fisher","Moss 2024 Fisher transform",500,500,0.736,0.024,0.24,0.220143441847048,0.18415254008522,0.946700296245124,-0.00329970375487576,0.166,8.382,0.2452061328125
0.95,5,10,"Fleiss","anscombe_chance","Anscombe Poisson variance-stabilizing interval",500,500,0.464,0.206,0.33,0.337886688496132,0.139006092396022,0.938222577695546,-0.0117774223044538,0.334,20.472,0.2277568
0.95,5,10,"Fleiss","anscombe_plug","Anscombe Poisson variance-stabilizing interval",500,500,0.178,0.294,0.528,0.0423863575453274,0.0318671661985896,0.938222577695546,-0.0117774223044538,0.334,20.472,0.2277568
0.95,5,10,"Fleiss","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.624,0.042,0.334,0.382249600773221,0.271591729020975,0.938222577695546,-0.0117774223044538,0.334,20.472,0.2277568
0.95,5,10,"Fleiss","garwood_chance","Garwood exact Poisson count interval",500,500,0.504,0.204,0.292,0.349739957092296,0.148867336966394,0.938222577695546,-0.0117774223044538,0.334,20.472,0.2277568
0.95,5,10,"Fleiss","garwood_plug","Garwood exact Poisson count interval",500,500,0.192,0.292,0.516,0.045525849667945,0.0353510200059627,0.938222577695546,-0.0117774223044538,0.334,20.472,0.2277568
0.95,5,10,"Fleiss","jeffreys_chance","Jeffreys Poisson count interval",500,500,0.464,0.206,0.33,0.338202987137941,0.139336397630863,0.938222577695546,-0.0117774223044538,0.334,20.472,0.2277568
0.95,5,10,"Fleiss","jeffreys_plug","Jeffreys Poisson count interval",500,500,0.176,0.296,0.528,0.0423153655837295,0.0317744182763099,0.938222577695546,-0.0117774223044538,0.334,20.472,0.2277568
0.95,5,10,"Fleiss","moss_fisher","Moss 2024 Fisher transform",500,500,0.606,0.056,0.338,0.293140696676502,0.142465849452592,0.938222577695546,-0.0117774223044538,0.334,20.472,0.2277568
0.95,5,20,"Fleiss","anscombe_chance","Anscombe Poisson variance-stabilizing interval",500,500,0.49,0.236,0.274,0.0951456782405858,0.0782808329746107,0.944014258428009,-0.00598574157199061,0.128,42.136,0.2379146
0.95,5,20,"Fleiss","anscombe_plug","Anscombe Poisson variance-stabilizing interval",500,500,0.244,0.342,0.414,0.0300870113664172,0.0297418734726036,0.944014258428009,-0.00598574157199061,0.128,42.136,0.2379146
0.95,5,20,"Fleiss","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.798,0.024,0.178,0.253727019470197,0.247717148153883,0.944014258428009,-0.00598574157199061,0.128,42.136,0.2379146
0.95,5,20,"Fleiss","garwood_chance","Garwood exact Poisson count interval",500,500,0.494,0.236,0.27,0.0972131153969296,0.0805091017788393,0.944014258428009,-0.00598574157199061,0.128,42.136,0.2379146
0.95,5,20,"Fleiss","garwood_plug","Garwood exact Poisson count interval",500,500,0.248,0.342,0.41,0.0314508224365789,0.0311843735730587,0.944014258428009,-0.00598574157199061,0.128,42.136,0.2379146
0.95,5,20,"Fleiss","jeffreys_chance","Jeffreys Poisson count interval",500,500,0.492,0.236,0.272,0.0952461875377048,0.0783896623583447,0.944014258428009,-0.00598574157199061,0.128,42.136,0.2379146
0.95,5,20,"Fleiss","jeffreys_plug","Jeffreys Poisson count interval",500,500,0.244,0.342,0.414,0.0300613209914205,0.0297100563383204,0.944014258428009,-0.00598574157199061,0.128,42.136,0.2379146
0.95,5,20,"Fleiss","moss_fisher","Moss 2024 Fisher transform",500,500,0.77,0.03,0.2,0.231185846394493,0.22021077698945,0.944014258428009,-0.00598574157199061,0.128,42.136,0.2379146
0.95,5,40,"Fleiss","anscombe_chance","Anscombe Poisson variance-stabilizing interval",500,500,0.506,0.228,0.266,0.0539107591545039,0.0501052386780398,0.948696102691942,-0.0013038973080578,0.02,79.972,0.2462611875
0.95,5,40,"Fleiss","anscombe_plug","Anscombe Poisson variance-stabilizing interval",500,500,0.25,0.352,0.398,0.0211649922200463,0.0212113218224945,0.948696102691942,-0.0013038973080578,0.02,79.972,0.2462611875
0.95,5,40,"Fleiss","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.876,0.024,0.1,0.15622089040706,0.157499866408839,0.948696102691942,-0.0013038973080578,0.02,79.972,0.2462611875
0.95,5,40,"Fleiss","garwood_chance","Garwood exact Poisson count interval",500,500,0.506,0.228,0.266,0.0546785901942353,0.0508525696889676,0.948696102691942,-0.0013038973080578,0.02,79.972,0.2462611875
0.95,5,40,"Fleiss","garwood_plug","Garwood exact Poisson count interval",500,500,0.26,0.35,0.39,0.0218050253620362,0.0218374528551777,0.948696102691942,-0.0013038973080578,0.02,79.972,0.2462611875
0.95,5,40,"Fleiss","jeffreys_chance","Jeffreys Poisson count interval",500,500,0.504,0.23,0.266,0.0539427025842262,0.050138323943664,0.948696102691942,-0.0013038973080578,0.02,79.972,0.2462611875
0.95,5,40,"Fleiss","jeffreys_plug","Jeffreys Poisson count interval",500,500,0.252,0.352,0.396,0.0211561221128474,0.0212047023017529,0.948696102691942,-0.0013038973080578,0.02,79.972,0.2462611875
0.95,5,40,"Fleiss","moss_fisher","Moss 2024 Fisher transform",500,500,0.876,0.024,0.1,0.150737164291967,0.151476933542106,0.948696102691942,-0.0013038973080578,0.02,79.972,0.2462611875
