"target","R","n","coefficient","method","source","reps","valid_reps","coverage","miss_below","miss_above","mean_length","median_length","mean_estimate","bias","zero_disagreement_rate","item_disagreement_rate","mean_loss_units_item","mean_chance_disagreement"
0.8,2,10,"Conger","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.786,0.026,0.188,0.775771219975585,0.835992626566628,0.787858066225835,-0.0121419337741655,0.178,0.157,0.7844,0.231485
0.8,2,10,"Conger","hurdle_empbern_chance","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.96971947653136,1.98771392213981,0.787858066225835,-0.0121419337741655,0.178,0.157,0.7844,0.231485
0.8,2,10,"Conger","hurdle_empbern_plug","Wilson hurdle probability; empirical Bernstein severity interval",500,500,0.99,0.01,0,1.71987443316752,1.88367843888313,0.787858066225835,-0.0121419337741655,0.178,0.157,0.7844,0.231485
0.8,2,10,"Conger","hurdle_t_chance","Wilson hurdle probability; t severity interval",500,500,0.996,0,0.004,1.83387615508654,1.98484821317863,0.787858066225835,-0.0121419337741655,0.178,0.157,0.7844,0.231485
0.8,2,10,"Conger","hurdle_t_plug","Wilson hurdle probability; t severity interval",500,500,0.922,0.01,0.068,1.49830370409343,1.6868080467072,0.787858066225835,-0.0121419337741655,0.178,0.157,0.7844,0.231485
0.8,2,10,"Conger","item_empbern_chance","item-level empirical Bernstein mean interval",500,500,1,0,0,2,2,0.787858066225835,-0.0121419337741655,0.178,0.157,0.7844,0.231485
0.8,2,10,"Conger","item_empbern_plug","item-level empirical Bernstein mean interval",500,500,1,0,0,2,2,0.787858066225835,-0.0121419337741655,0.178,0.157,0.7844,0.231485
0.8,2,10,"Conger","item_t_chance","item-level t interval for bounded mean loss",500,500,0.776,0,0.224,1.07366832822974,1.00272425340769,0.787858066225835,-0.0121419337741655,0.178,0.157,0.7844,0.231485
0.8,2,10,"Conger","item_t_plug","item-level t interval for bounded mean loss",500,500,0.628,0,0.372,0.564899824994046,0.380278115118336,0.787858066225835,-0.0121419337741655,0.178,0.157,0.7844,0.231485
0.8,2,10,"Conger","moss_fisher","Moss 2024 Fisher transform",500,500,0.736,0.042,0.222,0.670223494830966,0.684318110620971,0.787858066225835,-0.0121419337741655,0.178,0.157,0.7844,0.231485
0.8,2,20,"Conger","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.866,0.03,0.104,0.625308462580207,0.6735221524434,0.783909017175625,-0.0160909828243749,0.03,0.1582,0.8033,0.237959375
0.8,2,20,"Conger","hurdle_empbern_chance","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.87028314866225,1.97640793366719,0.783909017175625,-0.0160909828243749,0.03,0.1582,0.8033,0.237959375
0.8,2,20,"Conger","hurdle_empbern_plug","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.49186655407008,1.51447873884074,0.783909017175625,-0.0160909828243749,0.03,0.1582,0.8033,0.237959375
0.8,2,20,"Conger","hurdle_t_chance","Wilson hurdle probability; t severity interval",500,500,0.976,0,0.024,1.58889580509491,1.86389553855991,0.783909017175625,-0.0160909828243749,0.03,0.1582,0.8033,0.237959375
0.8,2,20,"Conger","hurdle_t_plug","Wilson hurdle probability; t severity interval",500,500,0.956,0,0.044,1.12364153744694,1.15098722619746,0.783909017175625,-0.0160909828243749,0.03,0.1582,0.8033,0.237959375
0.8,2,20,"Conger","item_empbern_chance","item-level empirical Bernstein mean interval",500,500,1,0,0,1.99957521654911,2,0.783909017175625,-0.0160909828243749,0.03,0.1582,0.8033,0.237959375
0.8,2,20,"Conger","item_empbern_plug","item-level empirical Bernstein mean interval",500,500,1,0,0,1.97043349410737,2,0.783909017175625,-0.0160909828243749,0.03,0.1582,0.8033,0.237959375
0.8,2,20,"Conger","item_t_chance","item-level t interval for bounded mean loss",500,500,0.896,0,0.104,0.825088958081857,0.745401194448385,0.783909017175625,-0.0160909828243749,0.03,0.1582,0.8033,0.237959375
0.8,2,20,"Conger","item_t_plug","item-level t interval for bounded mean loss",500,500,0.768,0,0.232,0.498809007437104,0.464100743888257,0.783909017175625,-0.0160909828243749,0.03,0.1582,0.8033,0.237959375
0.8,2,20,"Conger","moss_fisher","Moss 2024 Fisher transform",500,500,0.852,0.038,0.11,0.589527636583319,0.629319675538077,0.783909017175625,-0.0160909828243749,0.03,0.1582,0.8033,0.237959375
0.8,2,40,"Conger","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.904,0.042,0.054,0.441178485670793,0.458994509707919,0.788853746331454,-0.011146253668546,0,0.16335,0.8207,0.2442265625
0.8,2,40,"Conger","hurdle_empbern_chance","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.62779271972424,1.67561651001994,0.788853746331454,-0.011146253668546,0,0.16335,0.8207,0.2442265625
0.8,2,40,"Conger","hurdle_empbern_plug","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.24199507884484,1.22179300516925,0.788853746331454,-0.011146253668546,0,0.16335,0.8207,0.2442265625
0.8,2,40,"Conger","hurdle_t_chance","Wilson hurdle probability; t severity interval",500,500,0.992,0,0.008,0.983591534656571,0.995654967990227,0.788853746331454,-0.011146253668546,0,0.16335,0.8207,0.2442265625
0.8,2,40,"Conger","hurdle_t_plug","Wilson hurdle probability; t severity interval",500,500,0.988,0,0.012,0.705725189052593,0.720951533705181,0.788853746331454,-0.011146253668546,0,0.16335,0.8207,0.2442265625
0.8,2,40,"Conger","item_empbern_chance","item-level empirical Bernstein mean interval",500,500,1,0,0,1.79731693036289,1.90358679577133,0.788853746331454,-0.011146253668546,0,0.16335,0.8207,0.2442265625
0.8,2,40,"Conger","item_empbern_plug","item-level empirical Bernstein mean interval",500,500,1,0,0,1.40489233528599,1.39105701532363,0.788853746331454,-0.011146253668546,0,0.16335,0.8207,0.2442265625
0.8,2,40,"Conger","item_t_chance","item-level t interval for bounded mean loss",500,500,0.938,0,0.062,0.550771044813844,0.542715363936873,0.788853746331454,-0.011146253668546,0,0.16335,0.8207,0.2442265625
0.8,2,40,"Conger","item_t_plug","item-level t interval for bounded mean loss",500,500,0.876,0,0.124,0.394975367681913,0.39308383230431,0.788853746331454,-0.011146253668546,0,0.16335,0.8207,0.2442265625
0.8,2,40,"Conger","moss_fisher","Moss 2024 Fisher transform",500,500,0.898,0.044,0.058,0.429670736225155,0.446168147873628,0.788853746331454,-0.011146253668546,0,0.16335,0.8207,0.2442265625
0.8,5,10,"Conger","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.908,0.046,0.046,0.661983032663079,0.666341100670026,0.776552373863132,-0.0234476261368683,0.004,0.363,7.8948,0.2295075
0.8,5,10,"Conger","hurdle_empbern_chance","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.98222251962523,1.98630767846691,0.776552373863132,-0.0234476261368683,0.004,0.363,7.8948,0.2295075
0.8,5,10,"Conger","hurdle_empbern_plug","Wilson hurdle probability; empirical Bernstein severity interval",500,500,0.998,0.002,0,1.92903732629922,1.97355782073781,0.776552373863132,-0.0234476261368683,0.004,0.363,7.8948,0.2295075
0.8,5,10,"Conger","hurdle_t_chance","Wilson hurdle probability; t severity interval",500,500,0.98,0,0.02,1.67653379023232,1.9759148160206,0.776552373863132,-0.0234476261368683,0.004,0.363,7.8948,0.2295075
0.8,5,10,"Conger","hurdle_t_plug","Wilson hurdle probability; t severity interval",500,500,0.948,0.002,0.05,1.06197755866038,1.02140269171676,0.776552373863132,-0.0234476261368683,0.004,0.363,7.8948,0.2295075
0.8,5,10,"Conger","item_empbern_chance","item-level empirical Bernstein mean interval",500,500,1,0,0,2,2,0.776552373863132,-0.0234476261368683,0.004,0.363,7.8948,0.2295075
0.8,5,10,"Conger","item_empbern_plug","item-level empirical Bernstein mean interval",500,500,1,0,0,2,2,0.776552373863132,-0.0234476261368683,0.004,0.363,7.8948,0.2295075
0.8,5,10,"Conger","item_t_chance","item-level t interval for bounded mean loss",500,500,0.952,0,0.048,1.18578044636081,1.15652970797136,0.776552373863132,-0.0234476261368683,0.004,0.363,7.8948,0.2295075
0.8,5,10,"Conger","item_t_plug","item-level t interval for bounded mean loss",500,500,0.834,0,0.166,0.503885348192916,0.481605926277811,0.776552373863132,-0.0234476261368683,0.004,0.363,7.8948,0.2295075
0.8,5,10,"Conger","moss_fisher","Moss 2024 Fisher transform",500,500,0.866,0.064,0.07,0.570565443746945,0.577956086078566,0.776552373863132,-0.0234476261368683,0.004,0.363,7.8948,0.2295075
0.8,5,20,"Conger","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.95,0.032,0.018,0.41091492670694,0.412846603886731,0.784981059653975,-0.0150189403460246,0,0.3634,8.1596,0.2401861875
0.8,5,20,"Conger","hurdle_empbern_chance","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.97915390470617,1.98443665817897,0.784981059653975,-0.0150189403460246,0,0.3634,8.1596,0.2401861875
0.8,5,20,"Conger","hurdle_empbern_plug","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.91051502276381,1.97410125944582,0.784981059653975,-0.0150189403460246,0,0.3634,8.1596,0.2401861875
0.8,5,20,"Conger","hurdle_t_chance","Wilson hurdle probability; t severity interval",500,500,0.998,0,0.002,0.976224817272719,0.925457026969286,0.784981059653975,-0.0150189403460246,0,0.3634,8.1596,0.2401861875
0.8,5,20,"Conger","hurdle_t_plug","Wilson hurdle probability; t severity interval",500,500,0.99,0,0.01,0.580780738984648,0.570512924328057,0.784981059653975,-0.0150189403460246,0,0.3634,8.1596,0.2401861875
0.8,5,20,"Conger","item_empbern_chance","item-level empirical Bernstein mean interval",500,500,1,0,0,2,2,0.784981059653975,-0.0150189403460246,0,0.3634,8.1596,0.2401861875
0.8,5,20,"Conger","item_empbern_plug","item-level empirical Bernstein mean interval",500,500,1,0,0,1.97192783539176,2,0.784981059653975,-0.0150189403460246,0,0.3634,8.1596,0.2401861875
0.8,5,20,"Conger","item_t_chance","item-level t interval for bounded mean loss",500,500,0.984,0,0.016,0.637038461526842,0.610059960665846,0.784981059653975,-0.0150189403460246,0,0.3634,8.1596,0.2401861875
0.8,5,20,"Conger","item_t_plug","item-level t interval for bounded mean loss",500,500,0.898,0.002,0.1,0.373021690247443,0.369524886514537,0.784981059653975,-0.0150189403460246,0,0.3634,8.1596,0.2401861875
0.8,5,20,"Conger","moss_fisher","Moss 2024 Fisher transform",500,500,0.94,0.036,0.024,0.389110941888371,0.391138030905622,0.784981059653975,-0.0150189403460246,0,0.3634,8.1596,0.2401861875
0.8,5,40,"Conger","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.948,0.038,0.014,0.269143796447623,0.269648714116699,0.793600983571723,-0.00639901642827745,0,0.3591,8.0129,0.244256359375
0.8,5,40,"Conger","hurdle_empbern_chance","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.95439379874854,1.97973087794406,0.793600983571723,-0.00639901642827745,0,0.3591,8.0129,0.244256359375
0.8,5,40,"Conger","hurdle_empbern_plug","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.73093211352138,1.74579688104004,0.793600983571723,-0.00639901642827745,0,0.3591,8.0129,0.244256359375
0.8,5,40,"Conger","hurdle_t_chance","Wilson hurdle probability; t severity interval",500,500,0.996,0,0.004,0.542951538831933,0.53200065258136,0.793600983571723,-0.00639901642827745,0,0.3591,8.0129,0.244256359375
0.8,5,40,"Conger","hurdle_t_plug","Wilson hurdle probability; t severity interval",500,500,0.994,0,0.006,0.376636441443624,0.376610512135512,0.793600983571723,-0.00639901642827745,0,0.3591,8.0129,0.244256359375
0.8,5,40,"Conger","item_empbern_chance","item-level empirical Bernstein mean interval",500,500,1,0,0,1.71238045269978,1.71573342400131,0.793600983571723,-0.00639901642827745,0,0.3591,8.0129,0.244256359375
0.8,5,40,"Conger","item_empbern_plug","item-level empirical Bernstein mean interval",500,500,1,0,0,1.29963761621419,1.28939367176211,0.793600983571723,-0.00639901642827745,0,0.3591,8.0129,0.244256359375
0.8,5,40,"Conger","item_t_chance","item-level t interval for bounded mean loss",500,500,0.994,0,0.006,0.390177505480763,0.377005105637682,0.793600983571723,-0.00639901642827745,0,0.3591,8.0129,0.244256359375
0.8,5,40,"Conger","item_t_plug","item-level t interval for bounded mean loss",500,500,0.936,0.008,0.056,0.259344237029045,0.257263074498054,0.793600983571723,-0.00639901642827745,0,0.3591,8.0129,0.244256359375
0.8,5,40,"Conger","moss_fisher","Moss 2024 Fisher transform",500,500,0.946,0.04,0.014,0.262836634842671,0.263043223344958,0.793600983571723,-0.00639901642827745,0,0.3591,8.0129,0.244256359375
0.8,2,10,"Fleiss","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.796,0.016,0.188,0.807158526834163,0.866356047554676,0.783473318494953,-0.0165266815050471,0.178,0.157,0.7844,0.22914375
0.8,2,10,"Fleiss","hurdle_empbern_chance","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.96923400177839,1.98767974949966,0.783473318494953,-0.0165266815050471,0.178,0.157,0.7844,0.22914375
0.8,2,10,"Fleiss","hurdle_empbern_plug","Wilson hurdle probability; empirical Bernstein severity interval",500,500,0.99,0.01,0,1.72486340211236,1.88864704534848,0.783473318494953,-0.0165266815050471,0.178,0.157,0.7844,0.22914375
0.8,2,10,"Fleiss","hurdle_t_chance","Wilson hurdle probability; t severity interval",500,500,0.996,0,0.004,1.83507752188525,1.98465687137395,0.783473318494953,-0.0165266815050471,0.178,0.157,0.7844,0.22914375
0.8,2,10,"Fleiss","hurdle_t_plug","Wilson hurdle probability; t severity interval",500,500,0.922,0.01,0.068,1.50378768761957,1.70316564100758,0.783473318494953,-0.0165266815050471,0.178,0.157,0.7844,0.22914375
0.8,2,10,"Fleiss","item_empbern_chance","item-level empirical Bernstein mean interval",500,500,1,0,0,2,2,0.783473318494953,-0.0165266815050471,0.178,0.157,0.7844,0.22914375
0.8,2,10,"Fleiss","item_empbern_plug","item-level empirical Bernstein mean interval",500,500,1,0,0,2,2,0.783473318494953,-0.0165266815050471,0.178,0.157,0.7844,0.22914375
0.8,2,10,"Fleiss","item_t_chance","item-level t interval for bounded mean loss",500,500,0.776,0,0.224,1.07859707238385,1.06257041920228,0.783473318494953,-0.0165266815050471,0.178,0.157,0.7844,0.22914375
0.8,2,10,"Fleiss","item_t_plug","item-level t interval for bounded mean loss",500,500,0.628,0,0.372,0.574451174214842,0.384504363100884,0.783473318494953,-0.0165266815050471,0.178,0.157,0.7844,0.22914375
0.8,2,10,"Fleiss","moss_fisher","Moss 2024 Fisher transform",500,500,0.746,0.032,0.222,0.696198275008491,0.701139723531848,0.783473318494953,-0.0165266815050471,0.178,0.157,0.7844,0.22914375
0.8,2,20,"Fleiss","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.868,0.028,0.104,0.638847260732652,0.684292543024041,0.782069114917897,-0.0179308850821027,0.03,0.1582,0.8033,0.23668171875
0.8,2,20,"Fleiss","hurdle_empbern_chance","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.87109495511649,1.97628145352284,0.782069114917897,-0.0179308850821027,0.03,0.1582,0.8033,0.23668171875
0.8,2,20,"Fleiss","hurdle_empbern_plug","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.49652995964223,1.52257510933731,0.782069114917897,-0.0179308850821027,0.03,0.1582,0.8033,0.23668171875
0.8,2,20,"Fleiss","hurdle_t_chance","Wilson hurdle probability; t severity interval",500,500,0.976,0,0.024,1.59167032887829,1.85179310041934,0.782069114917897,-0.0179308850821027,0.03,0.1582,0.8033,0.23668171875
0.8,2,20,"Fleiss","hurdle_t_plug","Wilson hurdle probability; t severity interval",500,500,0.956,0,0.044,1.12919344545862,1.15537374937477,0.782069114917897,-0.0179308850821027,0.03,0.1582,0.8033,0.23668171875
0.8,2,20,"Fleiss","item_empbern_chance","item-level empirical Bernstein mean interval",500,500,1,0,0,1.99958349079917,2,0.782069114917897,-0.0179308850821027,0.03,0.1582,0.8033,0.23668171875
0.8,2,20,"Fleiss","item_empbern_plug","item-level empirical Bernstein mean interval",500,500,1,0,0,1.97096531768034,2,0.782069114917897,-0.0179308850821027,0.03,0.1582,0.8033,0.23668171875
0.8,2,20,"Fleiss","item_t_chance","item-level t interval for bounded mean loss",500,500,0.896,0,0.104,0.826935264546066,0.753214419581949,0.782069114917897,-0.0179308850821027,0.03,0.1582,0.8033,0.23668171875
0.8,2,20,"Fleiss","item_t_plug","item-level t interval for bounded mean loss",500,500,0.77,0,0.23,0.50286504845381,0.467418011403631,0.782069114917897,-0.0179308850821027,0.03,0.1582,0.8033,0.23668171875
0.8,2,20,"Fleiss","moss_fisher","Moss 2024 Fisher transform",500,500,0.856,0.034,0.11,0.60163384964704,0.641647889454547,0.782069114917897,-0.0179308850821027,0.03,0.1582,0.8033,0.23668171875
0.8,2,40,"Fleiss","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.908,0.038,0.054,0.445420932618794,0.461088786042378,0.788127957974903,-0.0118720420250974,0,0.16335,0.8207,0.243570078125
0.8,2,40,"Fleiss","hurdle_empbern_chance","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.63003982207157,1.6821979175591,0.788127957974903,-0.0118720420250974,0,0.16335,0.8207,0.243570078125
0.8,2,40,"Fleiss","hurdle_empbern_plug","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.24548710890215,1.22260848536889,0.788127957974903,-0.0118720420250974,0,0.16335,0.8207,0.243570078125
0.8,2,40,"Fleiss","hurdle_t_chance","Wilson hurdle probability; t severity interval",500,500,0.992,0,0.008,0.985729010441266,0.998877219882899,0.788127957974903,-0.0118720420250974,0,0.16335,0.8207,0.243570078125
0.8,2,40,"Fleiss","hurdle_t_plug","Wilson hurdle probability; t severity interval",500,500,0.988,0,0.012,0.707910379906963,0.724292721402847,0.788127957974903,-0.0118720420250974,0,0.16335,0.8207,0.243570078125
0.8,2,40,"Fleiss","item_empbern_chance","item-level empirical Bernstein mean interval",500,500,1,0,0,1.79929433980267,1.91187188403934,0.788127957974903,-0.0118720420250974,0,0.16335,0.8207,0.243570078125
0.8,2,40,"Fleiss","item_empbern_plug","item-level empirical Bernstein mean interval",500,500,1,0,0,1.40876894678043,1.39706626820803,0.788127957974903,-0.0118720420250974,0,0.16335,0.8207,0.243570078125
0.8,2,40,"Fleiss","item_t_chance","item-level t interval for bounded mean loss",500,500,0.938,0,0.062,0.552034911793837,0.543139125808303,0.788127957974903,-0.0118720420250974,0,0.16335,0.8207,0.243570078125
0.8,2,40,"Fleiss","item_t_plug","item-level t interval for bounded mean loss",500,500,0.876,0,0.124,0.396268590698679,0.393298494388988,0.788127957974903,-0.0118720420250974,0,0.16335,0.8207,0.243570078125
0.8,2,40,"Fleiss","moss_fisher","Moss 2024 Fisher transform",500,500,0.9,0.042,0.058,0.433686573026662,0.449590040403257,0.788127957974903,-0.0118720420250974,0,0.16335,0.8207,0.243570078125
0.8,5,10,"Fleiss","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.91,0.044,0.046,0.672350790542342,0.677965462156127,0.775204480998708,-0.0247955190012917,0.004,0.363,7.8948,0.2285505
0.8,5,10,"Fleiss","hurdle_empbern_chance","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.98210909566928,1.98623872258121,0.775204480998708,-0.0247955190012917,0.004,0.363,7.8948,0.2285505
0.8,5,10,"Fleiss","hurdle_empbern_plug","Wilson hurdle probability; empirical Bernstein severity interval",500,500,0.998,0.002,0,1.92940318336269,1.9734772621189,0.775204480998708,-0.0247955190012917,0.004,0.363,7.8948,0.2285505
0.8,5,10,"Fleiss","hurdle_t_chance","Wilson hurdle probability; t severity interval",500,500,0.98,0,0.02,1.67912584117894,1.97577474481048,0.775204480998708,-0.0247955190012917,0.004,0.363,7.8948,0.2285505
0.8,5,10,"Fleiss","hurdle_t_plug","Wilson hurdle probability; t severity interval",500,500,0.948,0.002,0.05,1.06608433028285,1.02662279510228,0.775204480998708,-0.0247955190012917,0.004,0.363,7.8948,0.2285505
0.8,5,10,"Fleiss","item_empbern_chance","item-level empirical Bernstein mean interval",500,500,1,0,0,2,2,0.775204480998708,-0.0247955190012917,0.004,0.363,7.8948,0.2285505
0.8,5,10,"Fleiss","item_empbern_plug","item-level empirical Bernstein mean interval",500,500,1,0,0,2,2,0.775204480998708,-0.0247955190012917,0.004,0.363,7.8948,0.2285505
0.8,5,10,"Fleiss","item_t_chance","item-level t interval for bounded mean loss",500,500,0.952,0,0.048,1.18834128568642,1.1459424407999,0.775204480998708,-0.0247955190012917,0.004,0.363,7.8948,0.2285505
0.8,5,10,"Fleiss","item_t_plug","item-level t interval for bounded mean loss",500,500,0.834,0,0.166,0.506791359620724,0.483980374845085,0.775204480998708,-0.0247955190012917,0.004,0.363,7.8948,0.2285505
0.8,5,10,"Fleiss","moss_fisher","Moss 2024 Fisher transform",500,500,0.866,0.064,0.07,0.578952731447005,0.588913640415812,0.775204480998708,-0.0247955190012917,0.004,0.363,7.8948,0.2285505
0.8,5,20,"Fleiss","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.95,0.032,0.018,0.413825646542234,0.416543199158919,0.784450966935162,-0.0155490330648377,0,0.3634,8.1596,0.239684025
0.8,5,20,"Fleiss","hurdle_empbern_chance","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.97914397321231,1.98438595504571,0.784450966935162,-0.0155490330648377,0,0.3634,8.1596,0.239684025
0.8,5,20,"Fleiss","hurdle_empbern_plug","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.91097582208168,1.97406735062794,0.784450966935162,-0.0155490330648377,0,0.3634,8.1596,0.239684025
0.8,5,20,"Fleiss","hurdle_t_chance","Wilson hurdle probability; t severity interval",500,500,0.998,0,0.002,0.97779215318141,0.926491226269163,0.784450966935162,-0.0155490330648377,0,0.3634,8.1596,0.239684025
0.8,5,20,"Fleiss","hurdle_t_plug","Wilson hurdle probability; t severity interval",500,500,0.99,0,0.01,0.582106574160268,0.573587317687312,0.784450966935162,-0.0155490330648377,0,0.3634,8.1596,0.239684025
0.8,5,20,"Fleiss","item_empbern_chance","item-level empirical Bernstein mean interval",500,500,1,0,0,2,2,0.784450966935162,-0.0155490330648377,0,0.3634,8.1596,0.239684025
0.8,5,20,"Fleiss","item_empbern_plug","item-level empirical Bernstein mean interval",500,500,1,0,0,1.97233848325018,2,0.784450966935162,-0.0155490330648377,0,0.3634,8.1596,0.239684025
0.8,5,20,"Fleiss","item_t_chance","item-level t interval for bounded mean loss",500,500,0.984,0,0.016,0.638102724479747,0.612576512183706,0.784450966935162,-0.0155490330648377,0,0.3634,8.1596,0.239684025
0.8,5,20,"Fleiss","item_t_plug","item-level t interval for bounded mean loss",500,500,0.898,0.002,0.1,0.373905787614047,0.370529431926633,0.784450966935162,-0.0155490330648377,0,0.3634,8.1596,0.239684025
0.8,5,20,"Fleiss","moss_fisher","Moss 2024 Fisher transform",500,500,0.942,0.036,0.022,0.391786448982939,0.395013126629171,0.784450966935162,-0.0155490330648377,0,0.3634,8.1596,0.239684025
0.8,5,40,"Fleiss","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.948,0.038,0.014,0.269994352670513,0.270374254227198,0.793376679873711,-0.00662332012628875,0,0.3591,8.0129,0.244014575
0.8,5,40,"Fleiss","hurdle_empbern_chance","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.95460181000706,1.97969541175125,0.793376679873711,-0.00662332012628875,0,0.3591,8.0129,0.244014575
0.8,5,40,"Fleiss","hurdle_empbern_plug","Wilson hurdle probability; empirical Bernstein severity interval",500,500,1,0,0,1.73219337248008,1.74879799609008,0.793376679873711,-0.00662332012628875,0,0.3591,8.0129,0.244014575
0.8,5,40,"Fleiss","hurdle_t_chance","Wilson hurdle probability; t severity interval",500,500,0.996,0,0.004,0.543469528728845,0.532218995316148,0.793376679873711,-0.00662332012628875,0,0.3591,8.0129,0.244014575
0.8,5,40,"Fleiss","hurdle_t_plug","Wilson hurdle probability; t severity interval",500,500,0.994,0,0.006,0.377031709995598,0.376814612739646,0.793376679873711,-0.00662332012628875,0,0.3591,8.0129,0.244014575
0.8,5,40,"Fleiss","item_empbern_chance","item-level empirical Bernstein mean interval",500,500,1,0,0,1.71358488965332,1.71798851013018,0.793376679873711,-0.00662332012628875,0,0.3591,8.0129,0.244014575
0.8,5,40,"Fleiss","item_empbern_plug","item-level empirical Bernstein mean interval",500,500,1,0,0,1.30097696384397,1.29080625452105,0.793376679873711,-0.00662332012628875,0,0.3591,8.0129,0.244014575
0.8,5,40,"Fleiss","item_t_chance","item-level t interval for bounded mean loss",500,500,0.994,0,0.006,0.390549940645243,0.377418768104613,0.793376679873711,-0.00662332012628875,0,0.3591,8.0129,0.244014575
0.8,5,40,"Fleiss","item_t_plug","item-level t interval for bounded mean loss",500,500,0.936,0.008,0.056,0.259618401710863,0.25746170907806,0.793376679873711,-0.00662332012628875,0,0.3591,8.0129,0.244014575
0.8,5,40,"Fleiss","moss_fisher","Moss 2024 Fisher transform",500,500,0.946,0.04,0.014,0.263657884154647,0.263938251420107,0.793376679873711,-0.00662332012628875,0,0.3591,8.0129,0.244014575
0.9,2,10,"Conger","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.572,0.028,0.4,0.560826919843256,0.408526509470906,0.88684669347236,-0.0131533065276398,0.4,0.0818,0.4136,0.2304025
0.9,2,10,"Conger","hurdle_empbern_chance","Wilson hurdle probability; empirical Bernstein severity interval",500,500,0.994,0.006,0,1.95624527637513,1.99256390963443,0.88684669347236,-0.0131533065276398,0.4,0.0818,0.4136,0.2304025
0.9,2,10,"Conger","hurdle_empbern_plug","Wilson hurdle probability; empirical Bernstein severity interval",500,500,0.984,0.016,0,1.56264321526851,1.63194839693947,0.88684669347236,-0.0131533065276398,0.4,0.0818,0.4136,0.2304025
0.9,2,10,"Conger","hurdle_t_chance","Wilson hurdle probability; t severity interval",500,500,0.994,0.006,0,1.92617686142226,1.99256390963443,0.88684669347236,-0.0131533065276398,0.4,0.0818,0.4136,0.2304025
0.9,2,10,"Conger","hurdle_t_plug","Wilson hurdle probability; t severity interval",500,500,0.984,0.016,0,1.49518686017261,1.53702514528439,0.88684669347236,-0.0131533065276398,0.4,0.0818,0.4136,0.2304025
0.9,2,10,"Conger","item_empbern_chance","item-level empirical Bernstein mean interval",500,500,1,0,0,2,2,0.88684669347236,-0.0131533065276398,0.4,0.0818,0.4136,0.2304025
0.9,2,10,"Conger","item_empbern_plug","item-level empirical Bernstein mean interval",500,500,1,0,0,2,2,0.88684669347236,-0.0131533065276398,0.4,0.0818,0.4136,0.2304025
0.9,2,10,"Conger","item_t_chance","item-level t interval for bounded mean loss",500,500,0.598,0,0.402,0.741206808425396,0.348726561494672,0.88684669347236,-0.0131533065276398,0.4,0.0818,0.4136,0.2304025
0.9,2,10,"Conger","item_t_plug","item-level t interval for bounded mean loss",500,500,0.516,0,0.484,0.334079159765075,0.106606443228699,0.88684669347236,-0.0131533065276398,0.4,0.0818,0.4136,0.2304025
0.9,2,10,"Conger","moss_fisher","Moss 2024 Fisher transform",500,500,0.572,0.028,0.4,0.470432822321556,0.286222703818412,0.88684669347236,-0.0131533065276398,0.4,0.0818,0.4136,0.2304025
0.9,2,20,"Conger","delta2_fisher","Moss 2024 Fisher transform; second-order delta variance",500,500,0.776,0.032,0.192,0.45339298144326,0.431659530108658,0.88672329070193,-0.01327670929807,0.156,0.0867,0.4242,0.239101875
