"index","eigenvalue","relative","gradient_projection"
219,1960868.36957432,0.00970183912533555,0.0635773918472382
220,1930244.54957588,0.00955032085942941,0.0180802078829189
221,1887625.13315254,0.00933945167097659,-0.0893132031399513
222,1879335.18944954,0.00929843530220212,0.158446547461416
223,1866956.70912494,0.00923718997508647,0.0713485557792366
224,1864984.10414319,0.00922743006642161,-0.0293277273295561
225,1849314.45628013,0.00914990094459124,-0.0180603993639824
226,1829728.29334747,0.00905299397989962,0.0518172939719249
227,1786040.24186089,0.00883683747811761,-0.0122215363664852
228,1775664.23302851,0.00878549983097271,0.0129737382242096
229,1763002.33279488,0.00872285221984602,0.0227877947468347
230,1751018.56850561,0.00866355983946267,-0.00122922271159503
231,1741315.27017818,0.00861555057947429,-0.0591456813356186
232,1677100.81232048,0.00829783504623264,0.138285492311716
233,1638289.94939305,0.00810580953637186,0.0639832991828095
234,1632002.68714654,0.00807470188641386,-0.0693024040935387
235,1619326.98663669,0.00801198599530372,-0.0327758013648091
236,1607529.65084362,0.00795361601201068,-0.0108551977374804
237,1592646.68442391,0.00787997917429519,0.0964851935968837
238,1589721.13865192,0.00786550437584665,-0.0880990787691198
239,1574180.91947253,0.00778861563166055,-0.0176080136215239
240,1552205.0598501,0.00767988510287751,0.0472296730986948
241,1536294.66323062,0.00760116482220103,-0.141415389277059
242,1527464.61611944,0.00755747616983095,-0.0472608694146834
243,1524246.45551236,0.00754155359339805,0.114025993038277
244,1492503.40601994,0.00738449768678977,-0.115437560606257
245,1461419.79596251,0.00723070450572209,-0.0265191878342641
246,1444096.25895221,0.00714499239380087,-0.0207957574445327
247,1413094.36955258,0.00699160354414447,0.0145341210641752
248,1412575.72103934,0.00698903741348718,-0.0101929946812994
249,1389435.39154547,0.00687454540701682,-0.12017566650599
250,1357444.81633722,0.00671626481102521,-0.0974903767158463
251,1347129.12478496,0.00666522559724648,-0.00729970200000873
252,1312524.93592577,0.00649401355742585,-0.25989722580876
253,1308871.55349219,0.00647593762271045,-0.0575688353344408
254,1267273.52247058,0.00627012196921503,0.0739761868114193
255,1241215.53630212,0.00614119419738739,-0.0916827015101038
256,1226235.25611395,0.00606707587782388,-0.000480217267900721
257,1218490.35635015,0.00602875623703812,0.0129797890978268
258,1204360.68762474,0.00595884650979927,0.0555476260969539
259,1153157.38025833,0.00570550658221308,-0.170561989302565
