"index","eigenvalue","relative","contribution_untruncated","contribution_truncated","share_untruncated","cumulative_share_untruncated","retained_at_info_rcond"
204,2380137.43161556,0.0117762675027169,2.41324802414113e-11,2.41324802414113e-11,3.86681590493643e-15,7.82593295958414e-10,TRUE
205,2377062.09066567,0.0117610515587941,3.20040946905352e-11,3.20040946905352e-11,5.12810706294877e-15,7.82598424065477e-10,TRUE
206,2373068.80757902,0.0117412938888303,1.13481763627974e-10,1.13481763627974e-10,1.81835055546378e-14,7.82616607571032e-10,TRUE
207,2360719.39087995,0.0116801923605659,4.85849804218448e-09,4.85849804218448e-09,7.78490951434952e-13,7.83395098522467e-10,TRUE
208,2336715.80764955,0.0115614292112662,3.56147846822206e-12,3.56147846822206e-12,5.70665818359511e-16,7.83395669188285e-10,TRUE
209,2334329.52475738,0.0115496225377094,3.47768647805814e-10,3.47768647805814e-10,5.57239589599313e-14,7.83451393147245e-10,TRUE
210,2216993.35250156,0.0109690753248153,5.2217882713748e-08,5.2217882713748e-08,8.36701977499754e-12,7.91818412922242e-10,TRUE
211,2115462.93033872,0.0104667306302731,6.13666422284205e-09,6.13666422284205e-09,9.83295151710949e-13,7.92801708073953e-10,TRUE
212,2102964.31282439,0.0104048908972779,6.13723930103327e-09,6.13723930103327e-09,9.83387298124171e-13,7.93785095372077e-10,TRUE
213,2092954.49791533,0.0103553650772744,1.29132323516482e-10,1.29132323516482e-10,2.06912392518229e-14,7.93805786611329e-10,TRUE
214,2078746.74717244,0.0102850690216191,5.77922681070983e-12,5.77922681070983e-12,9.26021939159823e-16,7.93806712633268e-10,TRUE
215,2076745.02608236,0.0102751650544324,2.07141272068971e-10,2.07141272068971e-10,3.3190834816497e-14,7.93839903468085e-10,TRUE
216,2032066.36215023,0.0100541072738438,9.74411531959741e-08,9.74411531959741e-08,1.56132729501617e-11,8.09453176418247e-10,TRUE
217,2003218.89248961,0.009911377902427,5.55474053270346e-11,5.55474053270346e-11,8.90051864739316e-15,8.09462076936894e-10,TRUE
218,1989124.63519188,0.0098416433812244,1.29941925769205e-09,1.29941925769205e-09,2.0820964122047e-13,8.09670286578114e-10,TRUE
219,1960868.36957432,0.00970183912533555,2.06137485657681e-09,2.06137485657681e-09,3.30299952665831e-13,8.1000058653078e-10,TRUE
220,1930244.54957588,0.00955032085942941,1.69353627840259e-10,1.69353627840259e-10,2.71360131714792e-14,8.10027722543952e-10,TRUE
221,1887625.13315254,0.00933945167097659,4.22586461422878e-09,4.22586461422878e-09,6.77122299031965e-13,8.10704844842984e-10,TRUE
222,1879335.18944954,0.00929843530220212,1.33586113554316e-08,1.33586113554316e-08,2.14048826893504e-12,8.12845333111919e-10,TRUE
223,1866956.70912494,0.00923718997508647,2.72669226174443e-09,2.72669226174443e-09,4.36905651640714e-13,8.1328223876356e-10,TRUE
224,1864984.10414319,0.00922743006642161,4.61191914936962e-10,4.61191914936962e-10,7.38980914546081e-14,8.13356136855014e-10,TRUE
225,1849314.45628013,0.00914990094459124,1.76377805342331e-10,1.76377805342331e-10,2.82615170986511e-14,8.13384398372113e-10,TRUE
226,1829728.29334747,0.00905299397989962,1.46744845359561e-09,1.46744845359561e-09,2.35133436898073e-13,8.13619531809011e-10,TRUE
227,1786040.24186089,0.00883683747811761,8.36296672698118e-11,8.36296672698118e-11,1.34002193014761e-14,8.13632932028312e-10,TRUE
228,1775664.23302851,0.00878549983097271,9.47915041478533e-11,9.47915041478533e-11,1.5188712151633e-14,8.13648120740464e-10,TRUE
229,1763002.33279488,0.00872285221984602,2.94545038179642e-10,2.94545038179642e-10,4.71957887030074e-14,8.13695316529167e-10,TRUE
230,1751018.56850561,0.00866355983946267,8.62919732479245e-13,8.62919732479245e-13,1.38268081558744e-16,8.13695454797249e-10,TRUE
231,1741315.27017818,0.00861555057947429,2.00894788012546e-09,2.00894788012546e-09,3.21899429206916e-13,8.14017354226455e-10,TRUE
232,1677100.81232048,0.00829783504623264,1.14023422106837e-08,1.14023422106837e-08,1.8270297032354e-12,8.15844383929691e-10,TRUE
233,1638289.94939305,0.00810580953637186,2.49886326644047e-09,2.49886326644047e-09,4.00399964126039e-13,8.16244783893817e-10,TRUE
234,1632002.68714654,0.00807470188641386,2.94290153501008e-09,2.94290153501008e-09,4.71549478064477e-13,8.16716333371881e-10,TRUE
235,1619326.98663669,0.00801198599530372,6.63394832526461e-10,6.63394832526461e-10,1.06297639695734e-13,8.16822631011577e-10,TRUE
236,1607529.65084362,0.00795361601201068,7.33021116331885e-11,7.33021116331885e-11,1.17454057060512e-14,8.16834376417283e-10,TRUE
237,1592646.68442391,0.00787997917429519,5.84523402112597e-09,5.84523402112597e-09,9.36598462108328e-13,8.17770974879392e-10,TRUE
238,1589721.13865192,0.00786550437584665,4.88226990964546e-09,4.88226990964546e-09,7.8229998532905e-13,8.18553274864721e-10,TRUE
239,1574180.91947253,0.00778861563166055,1.9695458117969e-10,1.9695458117969e-10,3.15585923799427e-14,8.18584833457101e-10,TRUE
240,1552205.0598501,0.00767988510287751,1.43707946759624e-09,1.43707946759624e-09,2.30267327948457e-13,8.18815100785049e-10,TRUE
241,1536294.66323062,0.00760116482220103,1.30172373848701e-08,1.30172373848701e-08,2.08578894728663e-12,8.20900889732336e-10,TRUE
242,1527464.61611944,0.00755747616983095,1.46228577360191e-09,1.46228577360191e-09,2.34306206007919e-13,8.21135195938344e-10,TRUE
243,1524246.45551236,0.00754155359339805,8.53006877027288e-09,8.53006877027288e-09,1.36679716552681e-12,8.2250199310387e-10,TRUE
244,1492503.40601994,0.00738449768678977,8.92850920471879e-09,8.92850920471879e-09,1.43064040889313e-12,8.23932633512763e-10,TRUE
245,1461419.79596251,0.00723070450572209,4.81221976965077e-10,4.81221976965077e-10,7.71075652282267e-14,8.24009741077992e-10,TRUE
246,1444096.25895221,0.00714499239380087,2.99470014558184e-10,2.99470014558184e-10,4.79849316672396e-14,8.24057726009659e-10,TRUE
247,1413094.36955258,0.00699160354414447,1.49488016978644e-10,1.49488016978644e-10,2.39528898757164e-14,8.24081678899535e-10,TRUE
248,1412575.72103934,0.00698903741348718,7.3551554812617e-11,7.3551554812617e-11,1.17853746957258e-14,8.2409346427423e-10,TRUE
249,1389435.39154547,0.00687454540701682,1.03942874264164e-08,1.03942874264164e-08,1.6655062197866e-12,8.25758970494017e-10,TRUE
250,1357444.81633722,0.00671626481102521,7.00166477326361e-09,7.00166477326361e-09,1.12189664864325e-12,8.2688086714266e-10,TRUE
251,1347129.12478496,0.00666522559724648,3.95549679006736e-11,3.95549679006736e-11,6.33800494054107e-15,8.26887205147601e-10,TRUE
252,1312524.93592577,0.00649401355742585,5.1463074059958e-08,5.1463074059958e-08,8.2460746388797e-12,8.3513327978648e-10,TRUE
253,1308871.55349219,0.00647593762271045,2.53208253546457e-09,2.53208253546457e-09,4.05722782026551e-13,8.35539002568507e-10,TRUE
254,1267273.52247058,0.00627012196921503,4.31830707272199e-09,4.31830707272199e-09,6.91934616921263e-13,8.36230937185428e-10,TRUE
255,1241215.53630212,0.00614119419738739,6.77216608263978e-09,6.77216608263978e-09,1.08512342110142e-12,8.3731606060653e-10,TRUE
256,1226235.25611395,0.00606707587782388,1.88062301454984e-13,1.88062301454984e-13,3.01337571236132e-17,8.37316090740287e-10,TRUE
257,1218490.35635015,0.00602875623703812,1.38265292085455e-10,1.38265292085455e-10,2.21546407658201e-14,8.37338245381053e-10,TRUE
258,1204360.68762474,0.00595884650979927,2.56197233661981e-09,2.56197233661981e-09,4.10512109826523e-13,8.37748757490879e-10,TRUE
259,1153157.38025833,0.00570550658221308,2.52275991923419e-08,2.52275991923419e-08,4.04228992728698e-12,8.41791047418166e-10,TRUE
260,1146827.2150039,0.00567418665993363,7.85138994599539e-09,7.85138994599539e-09,1.25805052838852e-12,8.43049097946555e-10,TRUE
261,1127272.09580685,0.00557743329113524,4.11352801038031e-08,4.11352801038031e-08,6.5912228568388e-12,8.49640320803393e-10,TRUE
262,1098495.90534731,0.00543505658966441,8.2543401016408e-08,8.2543401016408e-08,1.32261637720138e-11,8.62866484575407e-10,TRUE
263,1091064.61647626,0.00539828860960033,3.79690063608182e-08,3.79690063608182e-08,6.08388181496168e-12,8.68950366390369e-10,TRUE
264,1082854.69266809,0.00535766815732823,2.33759238080194e-09,2.33759238080194e-09,3.74559071712495e-13,8.69324925462081e-10,TRUE
265,1068306.04231895,0.00528568542387797,1.96712187266874e-08,1.96712187266874e-08,3.15197529142947e-12,8.72476900753511e-10,TRUE
266,1061429.21033866,0.00525166074450633,5.37748219302465e-09,5.37748219302465e-09,8.61649257121037e-13,8.73338550010632e-10,TRUE
267,1058390.94255929,0.00523662822846777,1.49422898528231e-08,1.49422898528231e-08,2.39424557613096e-12,8.75732795586763e-10,TRUE
268,1046510.39921734,0.00517784655703399,8.45347568221104e-10,8.45347568221104e-10,1.35452443731309e-13,8.75868248030494e-10,TRUE
269,1032391.90720122,0.00510799212908867,4.44586346778505e-12,4.44586346778505e-12,7.12373340677464e-16,8.75868960403835e-10,TRUE
270,1004796.16662249,0.00497145597001063,2.77642295204964e-08,2.77642295204964e-08,4.44874141506321e-12,8.80317701818898e-10,TRUE
271,935024.06234649,0.00462624272590651,1.83706028304013e-09,1.83706028304013e-09,2.94357390940566e-13,8.80612059209839e-10,TRUE
272,880149.233091536,0.00435473711455464,1.48874002318944e-08,1.48874002318944e-08,2.38545045614744e-12,8.82997509665986e-10,TRUE
273,873486.401114871,0.00432177124853336,6.18025813182166e-08,6.18025813182166e-08,9.90280327661137e-12,8.92900312942597e-10,TRUE
274,860296.990162993,0.00425651365898856,7.3096255577798e-11,7.3096255577798e-11,1.17124208051562e-14,8.92912025363403e-10,TRUE
275,811590.634614254,0.0040155279644629,4.80155528938532e-10,4.80155528938532e-10,7.69366852295866e-14,8.92988962048632e-10,TRUE
276,808492.831818391,0.00400020088548412,4.76195457797263e-08,4.76195457797263e-08,7.63021517742371e-12,9.00619177226056e-10,TRUE
277,711867.357700785,0.00352212452919009,9.60447172194791e-08,9.60447172194791e-08,1.53895180443204e-11,9.16008695270376e-10,TRUE
278,704439.599940096,0.00348537402009202,1.19075898084943e-08,1.19075898084943e-08,1.90798696198382e-12,9.1791668223236e-10,TRUE
279,685147.551748756,0.0033899222545096,2.95724747899253e-10,2.95724747899253e-10,4.73848169446703e-14,9.17964067049305e-10,TRUE
280,635436.305873966,0.00314396463813889,1.41526976738733e-15,1.41526976738733e-15,2.26772697690562e-19,9.17964067276077e-10,TRUE
281,480503.368252995,0.00237739893728023,1.25887427097784e-07,1.25887427097784e-07,2.01713002751337e-11,9.38135367551211e-10,TRUE
282,461854.171909773,0.00228512782640602,9.54246428189624e-09,9.54246428189624e-09,1.52901617605826e-12,9.39664383727269e-10,TRUE
283,458888.653943291,0.00227045525649744,1.26908697031451e-07,1.26908697031451e-07,2.03349412595344e-11,9.59999324986804e-10,TRUE
284,350854.28074125,0.00173593079525571,7.28466949587962e-08,7.28466949587962e-08,1.1672432997805e-11,9.71671757984609e-10,TRUE
285,286120.107495906,0.00141564385275469,2.2640313327247e-09,2.2640313327247e-09,3.62772175883996e-13,9.72034530160493e-10,TRUE
286,204653.85726742,0.00101257118039949,4.8307876906581e-07,4.8307876906581e-07,7.74050843044033e-11,1.0494396144649e-09,TRUE
287,175842.804118756,0.000870021987900395,4.90809684715394e-09,4.90809684715394e-09,7.86438308938332e-13,1.05022605277383e-09,TRUE
288,169065.269554351,0.000836488604920421,2.22593176159659e-08,2.22593176159659e-08,3.56667373305244e-12,1.05379272650689e-09,TRUE
289,165628.861502703,0.000819486199963817,2.48119350807343e-09,2.48119350807343e-09,3.97568688517126e-13,1.0541902951954e-09,TRUE
290,145283.549922413,0.000718823175882475,7.21964687848648e-07,7.21964687848648e-07,1.15682454097074e-10,1.16987274929248e-09,TRUE
291,125050.424455144,0.00061871521793281,1.32656830149605e-07,1.32656830149605e-07,2.12559809679531e-11,1.19112873026043e-09,TRUE
292,86122.94386304,0.00042611271583768,8.455369513374e-08,8.455369513374e-08,1.35482789126349e-11,1.20467700917307e-09,TRUE
293,82198.1083656387,0.000406693705780692,3.50541919567507e-06,3.50541919567507e-06,5.61683281772498e-10,1.76636029094556e-09,TRUE
294,65192.3867290662,0.000322554057200364,4.15349068994864e-08,4.15349068994864e-08,6.65525619423838e-12,1.7730155471398e-09,TRUE
295,63960.9647815307,0.000316461318995305,1.94260993648697e-07,1.94260993648697e-07,3.11269911934094e-11,1.80414253833321e-09,TRUE
296,55204.8262520646,0.000273138346025695,2.09167556223301e-07,2.09167556223301e-07,3.35155120861975e-11,1.83765805041941e-09,TRUE
297,49301.0420119685,0.000243928040113861,5.26018305630801e-07,5.26018305630801e-07,8.42854083025633e-11,1.92194345872197e-09,TRUE
298,42443.689461449,0.000209999739620498,5.17426211269661e-07,5.17426211269661e-07,8.29086726003060e-11,2.00485213132228e-09,TRUE
299,21503.2953144257,0.000106392410139406,5.24173957622294e-08,5.24173957622294e-08,8.3989883178656e-12,2.01325111964014e-09,TRUE
300,246.769434115753,1.22094750876157e-06,0.000134604416276131,0,2.15680482289618e-08,2.35812993486019e-08,FALSE
301,89.5560188375939,4.43098629642577e-07,6.91418739453994e-05,0,1.10787989959852e-08,3.46600983445871e-08,FALSE
302,8.45277969845828,4.1822036638873e-08,0.000542822383800467,0,8.69779735127798e-08,1.21638071857367e-07,FALSE
303,3.17890111534516e-09,1.572833123068e-17,6240.91704887607,0,0.999999878361928,1,FALSE
304,-6.22460035715639e-10,-3.07976161080855e-18,0,0,0,1,FALSE
