"profile","profile_label","C","R","patterns","mechanism","n","rep","seed","method","truth","estimate","bias","se","vcov","elapsed_ms","observed_fraction","min_pair_count","observed_categories","psi_vcov_max_abs_error","error"
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,156,19161756,"fiml",0.853987551538603,0.838679317743091,-0.0153082337955124,0.0153244364505027,0.000234838352525495,21.000000000015,1,250,5,1.35525271560688e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,157,19161757,"available",0.853987551538603,0.862369607272171,0.00838205573356809,0.0123681424823369,0.000152970948463386,0.999999999976353,1,250,5,1.62630325872826e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,157,19161757,"fiml",0.853987551538603,0.862369607272175,0.0083820557335722,0.0123681424823365,0.000152970948463377,20.0000000000387,1,250,5,2.71050543121376e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,158,19161758,"available",0.853987551538603,0.872188490743007,0.0182009392044038,0.0119133998640156,0.000141929096319926,0,1,250,5,5.42101086242752e-20,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,158,19161758,"fiml",0.853987551538603,0.872188490743011,0.0182009392044078,0.0119133998640153,0.000141929096319919,19.0000000000055,1,250,5,2.71050543121376e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,159,19161759,"available",0.853987551538603,0.872818604691481,0.0188310531528776,0.0121134521397516,0.000146735722742053,0.999999999976353,1,250,5,2.98155597433514e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,159,19161759,"fiml",0.853987551538603,0.872818604691484,0.0188310531528809,0.0121134521397514,0.000146735722742047,16.9999999999959,1,250,5,1.35525271560688e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,160,19161760,"available",0.853987551538603,0.8476564194859,-0.00633113205270286,0.014889077999026,0.000221684643661079,0,1,250,5,3.52365706057789e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,160,19161760,"fiml",0.853987551538603,0.847656419485905,-0.00633113205269797,0.0148890779990255,0.000221684643661065,21.9999999999914,1,250,5,1.35525271560688e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,161,19161761,"available",0.853987551538603,0.856743832170819,0.00275628063221611,0.0130069868285016,0.000169181706356814,0,1,250,5,1.62630325872826e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,161,19161761,"fiml",0.853987551538603,0.856743832170823,0.00275628063222044,0.0130069868285012,0.000169181706356804,21.000000000015,1,250,5,3.52365706057789e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,162,19161762,"available",0.853987551538603,0.844865408361263,-0.00912214317733984,0.0139995595249104,0.00019598766689151,0,1,250,5,2.16840434497101e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,162,19161762,"fiml",0.853987551538603,0.844865408361266,-0.00912214317733673,0.0139995595249102,0.000195987666891503,19.9999999999818,1,250,5,4.06575814682064e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,163,19161763,"available",0.853987551538603,0.846995619849094,-0.00699193168950929,0.0149995384850868,0.000224986154765601,0,1,250,5,6.7762635780344e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,163,19161763,"fiml",0.853987551538603,0.846995619849101,-0.00699193168950207,0.0149995384850861,0.000224986154765579,17.9999999999723,1,250,5,0,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,164,19161764,"available",0.853987551538603,0.841276478300471,-0.0127110732381324,0.016366579896805,0.000267864937518503,0,1,250,5,3.25260651745651e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,164,19161764,"fiml",0.853987551538603,0.841276478300474,-0.0127110732381286,0.0163665798968047,0.000267864937518491,18.0000000000291,1,250,5,2.16840434497101e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,165,19161765,"available",0.853987551538603,0.851305812653047,-0.00268173888555578,0.0141716524048872,0.000200835731884945,0,1,250,5,1.62630325872826e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,165,19161765,"fiml",0.853987551538603,0.85130581265305,-0.00268173888555268,0.014171652404887,0.000200835731884939,19.0000000000055,1,250,5,6.7762635780344e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,166,19161766,"available",0.853987551538603,0.843150695842169,-0.0108368556964344,0.0150939299015106,0.000227826719871717,1.0000000000332,1,250,5,4.60785923306339e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,166,19161766,"fiml",0.853987551538603,0.843150695842174,-0.0108368556964294,0.0150939299015101,0.000227826719871702,19.0000000000055,1,250,5,3.52365706057789e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,167,19161767,"available",0.853987551538603,0.847305595252765,-0.00668195628583834,0.0146511677464358,0.000214656716334201,0,1,250,5,4.87890977618477e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,167,19161767,"fiml",0.853987551538603,0.847305595252768,-0.00668195628583457,0.0146511677464355,0.000214656716334193,19.0000000000055,1,250,5,2.16840434497101e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,168,19161768,"available",0.853987551538603,0.855964885639235,0.00197733410063161,0.0127454664383343,0.000162446914730706,0.999999999976353,1,250,5,1.35525271560688e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,168,19161768,"fiml",0.853987551538603,0.855964885639237,0.00197733410063428,0.0127454664383341,0.0001624469147307,19.0000000000055,1,250,5,1.89735380184963e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,169,19161769,"available",0.853987551538603,0.869539066444307,0.0155515149057037,0.0119698620283111,0.000143277596976803,0,1,250,5,8.13151629364128e-20,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,169,19161769,"fiml",0.853987551538603,0.869539066444312,0.0155515149057086,0.0119698620283107,0.000143277596976795,19.0000000000055,1,250,5,0,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,170,19161770,"available",0.853987551538603,0.872243430796754,0.0182558792581506,0.0121485101895132,0.000147586299824706,0,1,250,5,4.06575814682064e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,170,19161770,"fiml",0.853987551538603,0.872243430796757,0.0182558792581541,0.012148510189513,0.0001475862998247,17.9999999999723,1,250,5,1.0842021724855e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,171,19161771,"available",0.853987551538603,0.863678999518273,0.0096914479796697,0.0127445086986835,0.00016242250197082,0,1,250,5,3.52365706057789e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,171,19161771,"fiml",0.853987551538603,0.863678999518276,0.00969144797967347,0.0127445086986832,0.000162422501970813,16.9999999999959,1,250,5,1.0842021724855e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,172,19161772,"available",0.853987551538603,0.856829160034533,0.00284160849592985,0.0139957603704261,0.00019588130834639,0,1,250,5,1.35525271560688e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,172,19161772,"fiml",0.853987551538603,0.856829160034538,0.00284160849593551,0.0139957603704256,0.000195881308346376,16.9999999999959,1,250,5,1.0842021724855e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,173,19161773,"available",0.853987551538603,0.854048418635265,6.08670966620872e-05,0.0133759112538558,0.000178915001871025,1.0000000000332,1,250,5,3.52365706057789e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,173,19161773,"fiml",0.853987551538603,0.854048418635269,6.0867096665751e-05,0.0133759112538555,0.000178915001871017,19.9999999999818,1,250,5,1.35525271560688e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,174,19161774,"available",0.853987551538603,0.874818131936209,0.0208305803976059,0.0115355734188384,0.000133069454101412,0,1,250,5,1.35525271560688e-19,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,174,19161774,"fiml",0.853987551538603,0.874818131936213,0.0208305803976097,0.0115355734188381,0.000133069454101405,19.9999999999818,1,250,5,5.42101086242752e-20,""
"paper5x6","C = 5, R = 6",5,6,15625,"complete",250,175,19161775,"available",0.853987551538603,0.828958777055746,-0.0250287744828565,0.0172785012426893,0.000298546605193614,0,1,250,5,4.87890977618477e-19,""
